Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Webster M.D., Wang L., Hajjar J.F.","7202298585;56642669400;34769569000;","Longitudinal shear resistance of Comflor 210",2017,"Composite Construction in Steel and Concrete VIII - Proceedings of the 8th International Conference on Composite Construction in Steel and Concrete, 2017",,,,"251","262",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089240782&partnerID=40&md5=39bfaefa925a80ff9bac1c59a5d7055a","Department of Civil and Environmental Engineering, Northeastern University, Boston, MA, United States; Simpson Gumpertz & Heger Inc, Waltham, MA, United States","Webster, M.D., Simpson Gumpertz & Heger Inc, Waltham, MA, United States; Wang, L., Department of Civil and Environmental Engineering, Northeastern University, Boston, MA, United States; Hajjar, J.F., Department of Civil and Environmental Engineering, Northeastern University, Boston, MA, United States","This paper presents the behavior of a sustainable composite steel/concrete floor system under gravity and seismic loading. In this system, precast concrete planks are attached to steel beams using deconstructable clamping connectors, enabling reuse of the structural components and reducing the energy consumption related to material fabrication and waste disposal. The results of several composite beam tests are presented along with the companion pushout tests. In the pushout tests, both monotonic and cyclic load-slip curves were established for the clamping connectors. Full-scale composite beams were then designed and tested to investigate the flexural behavior of the system under gravity loading. © 2020, American Institute of Steel Construction, AISC. All rights reserved.",,"Composite beams and girders; Composite materials; Concrete slabs; Energy utilization; Precast concrete; Waste disposal; Composite steel; Flexural behavior; Gravity loading; Load slip curve; Longitudinal shear resistances; Material fabrication; Seismic loadings; Structural component; Vanadium steel",Conference Paper,"Final","",Scopus,2-s2.0-85089240782
"Nijgh M., Von Arnim M., Pavlović M., Veljković M.","57199394715;57218454549;55603154200;55502801700;","Preliminary assessment of a composite flooring system for reuse",2017,"Composite Construction in Steel and Concrete VIII - Proceedings of the 8th International Conference on Composite Construction in Steel and Concrete, 2017",,,,"263","273",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089233822&partnerID=40&md5=9460095805f73befe7c20bd680bdba30","Delft University of Technology, Delft, Netherlands; Karlsruhe Institute of Technology, Karlsruhe, Germany","Nijgh, M., Delft University of Technology, Delft, Netherlands; Von Arnim, M., Karlsruhe Institute of Technology, Karlsruhe, Germany; Pavlović, M., Delft University of Technology, Delft, Netherlands; Veljković, M., Delft University of Technology, Delft, Netherlands","Composite flooring systems consisting of concrete slabs and steel beams are used extensively, mainly because of competitive design of the cross-section. Shear interaction is often achieved by welded shear studs, which inherently prohibit demountability of the connection and reusability of the individual components. Demountability of composite structures can be achieved by using bolted shear connectors embedded in the concrete. The goal of this paper is to show how such demountable shear connections can be implemented, which allows for easy execution and the reuse of all structural components. A key element in the suggested longitudinal shear device is injection bolts, used to fill the hole clearance with epoxy resin, increasing stiffness and ductility compared to traditional demountable composite structures. Push-out tests and beam tests are planned and pre-analysis is made for these tests using extensive Finite Element modelling. Based on current experience, recommendations for design and execution are made. © 2020, American Institute of Steel Construction, AISC. All rights reserved.",,"Bolts; Composite materials; Concrete beams and girders; Concrete slabs; Floors; Reusability; Structure (composition); Vanadium steel; Composite flooring; Finite element modelling; Individual components; Longitudinal shear; Preliminary assessment; Shear connections; Shear connector; Structural component; Epoxy resins",Conference Paper,"Final","",Scopus,2-s2.0-85089233822
"Liu X., Bradford M.A., Ataei A.","55261897000;7102411221;55891806000;","Flexural performance of innovative sustainable composite steel-concrete beams",2017,"Engineering Structures","130",,,"282","296",,64,"10.1016/j.engstruct.2016.10.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994607950&doi=10.1016%2fj.engstruct.2016.10.009&partnerID=40&md5=90e54be872d1e83feb528645925dac12","Centre for Infrastructure Engineering and Safety, School of Civil and Environmental Engineering, The University of New South Wales, Sydney, NSW  2052, Australia","Liu, X., Centre for Infrastructure Engineering and Safety, School of Civil and Environmental Engineering, The University of New South Wales, Sydney, NSW  2052, Australia; Bradford, M.A., Centre for Infrastructure Engineering and Safety, School of Civil and Environmental Engineering, The University of New South Wales, Sydney, NSW  2052, Australia; Ataei, A., Centre for Infrastructure Engineering and Safety, School of Civil and Environmental Engineering, The University of New South Wales, Sydney, NSW  2052, Australia","Composite beams comprising of concrete slabs and steel beams joined by conventional headed stud shear connectors are commonly used in modern steel-framed building construction. However, because the headed stud shear connectors are welded onto the top flange of the steel beam and cast into the in situ concrete slab, deconstruction of the composite beam and the reuse of its components at the end of structural life in defence to demolition is virtually impossible, which is at odds with the increasing demands placed on improving the sustainability of building infrastructure. As an alternative, an innovative sustainable composite beam and slab system is proposed, in which precast geopolymer concrete panels are attached to the steel beams using high-strength friction-grip bolts instead of cast in situ floors with pre-welded headed stud connectors. The advantages of a low-carbon design, both by the use of geopolymer concrete elements and system deconstructability, can be achieved in this proposed system. In this paper, a three-dimensional finite element model is developed to investigate the structural behaviour of the proposed sustainable composite beam and slab system. Material non-linearities and the interaction of the structural components are included in the model. The accuracy and reliability of the finite element formulation developed are validated by comparisons with experimental results. Extensive parametric studies are conducted to elucidate the effects of the change in the concrete panel configuration, the number and diameter of the bolts, the type and strength of the concrete and the grade of the steel beam on the behaviour of the system. The use of modified rigid plastic analysis is assessed, and a modification is suggested to predict the flexural strengths of the composite beams and slab system. © 2016 Elsevier Ltd","Composite beams; Finite element model; Friction-grip bolt; Geopolymer concrete; Steel and composite structures; Sustainable construction","Beams and girders; Bolts; Carbon; Composite beams and girders; Concrete beams and girders; Concrete buildings; Concrete slabs; Concretes; Connectors (structural); Finite element method; Friction; Geopolymers; High strength steel; Inorganic polymers; Precast concrete; Steel beams and girders; Structural design; Studs (fasteners); Studs (structural members); Sustainable development; Welding; Composite beam; Composite steel concrete beam; Finite element formulations; Geopolymer concrete; Headed stud shear connectors; Steel and composite structures; Sustainable construction; Three dimensional finite element model; Steel castings; concrete structure; finite element method; performance assessment; steel structure; structural component; sustainability",Article,"Final","",Scopus,2-s2.0-84994607950
"Ataei A., Bradford M.A., Valipour H.R.","55891806000;7102411221;6508258428;","Finite element analysis of HSS semi-rigid composite joints with precast concrete slabs and demountable bolted shear connectors",2016,"Finite Elements in Analysis and Design","122",,,"16","38",,32,"10.1016/j.finel.2016.08.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986559270&doi=10.1016%2fj.finel.2016.08.003&partnerID=40&md5=ba1d64d2f8a5159f9171f8ee6b85930a","Centre for Infrastructure Engineering and Safety, School of Civil and Environmental Engineering, UNSW Australia, UNSW SydneyNSW  2052, Australia","Ataei, A., Centre for Infrastructure Engineering and Safety, School of Civil and Environmental Engineering, UNSW Australia, UNSW SydneyNSW  2052, Australia; Bradford, M.A., Centre for Infrastructure Engineering and Safety, School of Civil and Environmental Engineering, UNSW Australia, UNSW SydneyNSW  2052, Australia; Valipour, H.R., Centre for Infrastructure Engineering and Safety, School of Civil and Environmental Engineering, UNSW Australia, UNSW SydneyNSW  2052, Australia","High-strength steel has a higher yield strength, greater corrosion resistance and superior toughness compared to mild steel, and its use can contribute to the sustainability of a steel structure by increasing its structural life whilst reducing steel usage and maintenance. In addition, using deconstructable steel-concrete composite floors can facilitate component recycling and reuse and can improve the sustainability of the building industry significantly by reducing energy consumption and construction waste at demolition. This paper investigates the structural behaviour of an innovative beam-to-column composite semi-rigid joint with deconstructable post-installed friction-grip bolted shear connectors and grade S690 high strength steel flush end plates. Non-linear continuum-based finite element models are developed and validated against results of four full-scale laboratory tests of this innovative joint. The validated finite element models are used for conducting an extensive parametric study in which the effects of the reinforcement ratio, thickness of the precast concrete slab, degree of shear connection, number of bolted shear connectors, size of the bolts in the connection zone, size of the steel beam and thickness of the flush end plate on the structural behaviour of a composite joint with deconstructable post-installed friction-grip bolted shear connectors and grade S690 high strength steel flush end plates are investigated. A simple analytical model is proposed to predict the moment capacity and rotation capacity of this type of composite joint. © 2016 Elsevier B.V.","Composite joints; Deconstructable; Finite element model; Friction-grip bolt; High strength steel; Sustainable","Bolts; Carbon steel; Concrete slabs; Concretes; Construction industry; Corrosion resistance; Energy utilization; Finite element method; Friction; Joints (structural components); Plates (structural components); Precast concrete; Shear flow; Sustainable development; Tribology; Composite joint; Construction wastes; Deconstructable; Reducing energy consumption; Reinforcement ratios; Steel-concrete composite floor; Structural behaviour; Sustainable; High strength steel",Article,"Final","",Scopus,2-s2.0-84986559270
"Mao Q., Devitis J., Mazzotti M., Braley J., Bartoli I., Sjoblom K., Moon F., Aktan E.","56196570300;37664672600;57200973300;57189242797;8856150200;6603793094;8625690400;6701722536;","Dynamic Evaluation of a Bridge Substructure with Experimental Modal Analysis",2016,"Geotechnical and Structural Engineering Congress 2016 - Proceedings of the Joint Geotechnical and Structural Engineering Congress 2016",,,,"1886","1896",,,"10.1061/9780784479742.161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966549008&doi=10.1061%2f9780784479742.161&partnerID=40&md5=164f9dace4a3be29b98766fb45b4a4a9","Dept. of Civil, Architecture and Environmental Engineering, Drexel Univ., Philadelphia, PA  19104, United States","Mao, Q., Dept. of Civil, Architecture and Environmental Engineering, Drexel Univ., Philadelphia, PA  19104, United States; Devitis, J., Dept. of Civil, Architecture and Environmental Engineering, Drexel Univ., Philadelphia, PA  19104, United States; Mazzotti, M., Dept. of Civil, Architecture and Environmental Engineering, Drexel Univ., Philadelphia, PA  19104, United States; Braley, J., Dept. of Civil, Architecture and Environmental Engineering, Drexel Univ., Philadelphia, PA  19104, United States; Bartoli, I., Dept. of Civil, Architecture and Environmental Engineering, Drexel Univ., Philadelphia, PA  19104, United States; Sjoblom, K., Dept. of Civil, Architecture and Environmental Engineering, Drexel Univ., Philadelphia, PA  19104, United States; Moon, F., Dept. of Civil, Architecture and Environmental Engineering, Drexel Univ., Philadelphia, PA  19104, United States; Aktan, E., Dept. of Civil, Architecture and Environmental Engineering, Drexel Univ., Philadelphia, PA  19104, United States","According to FHWA, more than 36,000 bridges over waterways (riverine and tidal) are identified as having unknown foundations. Unknown bridge foundations pose a significant problem to the assessment of hydraulic and seismic vulnerability and post-hazard evaluation of bridges. In addition, bridge foundations reuse could become a viable option in the replacement of structurally deficient superstructures, potentially providing technical, economic, time and environmental benefits. Characterization and evaluation of existing bridge substructures has become an essential issue for the safety and serviceability of bridges. In recent years experimental modal analysis has become an effective tool for bridge condition assessment and system identification. However, many studies tend to emphasize dynamic testing and analysis of bridge superstructures with little consideration given to bridge substructure and their foundations. In this paper, a 3 non-continuous spans bridge with concrete deck and steel girders is used as a case study to investigate the possibility of characterization and condition evaluation of the substructure system leveraging dynamic testing methods. MIMO impact testing and operating modal analysis was operated on one of the piers of this bridge. Corresponding modal identification algorithms including CMIF and Bayesian operational modal analysis method is discussed. Modal parameters, including modal frequencies and mode shapes obtained from two experimental modal analysis methods, are presented and compared. © ASCE.",,"Bridges; Concrete beams and girders; Dynamic analysis; Foundations; Geotechnical engineering; Impact testing; Structural analysis; Structural panels; Bridge substructures; Bridge superstructure; Condition assessments; Environmental benefits; Experimental modal analysis; Operational modal analysis; Seismic vulnerability; Substructure systems; Modal analysis",Conference Paper,"Final","",Scopus,2-s2.0-84966549008
"Qiang X., Jiang X., Bijlaard F.S.K., Kolstein H., Luo Y.","30067879000;55942913100;6602209222;6506039678;7404333100;","Post-fire behaviour of high strength steel endplate connections - Part 2: Numerical study",2015,"Journal of Constructional Steel Research","108",,,"94","102",,19,"10.1016/j.jcsr.2014.10.027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939136116&doi=10.1016%2fj.jcsr.2014.10.027&partnerID=40&md5=299bb64f804201034cdc70286ec45b04","College of Civil Engineering, Tongji University, Shanghai, 200092, China; Department of Structural Engineering, Faculty of Civil Engineering, Delft University of Technology, P. O. BOX 5048, Delft, 2600GA, Netherlands","Qiang, X., College of Civil Engineering, Tongji University, Shanghai, 200092, China; Jiang, X., College of Civil Engineering, Tongji University, Shanghai, 200092, China; Bijlaard, F.S.K., Department of Structural Engineering, Faculty of Civil Engineering, Delft University of Technology, P. O. BOX 5048, Delft, 2600GA, Netherlands; Kolstein, H., Department of Structural Engineering, Faculty of Civil Engineering, Delft University of Technology, P. O. BOX 5048, Delft, 2600GA, Netherlands; Luo, Y., College of Civil Engineering, Tongji University, Shanghai, 200092, China","In this paper and its companion paper, a perspective of using high strength steels to take place of mild steels in structural design of endplate connections is proposed and investigated. The endplate is made of high strength steels while the beam and the column are made of mild steels. This paper presents a numerical study conducted using ABAQUS on high strength steel endplate connections after cooling down from fire, to reveal more information and better understanding on the post-fire behaviour of high strength steel endplate connections. The validation of this numerical modelling against all representative experimental results was performed on moment-rotation relationship, failure mode and yield line pattern of endplate connections, where it is found that good agreements exist. Hence this numerical analysis method can be employed with reasonable accuracy to predict the behaviour of high strength steel endplate connections after cooling down from fire. This finite element analysis provides an efficient, economical, and accurate tool to investigate the post-fire performance of high strength steel endplate connections, which can be further developed for the parametric study and post-fire evaluation of an entire steel structure with high strength steel members. This study offers a basis for structural engineers to perform accurate evaluation and safe reuse of structures with members made of high strength steels after fire. © 2014 Elsevier Ltd. All rights reserved.","After fire; Endplate connection; Finite element analysis; High strength steel; Numerical study; Structural fire safety","Carbon steel; Finite element method; Fires; Numerical methods; Steel beams and girders; Structural analysis; Structural design; After fires; End plate connections; Moment-rotation relationship; Numerical study; Reasonable accuracy; Structural engineer; Structural fire safeties; Yield-line patterns; High strength steel",Article,"Final","",Scopus,2-s2.0-84939136116
"Thomas M., Maschke K., Bast W.D.","55606303100;16032000400;7801677307;","Back to the future: Renovation of a 1930s apartment building into an art gallery",2015,"Structures Congress 2015 - Proceedings of the 2015 Structures Congress",,,,"795","806",,,"10.1061/9780784479117.068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929236651&doi=10.1061%2f9780784479117.068&partnerID=40&md5=b9a076b1c040f50dcfd4eccf95eb7d32","Thornton Tomasetti, 330 North Wabash Avenue, Suite 1500, Chicago, IL  60611, United States","Thomas, M., Thornton Tomasetti, 330 North Wabash Avenue, Suite 1500, Chicago, IL  60611, United States; Maschke, K., Thornton Tomasetti, 330 North Wabash Avenue, Suite 1500, Chicago, IL  60611, United States; Bast, W.D., Thornton Tomasetti, 330 North Wabash Avenue, Suite 1500, Chicago, IL  60611, United States","Sometimes the familiar solution just does not cut it. This was the case in the design of a new art gallery constructed within the footprint of an existing 1930s apartment building for which Thornton Tomasetti (TT) performed structural engineering services. Zoning restrictions necessitated preservation of the existing exterior masonry walls. A steel skeleton was constructed within the building for bracing before removing the existing floors, and the steel was repurposed in the final composite steel/concrete frame system. Fully encased composite steel beams and columns, and concrete pan joists, were deemed best suited for the high design loads (as much as 300 psf), staged construction, and minimal structural floor depths. Thermally broken connections between the new interior framing and existing walls were required by the owner to optimize building performance. Additional structural innovations included the implementation of push piles to support the existing wall, the excavation of a new basement four feet beneath the existing foundations, a 10-foot thermally broken cantilever at the roof level, and the conversion of a portion of the building into a 40-foot high atrium. This paper will explore creative solutions and successful collaboration in demonstrating a successful model for combining structural system reuse, high performance structural design and detailing, and avant-garde architecture in one building.",,"Apartment houses; Architectural design; Buildings; Floors; Walls (structural partitions); Apartment buildings; Building performance; Composite steel; Creative solutions; Frame systems; Staged construction; Steel skeleton; Structural systems; Structural design",Conference Paper,"Final","",Scopus,2-s2.0-84929236651
"Bradford M.A.","7102411221;","Composite beams with friction-grip bolted shear connection",2014,"Proceedings of the 12th International Conference on Steel, Space and Composite Structures",,,,"17","32",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906914166&partnerID=40&md5=5f26497e15351ae1083ae7b977988884","University of New South Wales, Australia UNSW, Sydney, NSW 2052, Australia","Bradford, M.A., University of New South Wales, Australia UNSW, Sydney, NSW 2052, Australia","Many new medium-sized office building structures are temporary, insofar as they are demolished within ten years or even less of their construction. Composite steel-concrete structural systems are very popular for medium-sized office buildings, but deconstruction and re-use in deference to demolition is difficult because the headed stud shear connectors in the composite slab and steel beam flooring system cannot be detached easily, and reuse is virtually impossible. As an alternative, it is proposed that precast geopolymer concrete panels can be attached to steel beams using pre-tensioned high-strength bolts, instead of cast in-situ floors with pre-welded headed stud connectors. The proposed floor system can be deconstructed by unbolting the precast panels, enabling recyclability of the system and providing significant advantages in a paradigm within the construction industry focussed on low emissions. A computational modelling of this structural system using ABAQUS software is presented in the paper, so that the influence of the various parameters can be undertaken without the need for expensive full-scale testing. Following calibration with push-out tests, some parametric studies are presented and an empirical equation for the strength of the shear connection is proposed.","Composite beams; Deconstructability; Friction-grip bolting; Partial interaction","Concrete slabs; Connectors (structural); Construction industry; Floors; Friction; Office buildings; Precast concrete; Steel beams and girders; Structure (composition); Studs (fasteners); Composite beam; Computational modelling; Deconstructability; Empirical equations; Friction-grip bolting; Headed stud shear connectors; High strength bolts; Partial interaction; Composite beams and girders",Conference Paper,"Final","",Scopus,2-s2.0-84906914166
"Bradford M.A.","7102411221;","The structural modelling of deconstructable beams, fabricated using friction-grip shear connection",2014,"WIT Transactions on the Built Environment","136",,,"267","277",,,"10.2495/MAR140221","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903171762&doi=10.2495%2fMAR140221&partnerID=40&md5=363443c6fa26b2eea742d16eeb5eacc1","Centre for Infrastructure Engineering and Safety, School of Civil and Environmental Engineering, The University of New South Wales, Australia","Bradford, M.A., Centre for Infrastructure Engineering and Safety, School of Civil and Environmental Engineering, The University of New South Wales, Australia","Many new medium-sized office-building structures are ""temporary"" and in some cases are demolished within ten years of their construction. Composite steel-concrete structural systems are very popular for medium-sized office buildings, but deconstruction and re-use in deference to demolition is difficult because headed stud shear connectors in the composite slab and steel beam flooring system cannot be detached easily, and reuse is virtually impossible. As an alternative, it is proposed that precast concrete panels can be attached to steel beams using pre-tensioned bolts, instead of cast-in-situ floors with pre-welded headed stud connectors. The proposed floor system can be deconstructed by unbolting the precast panels, enabling recyclability of the system and providing significant advantages in a paradigm within the construction industry focussed on low emissions. This paper presents an analysis of this slab and beam system, with the composite beams comprising of two elastic elements connected at their interface by a stiff but finite frictional connection. Under loading, it is shown that three distinct lengthwise domains exist along the member, and a model for this is presented and discussed. © 2014 WIT Press.","Composite beams; Deconstructability; Friction-grip bolting; Partial interaction; Precast","Composite beams and girders; Concrete slabs; Connectors (structural); Construction industry; Floors; Friction; Office buildings; Precast concrete; Steel beams and girders; Studs (fasteners); Composite beam; Deconstructability; Friction-grip bolting; Partial interaction; Pre-cast; Loading; composite; concrete structure; construction industry; demolition; floor; friction; loading; numerical model; office location; steel structure; structural component; structural response",Conference Paper,"Final","",Scopus,2-s2.0-84903171762
"Moynihan M.C., Allwood J.M.","54420790800;8623751800;","Viability and performance of demountable composite connectors",2014,"Journal of Constructional Steel Research","99",,,"47","56",,71,"10.1016/j.jcsr.2014.03.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899635793&doi=10.1016%2fj.jcsr.2014.03.008&partnerID=40&md5=ba6ab22a4bc038c07afd6bf3b437eb41","Cambridge University Engineering Department, Trumpington Street, Cambridge CB2 1PZ, United Kingdom","Moynihan, M.C., Cambridge University Engineering Department, Trumpington Street, Cambridge CB2 1PZ, United Kingdom; Allwood, J.M., Cambridge University Engineering Department, Trumpington Street, Cambridge CB2 1PZ, United Kingdom","Material production, and associated carbon emissions, could be reduced by reusing products instead of landfilling or recycling them. Steel beams are well suited to reuse, but are difficult to reuse when connected compositely to concrete slabs using welded studs. A demountable connection would allow composite performance but also permit reuse of both components at end-of-life. Three composite beams, of 2 m, 10 m and 5 m length, are constructed using M20 bolts as demountable shear connectors. The beams are tested in three-, six- and four-point bending, respectively. The former two are loaded to service, unloaded, demounted and reassembled; all three are tested to failure. The results show that all three have higher strengths than predicted using Eurocode 4. The longer specimens have performance similar to previously published comparable welded-connector composite beam results. This suggests that demountable composite beams can be safely used and practically reused, thus reducing carbon emissions. © 2013 Elsevier B.V. All rights reserved.","Deconstruction; Demountable; Material efficiency; Reuse; Steel-concrete composite","Concrete slabs; Concretes; Welding; Deconstruction; Demountable; Material efficiency; Reuse; Steel-concrete composite; Composite beams and girders",Article,"Final","",Scopus,2-s2.0-84899635793
"Lam D., Dai X., Saveri E.","7201749620;36730858000;56915959000;","Behaviour of Demountable Shear Connectors in Steel-Concrete Composite Beams",2013,"Composite Construction in Steel and Concrete VII - Proceedings of the 2013 International Conference on Composite Construction in Steel and Concrete",,,,"618","631",,19,"10.1061/9780784479735.047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964577796&doi=10.1061%2f9780784479735.047&partnerID=40&md5=4b3f0894e96b74515c03e6b8c0dcd687","School of Engineering, Faculty of Engineering and Informatics, Univ. of Bradford, Bradford, BD71DP, United Kingdom; Facolta di Ingegneria, Universita degli Studi di Perugia, Perugia, Italy","Lam, D., School of Engineering, Faculty of Engineering and Informatics, Univ. of Bradford, Bradford, BD71DP, United Kingdom; Dai, X., School of Engineering, Faculty of Engineering and Informatics, Univ. of Bradford, Bradford, BD71DP, United Kingdom; Saveri, E., Facolta di Ingegneria, Universita degli Studi di Perugia, Perugia, Italy","The construction industry in Europe consumes over 70,000 million tonnes of a wide range of materials each year, and generates over 250 million tonnes of constructional waste. Much of the environmental impact of buildings is associated with consumption of resources and generation of waste, therefore reducing waste in construction is becoming a top priority for all the European governments. Composite structures formed by connecting the concrete slabs to the supporting steel beams have been widely used for many years throughout the world, this cost-effective arrangement for floor system in multi-storey steel frame building structures is responsible for a considerable increase in the load-bearing capacity and stiffness of the steel beams, which has resulted in significant savings in steel weight and construction cost. However, shear connectors are welded through the steel decking and cast into the concrete; this made deconstruction and reuse of the steel components almost impossible. A demountable shear connector is developed to assess its potential and suitability in term of replacing the welded through headed shear studs. Test results shown that these shear connectors can be easily demounted both at working and ultimate load and have a similar capacity to the traditional welded shear connectors. In addition, the new demountable shear connectors process high ductility in comparison with the welded shear connectors and have similar behaviour to the traditional welded headed stud shear connectors. A fnite element is developed to carry out parametric study for this form of shear connector. © ASCE.",,"Composite materials; Concrete beams and girders; Concrete slabs; Construction; Construction industry; Cost effectiveness; Environmental impact; Steel beams and girders; Studs (fasteners); Studs (structural members); Welding; Construction costs; European governments; Headed stud shear connectors; Load-bearing capacity; Parametric study; Steel components; Steel concrete composite beam; Steel frame buildings; Vanadium steel",Conference Paper,"Final","",Scopus,2-s2.0-84964577796
"Mu X., Wang X., Li Z., Zhang Y.","46461737400;21740103500;56075211300;21740167600;","Advances of rejected unsymmetrical dimethylhydrazine(UDMH) reuse technology",2011,"2011 International Conference on Remote Sensing, Environment and Transportation Engineering, RSETE 2011 - Proceedings",,,"5964914","2875","2878",,,"10.1109/RSETE.2011.5964914","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052234410&doi=10.1109%2fRSETE.2011.5964914&partnerID=40&md5=414ff361a80d442a7a63476aa5e4614a","Xi'an Research Institute of High Technology, Xi'an 710025, Shaanxi, China","Mu, X., Xi'an Research Institute of High Technology, Xi'an 710025, Shaanxi, China; Wang, X., Xi'an Research Institute of High Technology, Xi'an 710025, Shaanxi, China; Li, Z., Xi'an Research Institute of High Technology, Xi'an 710025, Shaanxi, China; Zhang, Y., Xi'an Research Institute of High Technology, Xi'an 710025, Shaanxi, China","Rejected unsymmetrical dimethylhydrazine(UDMH) reuse technology abroad have been summarized. Many comercial products were synthesized successfully using UDMH, including daminozide, 1,3,5-triamino-2,4,6-trinitrobenzene (TATB), heterocyclic compounds, organosilicon derivatives, trifluoromethanesulfonic hydrazide, etc. Synthesis process, conditions, principles advantages and disadvantages have been analysed. It was pointed out that the main directions of further study are developing technology which is environmentally safe, efficient, low cost, and practical. © 2011 IEEE.","Advance; Rejected UDMH; Reuse technology","1 , 3 , 5-triamino-2 , 4 , 6-trinitrobenzene; Advance; Environmentally safe; Heterocyclic compound; Low costs; Organosilicones; Rejected UDMH; Reuse technology; Synthesis process; Unsymmetrical dimethylhydrazine; Civil engineering; Remote sensing; Steel beams and girders; Synthesis (chemical); Technology",Conference Paper,"Final","",Scopus,2-s2.0-80052234410
"Kawaguchi J., Morino S., Sato T., Ohara K.","7007138091;35606223800;57207197683;36849765800;","Structural characteristics of CFT frames consisting of reusable members",2006,"Proceedings of the 5th International Conference on Composite Construction in Steel and Concrete V",,,,"424","430",,,"10.1061/40826(186)40","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645226320&doi=10.1061%2f40826%28186%2940&partnerID=40&md5=fb173c7bb65fe1b9f1c5aad110d58d26","Mie University, Tsu-shi, Mie, Japan; Ideal Brain Inc., Tokyo, Japan","Kawaguchi, J., Mie University, Tsu-shi, Mie, Japan; Morino, S., Mie University, Tsu-shi, Mie, Japan; Sato, T., Ideal Brain Inc., Tokyo, Japan; Ohara, K., Ideal Brain Inc., Tokyo, Japan","The purpose of this research is to develop new type of frames made of reusable members. The frame consists of three parts: circular CFT (concrete-filled tube) columns, wide flange steel beams and beam-to-column connections that are made of circular tube with wide flange shape brackets. These parts are all prefabricated in the shop. When we reuse the structural members of the frame, all members must be taken apart easily. For this reason, beams are connected to beam-to-column connection by high-strength bolts and splicing plates, and columns are just set into the tube of beam-to-column connection. The gap between two tubes (CFT column and beam-to-column connection) is filled by high strength mortar. In order to clarify the elastic-plastic characteristics of this frame, he T-shape frame models consisting of CFT column and beam-to-column connection were tested under the constant axial load and cyclic horizontal load.",,"Composite beams and girders; Elasticity; Mortar; Plasticity; Structural analysis; Axial loads; Cyclic horizontal load; Steel beams; Steel structures",Conference Paper,"Final","",Scopus,2-s2.0-33645226320
