Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Kuschel G.B.","56685462600;","Machiavelli’s revolution and Koselleck’s Sattelzeit [Machiavellio revoliucija ir Kosellecko Sattelzeit]",2020,"Problemos","97",,,"48","60",,,"10.15388/Problemos.97.4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083774812&doi=10.15388%2fProblemos.97.4&partnerID=40&md5=e61828d0a1dcf8eb00377b6e8609a5a4","School of Government, University of Adolfo Ibáñez, Chile","Kuschel, G.B., School of Government, University of Adolfo Ibáñez, Chile","This article suggests that human action in Machiavelli is both materialistic and temporalized. It further argues that Reinhart Koselleck’s view of Machiavelli’s understanding of time as historical circularity is misleading. The author is making the case that Machiavelli drew from Lucretian materialism to strip political concepts of content via an animal-materialist anthropology and ontology holding that man, as any animal, is material reality acting under an atomic arrangement wherein no time, whether linear or circular, can exist. The conclusion is that Koselleck’s interpretation of the circularity of time in Machiavelli kept him from seeing his role as an antecedent of the conceptual and temporal revolution underlying the Sattelzeit. © Gonzalo Bustamante Kuschel, 2020.","Contingency; Koselleck; Lucretius; Machiavelli; Materialism; Time",,Article,"Final","",Scopus,2-s2.0-85083774812
"Fernández-Acero F.J., Amil-Ruiz F., Durán-Peña M.J., Carrasco R., Fajardo C., Guarnizo P., Fuentes-Almagro C., Vallejo R.A.","14622478800;15060928800;55811278100;57204565903;57204562714;57204559918;8317642100;57204564019;","Valorisation of the microalgae Nannochloropsis gaditana biomass by proteomic approach in the context of circular economy",2019,"Journal of Proteomics","193",,,"239","242",,17,"10.1016/j.jprot.2018.10.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056202393&doi=10.1016%2fj.jprot.2018.10.015&partnerID=40&md5=f6c4d9b90e242410ed3258e945a4e28d","Microbiology laboratory, Institute of Viticulture and Agri-food research (IVAGRO), University of Cádiz, Pol. Río San Pedro s/n, Puerto Real, Cádiz, Spain; Bioinformatics Unit, SCAI, University of Córdoba, Ramón y Cajal Building, Rabanales Campus, Córdoba, 14071, Spain; NeoALGAE micro seaweed productos, Project Department, Planta I+D de microalgas-UPT Litoral, Ctra. Faro mesa roldán s/n, Carboneras, Almería  04140, Spain; Proteomics Unit, SCAI, University of Córdoba, Ramón y Cajal Building, Rabanales Campus, Córdoba, 14071, Spain; Endesa Generación, S.A., Spain","Fernández-Acero, F.J., Microbiology laboratory, Institute of Viticulture and Agri-food research (IVAGRO), University of Cádiz, Pol. Río San Pedro s/n, Puerto Real, Cádiz, Spain; Amil-Ruiz, F., Bioinformatics Unit, SCAI, University of Córdoba, Ramón y Cajal Building, Rabanales Campus, Córdoba, 14071, Spain; Durán-Peña, M.J., Microbiology laboratory, Institute of Viticulture and Agri-food research (IVAGRO), University of Cádiz, Pol. Río San Pedro s/n, Puerto Real, Cádiz, Spain; Carrasco, R., Microbiology laboratory, Institute of Viticulture and Agri-food research (IVAGRO), University of Cádiz, Pol. Río San Pedro s/n, Puerto Real, Cádiz, Spain; Fajardo, C., Microbiology laboratory, Institute of Viticulture and Agri-food research (IVAGRO), University of Cádiz, Pol. Río San Pedro s/n, Puerto Real, Cádiz, Spain; Guarnizo, P., NeoALGAE micro seaweed productos, Project Department, Planta I+D de microalgas-UPT Litoral, Ctra. Faro mesa roldán s/n, Carboneras, Almería  04140, Spain; Fuentes-Almagro, C., Proteomics Unit, SCAI, University of Córdoba, Ramón y Cajal Building, Rabanales Campus, Córdoba, 14071, Spain; Vallejo, R.A., Endesa Generación, S.A., Spain","Nannochloropsis gaditana is a non-flagellated microalgae that has been widely used for different purposes, mostly related with the industrial production of biofuels or aquiculture. However, in order to increase the economic viability of the obtained microalgae biomass from a production plant coupled to a coal power plant, a proteomic approach was initiated by using fresh and atomized microalgae samples, as the main used commercial forms. Above 51,000 high quality spectra were obtained per sample in the MS/MS analysis of whole proteome of N. gaditana, yielding above 7,500 peptides, leading the identification of 1,950 proteins, from the N. gaditana protein database, where 655 proteins were presented in all the replicates. The identified proteins were categorized according to gene ontology classification by molecular function and biological process. In this study, it has been described the first proteomic analysis of the microalgae N. gaditana under industrial conditions containing an important number of identified proteins. A significative presence of proteins with a potential role in different agri-food and biomedical applications was detected and studied being the core of future N. gaditana research to expand the current biotechnological applications of this microalga. Significance of the study: Three quarters of the planet earth correspond to seas and oceans, however its potential biotechnological use is still unknown. We described the first proteomic description of the microalgae N. gaditana under industrial conditions. Following the spirit of the EU initiatives of blue growth and the statements of circular economy, CO 2 waste from a coal plant power has been transformed in a resource for microalgae biomass production, common product presentations were evaluated by proteomic, and its potential use of identified proteins in Agri-food and Biomedicine has been revealed. © 2018 Elsevier B.V.","Microalgae; N. gaditana; Non-model organisms; Proteomics","peptide; proteome; peptide; proteome; Article; biomass production; classification; economic aspect; gene ontology; microbial biomass; Nannochloropsis gaditana; nonhuman; priority journal; protein analysis; protein database; protein function; proteomics; tandem mass spectrometry; growth, development and aging; metabolism; microalga; protein database; stramenopile; Databases, Protein; Microalgae; Peptides; Proteome; Proteomics; Stramenopiles",Article,"Final","",Scopus,2-s2.0-85056202393
"Gligoric N., Krco S., Hakola L., Vehmas K., De S., Moessner K., Jansson K., Polenz I., Van Kranenburg R.","50961239000;16033015200;23094244800;37027634900;24722884400;6602591192;57205643690;57205640559;23399013500;","Smarttags: IoT product passport for circular economy based on printed sensors and unique item-level identifiers",2019,"Sensors (Switzerland)","19","3","586","","",,39,"10.3390/s19030586","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060905926&doi=10.3390%2fs19030586&partnerID=40&md5=5c0e109589a9f148f89eeebb7ccb3ea5","DunavNET, Novi Sad, 21000, Serbia; VTT Technical Research Centre, Espoo, 02150, Finland; Institute for Communication Systems, University of Surrey, Guildford, GU2 7XH, United Kingdom; UpCode Ltd., Vaasa, 66560, Finland; Durst Phototechnik Digital Technology GmbH, Lienz, 9900, Australia; Resonance Design, Tilburg, 5046KK, Netherlands","Gligoric, N., DunavNET, Novi Sad, 21000, Serbia; Krco, S., DunavNET, Novi Sad, 21000, Serbia; Hakola, L., VTT Technical Research Centre, Espoo, 02150, Finland; Vehmas, K., VTT Technical Research Centre, Espoo, 02150, Finland; De, S., Institute for Communication Systems, University of Surrey, Guildford, GU2 7XH, United Kingdom; Moessner, K., Institute for Communication Systems, University of Surrey, Guildford, GU2 7XH, United Kingdom; Jansson, K., UpCode Ltd., Vaasa, 66560, Finland; Polenz, I., Durst Phototechnik Digital Technology GmbH, Lienz, 9900, Australia; Van Kranenburg, R., Resonance Design, Tilburg, 5046KK, Netherlands","In this paper, we present a method that facilitates Internet of Things (IoT) for building a product passport and data exchange enabling the next stage of the circular economy. SmartTags based on printed sensors (i.e., using functional ink) and a modified GS1 barcode standard enable unique identification of objects on a per item-level (including Fast-Moving Consumer Goods-FMCG), collecting, sensing, and reading of parameters from environment as well as tracking a products’ lifecycle. The developed ontology is the first effort to define a semantic model for dynamic sensors, including datamatrix and QR codes. The evaluation of decoding and readability of identifiers (QR codes) showed good performance for detection of sensor state printed over and outside the QR code data matrix, i.e., the recognition ability with image vision algorithm was possible. The evaluation of the decoding performance of the QR code data matrix printed with sensors was also efficient, i.e., the QR code ability to be decoded with the reader after reversible and irreversible process of ink (dis)appearing was preserved, with slight drop in performance if ink density is low. © 2019 by the authors.","Barcode; Circular economy; Functional ink; GS1; IoT; Ontology; Printed sensors; Product passport","Bar codes; Decoding; Electronic data interchange; Life cycle; Matrix algebra; Ontology; Semantics; Statistical mechanics; Circular economy; Decoding performance; Fast moving consumer goods; Internet of Things (IOT); Printed sensors; Product passport; Recognition abilities; Unique identifications; Internet of things",Article,"Final","",Scopus,2-s2.0-85060905926
"Usto K.","57219175407;","Dialectical tectonics – ontology and tectonic ecology of form, material and form without material",2019,"Structures and Architecture: Bridging the Gap and Crossing Borders - Proceedings of the 4th International Conference on Structures and Architecture, ICSA 2019",,,,"75","82",,,"10.1201/9781315229126-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091553790&doi=10.1201%2f9781315229126-9&partnerID=40&md5=e14823ba6727533f093d08a461d27967","Department of Architecture and Media Technology, Aalborg University, Aalborg, Denmark","Usto, K., Department of Architecture and Media Technology, Aalborg University, Aalborg, Denmark","In a trajectory towards a Circular Economy (CE), this paper develops a onto-episte-mological position which is inherently tectonic and ecological advocating the implementation of a Circular Tectonic Ecology (CTE) to follow. While an actualization relatively of a CE and a CTE are problematic due to issues linked to global politics and economy (Laumann, Tambo 2018: 1) (Ritzen, Sandström 2017:11), the paper argues for an emphasis on a development of a critical tectonic theory (which is radically self-critical) as transitory stepping stone towards a potential future of a CE. By implementation of Dialectical Materialism (Slavoj Žižek), Speculative Realism (Graham Harman) and ecological theory (Timothy Morton), the paper argues for a tectonic theory which aims at critically dismantling the multitude of transcendental a prioi and axioms linked to architecture. The paper finally develops a circular model, acting as shift in perspective, and argues for a transposing of the design process thinking onto a 1:1 scale reality. © 2019 Taylor & Francis Group, London.",,"Architecture; Ecology; Circular economy; Design process; Dialectical materialism; Ecological theory; Stepping stone; Tectonics",Conference Paper,"Final","",Scopus,2-s2.0-85091553790
"Livadas S.","17346341600;","The transcendence of the ego in continental philosophy - Convergences and divergences",2019,"Horizon. Studies in Phenomenology","8","2",,"573","601",,2,"10.21638/2226-5260-2019-8-2-573-601","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079142306&doi=10.21638%2f2226-5260-2019-8-2-573-601&partnerID=40&md5=31e43d4c43db662955c2f21089b5e124","University of Patras, Department of Mathematics, Rion Patras, 26504, Greece","Livadas, S., University of Patras, Department of Mathematics, Rion Patras, 26504, Greece","This article deals with a core matter of continental philosophy which is the nature of the ego taken as a concept originating in the subjective idealism of the German school of the early nineteenth century and further developed in its various ramifications throughout the twentieth century. The main philosophical positions I will discuss are Husserl's phenomenology of the ego in his later transcendental phase, the Heideggerean view of the nature of Dasein, and Sartre's approach of the Being-for-itself as mainly exposed in Being and Nothingness. The central idea defended throughout this article is that self-constituting temporality as immanently induced may serve as a common foundation of the nature of the transcendental ego both in the Husserlian phenomenology and in the Heideggerean and Sartrean alternative positions; further, I will hold that, as consequence, the ultimate question about the possibility of an ontology of the pure ego is transposed to the question of the origin and foundation of inner temporality. Yet, in this case one is set to face anew the circularity of an infinite regression in terms of reflecting-reflected and the inevitability of the subjective character of the origin of temporality. Besides this key question - a primary issue of this article - I will address the issue of the convergences and diff erences regarding aspects of the essential nature of the Husserlian ego, the Heideggerean Dasein, and the Sartrean Being-for-itself, especially regarding the widely debated topic of the 'exteriority' of the latter two 'egological' concepts with regard to the world in contrast to the 'interiority' of the Husserlian absolute ego. © STATHIS LIVADAS, 2019.","Absolute flux of consciousness; Being-for-itself; Being-in-itself; Dasein; Ecstatic; Infinite regression; Temporal unity; Transcendental ego","Absolute flux of consciousness; Being-for-itself; Being-in-itself; Dasein; Ecstatic; Infinite regression; Temporal unity; Transcendental ego; Philosophical aspects",Article,"Final","",Scopus,2-s2.0-85079142306
[No author name available],[No author id available],"18th IFIP WG 6.11 Conference on e-Business, e-Services, and e-Society, I3E 2019",2019,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","11701 LNCS",,,"","",808,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072883019&partnerID=40&md5=c73ea3264c35c8524665214724c676d1",,"","The proceedings contain 65 papers. The special focus in this conference is on e-Business, e-Services, and e-Society. The topics include: Big Data Value Chain: Making Sense of the Challenges; a Spatio-Temporal Data Imputation Model for Supporting Analytics at the Edge; the Role of Big Data in Addressing Societal Challenges: A Systematic Mapping Study; organizational Culture Challenges of Adopting Big Data: A Systematic Literature Review; Exploring the Relationship Between Data Science and Circular Economy: An Enhanced CRISP-DM Process Model; The Praxis of HR Analytics; decision Tree Analysis for Estimating the Costs and Benefits of Disclosing Data; predicting Parking Demand with Open Data; towards an Ontology for Public Procurement Based on the Open Contracting Data Standard; care About Your Customer: A Use and Gratification Study Regarding Co-creation and Customer Engagement on Facebook; designing Laboratory Forensics; the State of Artificial Intelligence Research in the Context of National Security: Bibliometric Analysis and Research Agenda; artificial Intelligence in the Public Sector: A Study of Challenges and Opportunities for Norwegian Municipalities; Internet of Things Business Models: The RAWFIE Case; the Internet of Things as Smart City Enabler: The Cases of Palo Alto, Nice and Stockholm; smart Home Technology Acceptance: An Empirical Investigation; designing at the Intersection of Gamification and Persuasive Technology to Incentivize Energy-Saving; D2C-SM: Designing a Distributed-to-Centralized Software Management Architecture for Smart Cities; use of Social Media by b2b Companies: Systematic Literature Review and Suggestions for Future Research; social Media Reporting and Firm Value; aggressive Social Media Post Detection System Containing Symbolic Images.",,,Conference Review,"Final","",Scopus,2-s2.0-85072883019
"Eray E., Sanchez B., Haas C.","57205160270;57200699857;7202620442;","Usage of interface management system in adaptive reuse of buildings",2019,"Buildings","9","5","105","","",,30,"10.3390/buildings9050105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071694534&doi=10.3390%2fbuildings9050105&partnerID=40&md5=5d8be821c28ae1614156969f64cf1a69","Department of Civil and Environmental Engineering, University of Waterloo, Waterloo, ON  N2L 3G1, Canada","Eray, E., Department of Civil and Environmental Engineering, University of Waterloo, Waterloo, ON  N2L 3G1, Canada; Sanchez, B., Department of Civil and Environmental Engineering, University of Waterloo, Waterloo, ON  N2L 3G1, Canada; Haas, C., Department of Civil and Environmental Engineering, University of Waterloo, Waterloo, ON  N2L 3G1, Canada","Adaptive reuse of buildings is considered a superior alternative for new construction in terms of sustainability and a disruptive practice in the current capital project delivery model for the renewal of today's built environment. In comparison to green-field construction projects, adaptive reuse projects require distinct stages, definition of interfaces, decision gates, and planning methods in order to secure the success of the building project. Unfortunately, little research has been done regarding establishing feasible systems for the planning, assessment, and management of adaptive reuse projects, leading to underperforming building projects outcomes. Interface management (IM) can improve renovation projects outcomes by defining appropriate ways to identify, record, monitor, and track project interfaces. IM has the potential of bringing cost and time benefits during adaptive reuse projects execution. The aim of this study is to develop a reference framework for implementing IM for adaptive reuse projects. First, the inefficiencies of redevelopment projects are explained inside of a circular economy (CE) context. Second, an ontology of IM for adaptive reuse projects is defined based on the current barriers to adaptive reuse and the most common interface problems in construction projects. Third, the defined ontology is expanded through a case study by showing examples of adaptive reuse barriers on a case project, and how IM could have been part of the solution for these problems. Finally, this study concludes with the suggestions on interface management systems (IMS) implementation for future adaptive reuse projects. © 2019 by the authors.","Adaptive reuse of buildings; Barriers in adaptive reuse projects; Circular economy; Interface management system; Interface problems in construction projects",,Article,"Final","",Scopus,2-s2.0-85071694534
"Belaud J.-P., Prioux N., Vialle C., Buche P., Destercke S., Barakat A., Sablayrolles C.","55962927100;57209261101;35222800700;55930483000;34569363500;12784105900;8602947100;","Framework for sustainable management of agricultural byproduct valorization",2019,"Chemical Engineering Transactions","74",,,"1255","1260",,4,"10.3303/CET1974210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066993685&doi=10.3303%2fCET1974210&partnerID=40&md5=4c4ca31431ef95654077880292368b6d","Laboratoire de Génie Chimique, Université de Toulouse, CNRS, INPT, Toulouse, France; Laboratoire de Chimie Agro-industrielle, Université de Toulouse, INRA, INPT, Toulouse, France; LIRMM GraphIK, INRA, UMR Ingn Agropolymeres and Technol Emergentes 1208, Montpellier, France; CNRS UMR Heudyasic, rue Personne de Roberval, Compiègne, F-60200, France; INRA, UMR Ingn Agropolymeres and Technol Emergentes 1208, Montpellier, France","Belaud, J.-P., Laboratoire de Génie Chimique, Université de Toulouse, CNRS, INPT, Toulouse, France; Prioux, N., Laboratoire de Chimie Agro-industrielle, Université de Toulouse, INRA, INPT, Toulouse, France; Vialle, C., Laboratoire de Chimie Agro-industrielle, Université de Toulouse, INRA, INPT, Toulouse, France; Buche, P., LIRMM GraphIK, INRA, UMR Ingn Agropolymeres and Technol Emergentes 1208, Montpellier, France; Destercke, S., CNRS UMR Heudyasic, rue Personne de Roberval, Compiègne, F-60200, France; Barakat, A., INRA, UMR Ingn Agropolymeres and Technol Emergentes 1208, Montpellier, France; Sablayrolles, C., Laboratoire de Chimie Agro-industrielle, Université de Toulouse, INRA, INPT, Toulouse, France","With the increase of the world population, waste production and its impact on the environment increase. Wastes can be an opportunity for the development of a circular economy and an industrial ecology. This paper proposes a framework based on KE, sustainability engineering and life cycle thinking for supporting decisions on agricultural by-product valorization dedicated to engineers, academics, managers and policy decision makers. Five steps describe the framework: the definition of the goal and the scope, the extraction of the relevant information from heterogeneous data source feeding ontologies, the life cycle inventory, the impact calculation assessment and the results ranking. A case study related to agricultural by-product valorization, in the biorefinery area, allows to validate the approach and the associated framework. Rice straw is transformed in glucose for bio-carburant production. Four different rice straw pretreatment processes are analyzed using a collection of data sources. The framework calculates sustainability indicators and allows to ranking the four technologies of case study supply chain. Copyright © 2019, AIDIC Servizi S.r.l.",,,Article,"Final","",Scopus,2-s2.0-85066993685
"Sauter E.M., Lemmens R.L.G., Pauwels P.","57201724989;56351926200;36661189900;","CEO & CAMO ontologies: A circulation medium for materials in the construction industry",2019,"Life-Cycle Analysis and Assessment in Civil Engineering: Towards an Integrated Vision - Proceedings of the 6th International Symposium on Life-Cycle Civil Engineering, IALCCE 2018",,,,"1645","1652",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063937015&partnerID=40&md5=4abd842f3cffd7a9ba96ebfe58b486e3","Netherlands; Faculty of Geo-Information Science and Earth Observation (ITC), University of Twente, Enschede, Netherlands; Department of Architecture and Urban Planning, Ghent University, Ghent, Belgium","Sauter, E.M., Netherlands; Lemmens, R.L.G., Faculty of Geo-Information Science and Earth Observation (ITC), University of Twente, Enschede, Netherlands; Pauwels, P., Department of Architecture and Urban Planning, Ghent University, Ghent, Belgium","This paper evaluates the potential of semantic technologies to facilitate building material circulation in the construction industry within the Circular Economy (CE) context. It suggests building material passports as a data source for the materials to be circulated and then integrates them by means of Linked Data.A common language is proposed to combine and re-use the material data in the CE with the creation of two ontologies: Circular Exchange Ontology (CEO) and the Circular Materials and Activities Ontology (CAMO). The ontologies annotate materials under a CE classification scheme and describe the elements required for material exchange to occur: actors, the activities they perform and the referents of these activities (resources, products, tools and waste).An evaluation of the ontologies is made by means of use case-driven SPARQL queries. Further, a wide-scale evaluation addresses how a decentralized data ecosystem can enable users to publish information and dynamically interact with different repositories to exchange materials. Results indicate that these ontologies can foster a circulation medium between diverse construction industry resources. Future work contemplates validation of both ontologies in a real-world-setting with computer scientists and companies in the construction sector in the Benelux area. © 2019 Taylor & Francis Group, London",,"Building materials; Construction industry; Life cycle; Semantics; Circular economy; Classification scheme; Common languages; Computer scientists; Construction sectors; Material circulation; Real world setting; Semantic technologies; Ontology",Conference Paper,"Final","",Scopus,2-s2.0-85063937015
"Stefani J., da Cruz N.O.","57208034017;57208034147;","Understanding and Language in Heidegger: Ex-sistence, ontological openness and hermeneutics [Compreensão e linguagem em Heidegger: Ex-sistência, abertura ontológica e hermenêutica]",2019,"Bakhtiniana","14","2",,"116","133",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063643620&partnerID=40&md5=b0f6dc832fd1aff6675c028fd537c15f","Universidade de Caxias do Sul - UCS, Programa de Pós-Graduação em Filosofia e Programa de Pós-graduação em Letras, Universidade de Caxias do Sul, Campus Caxias do Sul, Rio Grande do Sul, Brazil; Universidade de Caxias do Sul - UCS, Programa de Pós-Graduação em Filosofia, Universidade de Caxias do Sul, Campus Caxias do Sul, Rio grande do Sul, Brazil","Stefani, J., Universidade de Caxias do Sul - UCS, Programa de Pós-Graduação em Filosofia e Programa de Pós-graduação em Letras, Universidade de Caxias do Sul, Campus Caxias do Sul, Rio Grande do Sul, Brazil; da Cruz, N.O., Universidade de Caxias do Sul - UCS, Programa de Pós-Graduação em Filosofia, Universidade de Caxias do Sul, Campus Caxias do Sul, Rio grande do Sul, Brazil","The article investigates in which way Heiddegger's hermeneutics, mainly in his works On the Way to Language, The Fundamental Concepts of Metaphysics: World, Finitude, Solitude, and Being and Time, proposes that the act of understanding be understood by means of a fundamental ontology, in its facticity and historicality, as opposed to the scientific approach. It is concluded that understanding supposes a fundamental opening; the resurgence of the Greek's notion of truth; the circularity that is part of every act of understanding; the understanding of itself that is present in all philosophically primordial understanding and the notion of language as the home of being. It approaches language as beyond a mere communication tool, since the instrumental reason has led human beings to an unauthentic way or mode of being. Language, taken in an essential and primordial way, is constitutive of the historical and finite Dasein, as opposed to a logical-scientific propositional theory of language. © 2019, Pontificia Universidade Catolica de Sao Paulo.O artigo investiga de que modo a hermenêutica heiddeggeriana, especialmente nas obras A caminho da linguagem, Os conceitos fundamentais da metafísica: mundo, finitude, solidão e Ser e tempo, propõe que se tome o ato da compreensão de algo, por meio de uma ontologia fundamental, em sua facticidade e historicidade, de maneira oposta à abordagem científica. Conclui-se que a compreensão supõe: uma abertura fundamental; uma retomada da noção de verdade grega; a circularidade que está envolvida em todo ato compreensivo; a compreensão de si que está presente em toda compreensão filosoficamente originária sobre algo e a noção de linguagem como a casa do ser. Trata-se de uma abordagem da linguagem para além de mero instrumento comunicativo, dado que a razão instrumental tem conduzido o homem para um modo inautêntico de ser. A linguagem, tomada de modo essencial e originário, é constituinte do próprio Dasein, histórico e finito, contraposta a uma teoria proposicional lógico-científica da linguagem. © 2019, Pontificia Universidade Catolica de Sao Paulo.","Compreensão; Finitude; Finitude; Heidegger; Heidegger; Language; Linguagem; Truth; Understanding; Verdade",,Article,"Final","",Scopus,2-s2.0-85063643620
"Busk L.A.","57193511063;","History as chiasm, chiasm as history",2018,"Philosophy Today","62","1",,"285","298",,,"10.5840/philtoday201839213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046433327&doi=10.5840%2fphiltoday201839213&partnerID=40&md5=a186122518ffc9faf9e84c0763f4e4e0","University of Oregon, United States","Busk, L.A., University of Oregon, United States","This paper connects Merleau-Ponty's conception of chiasm with his philosophy of history. I argue that history gives us an exemplary form of a chiastic relation and that Merleau-Ponty presages his later ontology of flesh when he investigates the paradox of thinking history. In brief, the paradox is this: history takes on significance only in light of a given reflection on it (just as the world is disclosed only by means of a given body). At the same time, ""the given reflection"" is overlaid and shot through with historical meaning and is nothing but the result of a historical inheritance (just as the body is bound up with the world and is nothing apart from it). I claim that, for Merleau-Ponty, to think history is to think that which is external to oneself and that which one is, in a deferred simultaneity or ""circularity"" that can be called chiastic. © 2018. Philosophy Today, Volume 62, Issue 1 (Winter 2018).","Chiasm; History; Merleau-Ponty; Relativism",,Article,"Final","",Scopus,2-s2.0-85046433327
"Ye Z., Kong Q., Han J., Deng J., Wu M., Deng H.","55234488200;57200855099;57202194127;57198476409;57202195773;57210005618;","Circular RNAs are differentially expressed in liver ischemia/reperfusion injury model",2018,"Journal of Cellular Biochemistry","119","9",,"7397","7405",,13,"10.1002/jcb.27047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047399075&doi=10.1002%2fjcb.27047&partnerID=40&md5=bedfa18102792f73322d3c91c8fca4d7","Department of Emergency, The Third Affiliated Hospital of Sun Yat-Sen University, Guangzhou, China; Department of Infectious Diseases, The Third Affiliated Hospital of Sun Yat-Sen University, Guangzhou, China; GuangDong Provincial Key Laboratory of Liver Disease, The Third Affiliated Hospital of Sun Yat-Sen University, Guangzhou, China","Ye, Z., Department of Emergency, The Third Affiliated Hospital of Sun Yat-Sen University, Guangzhou, China; Kong, Q., Department of Emergency, The Third Affiliated Hospital of Sun Yat-Sen University, Guangzhou, China; Han, J., Department of Emergency, The Third Affiliated Hospital of Sun Yat-Sen University, Guangzhou, China; Deng, J., Department of Emergency, The Third Affiliated Hospital of Sun Yat-Sen University, Guangzhou, China; Wu, M., Department of Emergency, The Third Affiliated Hospital of Sun Yat-Sen University, Guangzhou, China; Deng, H., Department of Infectious Diseases, The Third Affiliated Hospital of Sun Yat-Sen University, Guangzhou, China, GuangDong Provincial Key Laboratory of Liver Disease, The Third Affiliated Hospital of Sun Yat-Sen University, Guangzhou, China","Liver ischemia/reperfusion (I/R) injury has high mortality due to the intense inflammatory process occurs in the liver. However, the pathological mechanism underlying I/R injury is still not clear. Recent works showed that circular RNAs play critical roles in many human diseases. In this study, the occurrence of liver I/R injury was validated by an analysis of the blood samples and hematoxylin-eosin (HE) staining of liver tissues. Total RNA was purified and followed by RNA-seq in the purpose of screening the circRNAs in significant differentially expression, which were validated by quantitative PCR. GO and KEGG analysis were performed to determine the function of these differentially expressed circular RNAs. The circular structure of the circRNA was validated with gel electrophoresis and RNase R treatment. We found that some circular RNAs were differentially expressed in Liver I/R mouse models through bioinformatics analysis. These circular RNAs play roles in biological process, cellular component, and molecular function through GO analysis. Meanwhile, Hippo signaling pathway was found to be correlated with circular RNAs function in I/R models by KEGG analysis. To further validate bioinformatics data, two up-regulated and three down-regulated circular RNAs were confirmed in I/R models. The circularity of these differentially expressed circular RNAs was validated through gel electrophoresis and RNase R treatment. In summary, this work provides new insights into the mechanism underlying pathogenesis of liver I/R injury, providing new and potentially efficient targets against I/R injury. © 2018 Wiley Periodicals, Inc.","bioinformatics analysis; circular RNA; circularity; liver ischemia/reperfusion injury","alanine aminotransferase; aspartate aminotransferase; circular RNA; ribonuclease; RNA; unclassified drug; Hippo protein, mouse; protein serine threonine kinase; RNA; RNA, circular; transcriptome; animal experiment; animal model; animal tissue; Article; controlled study; gene ontology; hippo signaling; liver injury; liver ischemia; liver tissue; mouse; nonhuman; pathogenesis; priority journal; protein expression; real time polymerase chain reaction; reperfusion injury; RNA purification; RNA sequence; animal; biology; C57BL mouse; disease model; gene expression regulation; genetics; inflammation; liver; metabolism; pathology; reperfusion injury; signal transduction; Animals; Computational Biology; Disease Models, Animal; Gene Expression Regulation; Inflammation; Liver; Mice; Mice, Inbred C57BL; Protein-Serine-Threonine Kinases; Reperfusion Injury; RNA; Signal Transduction; Transcriptome",Article,"Final","",Scopus,2-s2.0-85047399075
