,Publication Type,Authors,Article Title,Document Type,Author Keywords,Keywords Plus,Abstract,Publication Date,Publication Year,DOI,DOI Link
22,C,"Shopov, A; Bonev, B",Experimental study of zone of yield strength on corroded construction steel specimens for reuse,Proceedings Paper,,,"Zone of yield strength is a part of stress-strain diagram on steel. In this zone is located an upper and lower yield strength points. These points are important for calculation and design of steel structures elements. When a structural element is corroded, its mechanical properties are changed i.e. changes the geometric characteristics, superficial defects appear and leads to structural changes of material. The facts unambiguously determine that in order to decide whether or not the corrosion element can be reuse, it is necessary to study the material and to determine the new values at the yield strength points. In order to legally make the necessary calculation in sizing and to judge for its reuse. The report studies a zone of yield strength on steel elements with corrosion. Experimental data was obtained, then processed using the stochastic method of processing empirically obtained data, and it was determined with sufficient probability the values to be used for calculation and design in practice.",,2019.0,10.1051/matecconf/201927902009,0.0
40,C,"Wu, B; Zhao, XY; Liu, QX; Zhang, JS",FULL-SCALE AXIAL LOADING TESTS OF CONCRETE-FILLED STE-EL TUBULAR COLUMNS INCORPORATING DEMOLISHED CONCR-ETE LUMPS,Proceedings Paper,,RECYCLED AGGREGATE CONCRETE; MECHANICAL-PROPERTIES,"Recycling/reuse of demolished concrete has become an attractive option in civil engineering regarding sustainable development In the interest of promoting direct reuse of waste concrete, the authors proposed a novel scheme that is filling a hollow steel tube with a mix of new concrete and demolished concrete lumps (DCLs) or demolished concrete segments (DCSs) to use as a structural component [1] Accordingly, this new concept of recycling demolished concrete has been implemented recently in an actual project in China To validate the axial strengths as well as the workability of the innovative composite columns adopted in this project an experimental investigation including two full size DCLs filled steel tubular (DCLFST) stub columns cast on site was carried out and presented here As the measured yield axial load of each specimen is approximated at 10000 kN, exceeding three times of the designed axial load the reliabilities of the prototype columns are thus warranted sufficiently The nonlinear finite element software ABAQUS is utilized to simulate the measured load deformation curves In addition, comparisons are made with predicted ultimate strengths of specimens using the existing codes and specifications",,2010.0,,
29,J,"Ali, AK; Wang, Y; Alvarado, JL",Facilitating industrial symbiosis to achieve circular economy using value-added by design: A case study in transforming the automobile industry sheet metal waste-flow into Voronoi facade systems,Article,Circular economy; Automobile industry; Reuse; Recycle; Galvanized sheet metal scrap; Metal facade; Building exterior; Capital cost; Energy consumption; Sustainable fabrication,STRUCTURAL-STEEL REUSE,"Today, a significant portion of steel production worldwide is coming from recycling practices. It is inevitable that the smelting process during steel recycling operations is expensive and consumes a tremendous amount of energy. Therefore, hypothetically, direct reuse of steel materials without smelting can be environmentally and economically advantageous over recycling. In this article, an innovative recovering path for size-specific sheet metal scrap from the automobile industry is being proposed. The idea is to directly use the sizable sheet metal scrap generated from the car-body manufacturing process in the automobile industry to design and fabricate new metal facade systems for buildings' exteriors. An empirical case study was conducted, which is being presented to illustrate the benefits of reusing steel scrap over recycling with the same material using quantitative analysis. The required capital cost and energy consumption of generating a building metal facade system were evaluated. The results showed that reusing the sheet metal scrap over conventional recycling of the same material would lead to a cost reduction of approximately 40% (400 $/ton) and savings of approximately 67% (10 MJ/kg) of energy consumption. The tested concept promotes an innovative industrial symbiosis between the auto industry and the building and construction industry through creating a secondary closed supply-chain loop to achieve both circular economy and energy savings through adding value by design. (C) 2019 Elsevier Ltd. All rights reserved.",OCT 10,2019.0,10.1016/j.jclepro.2019.06.202,0.0
3,J,"Wu, B; Ji, MM",Fire Behavior of U-shaped Steel Beams Filled with Demolished Concrete Lumps and Fresh Concrete,Article,U-shaped steel beam; demolished concrete lumps; fire test; thermal response; structural response; interface thermal resistance; numerical models,RECYCLED AGGREGATE CONCRETE; REINFORCED-CONCRETE; TUBULAR COLUMNS; STRUCTURAL BEHAVIOR; COMPOSITE BEAMS; PERFORMANCE; ASSEMBLIES; RESISTANCE,"To reuse waste concrete in a more straightforward and simplified way, a new kind of structural member containing fresh concrete (FC) and demolished concrete lumps (DCLs) distinctly larger than conventional recycled aggregates has been proposed. Previous research has shown that, at room temperature, the mechanical performance of the U-shaped steel beams filled with DCLs and FC is similar to that of the U-shaped steel beams filled with FC alone. This research explores the fire behavior of the U-shaped steel beams filled with DCLs and FC. Five specimens including three beams filled with DCLs and FC and two reference beams filled with FC alone were tested in fire. The experimental parameters included the replacement ratio of DCLs, the longitudinal reinforcement ratio, the load ratio, and the thickness of fire insulation. Based on the test results, numerical models in which the thermal resistance at the interface between the U-shaped steel and the in-filled concrete is considered are developed using SAFIR to determine the thermal and structural responses of the specimens. Lastly, parametric studies are carried out preliminarily to investigate the effects of some parameters on the fire resistance of such beams. It is found that the replacement ratio of DCLs within a range of 0% to 33% has a very limited effect on the temperature distribution, structural response, and fire resistance of the specimens, that embedding longitudinal reinforcements can significantly increase the fire resistance of such beams, that the interface thermal resistance can generate a temperature drop of up to 280 degrees C at the interface between the U-shaped steel and the in-filled concrete, and that the numerical models are capable of predicting the thermal and structural responses of such beams.",AUG,2018.0,10.3390/app8081361,0.0
11,J,"Liu, XP; Bradford, MA; Ataei, A",Flexural performance of innovative sustainable composite steel-concrete beams,Article,Composite beams; Sustainable construction; Friction-grip bolt; Geopolymer concrete; Finite element model; Steel and composite structures,BOLTED SHEAR CONNECTORS; PLASTIC-DAMAGE MODEL; HIGH-STRENGTH STEEL; FINITE-ELEMENT; BEHAVIOR; JOINTS,"Composite beams comprising of concrete slabs and steel beams joined by conventional headed stud shear connectors are commonly used in modern steel-framed building construction. However, because the headed stud shear connectors are welded onto the top flange of the steel beam and cast into the in situ concrete slab, deconstruction of the composite beam and the reuse of its components at the end of structural life in defence to demolition is virtually impossible, which is at odds with the increasing demands placed on improving the sustainability of building infrastructure. As an alternative, an innovative sustainable composite beam and slab system is proposed, in which precast geopolymer concrete panels are attached to the steel beams using high-strength friction-grip bolts instead of cast in situ floors with pre-welded headed stud connectors. The advantages of a low-carbon design, both by the use of geopolymer concrete elements and system deconstructability, can be achieved in this proposed system. In this paper, a three-dimensional finite element model is developed to investigate the structural behaviour of the proposed sustainable composite beam and slab system. Material non-liriearities and the interaction of the structural components are included in the model. The accuracy and reliability of the finite element formulation developed are validated by comparisons with experimental results. Extensive parametric studies are conducted to elucidate the effects of the change in the concrete panel configuration, the number and diameter of the bolts, the type and strength of the concrete and the grade of the steel beam on the behaviour of the system. The use of modified rigid plastic analysis is assessed, and a modification is suggested to predict the flexural strengths of the composite beams and slab system. (C) 2016 Elsevier Ltd. All rights reserved.",JAN 1,2017.0,10.1016/j.engstruct.2016.10.009,0.0
1,J,"Kim, S; Kim, SA",Framework for Designing Sustainable Structures through Steel Beam Reuse,Article,reuse; design for reuse; material bank; life cycle assessment; life cycle cost; building information modeling,INFORMATION MODELING BIM; LIFE-CYCLE ENERGY; CIRCULAR ECONOMY; WASTE; COMPONENTS; BUILDINGS; EMISSIONS; BARRIERS; SYSTEMS; FLOW,"The architecture, engineering, and construction sector requires carbon-intensive materials, such as steel, in the construction process and generates a large amount of waste in the life cycle. This causes global warming and waste problems. The demand for the reuse of construction materials is increasing, although it is not the convention, to reduce the environmental impact. Although the sustainable effect of the reuse of materials has been proven in several studies, materials are not always reused in practice, owing to the lack of an information system for reusable materials and the economic uncertainty. In this study, we propose a framework for designing structures using reusable steel beams. The design framework consists of a material bank and a design support tool. The material bank provides information on reusable materials based on the building information modeling. The design support tool generates efficient material procurement plans and provides information about the environmental and economic impact of the project. In a case study used to verify the framework, CO2 emissions were reduced by up to 77% through material reuse, which was consistent with the results of previous studies. However, owing to the cost of processing reusable materials, the overall cost was found to increase by up to about 40%. Therefore, an economic analysis over the entire life cycle when using reusable materials needs to be done.",NOV,2020.0,10.3390/su12229494,0.0
43,J,"AbouHamad, M; Abu-Hamd, M",Framework for construction system selection based on life cycle cost and sustainability assessment,Article,Life cycle cost assessment; Sustainability assessment; Building construction systems; Building information modeling; Sensitivity analysis; Monte Carlo simulation,,"The objective of this study is to develop a framework for the selection of construction systems of low and medium rise buildings used in residential, office and commercial applications. The construction systems considered are reinforced concrete framing (RC), structural steel framing (SS) and cold-formed steel framing (CFS). The framework is developed in accordance with the relevant guidelines for life cycle analysis and sustainability and is intended to support decision making in the design stage. The system boundary for the study is from cradle-to-grave, including all cost components from construction stage, use stage and disposal stage in addition to possible recycling/reuse options. The developed framework integrates building information modeling, energy simulation modeling and end of life scenarios to calculate and compare life cycle costs and sustainability advantages of construction system alternatives. All future costs are discounted to their present value using the appropriate interest rates. Uncertainties in the input parameters are modeled using realistic probability distributions and then used in a Monte Carlo sensitivity analysis to investigate the impact of changes in the input parameters on the result. Application of the developed system to a university building revealed the following results. The total life cycle cost is nearly the same for RC framing system and CFS framing system, while the life cycle cost of SS framing system is 13.4% more. When the system is credited for possible revenues resulting from early operation and recycling/reuse, the total life cycle cost of the RC framing system and the SS framing system become nearly the same while the life cycle cost of the CFS framing system becomes 22% less. Sensitivity analysis of the results shows that the discount rate has the most effect on the estimated mean cost followed by the inflation rate and the construction cost. The sustainability assessment focuses on calculating the LEED points associated with material recycling/reuse potentials and waste management. (C) 2019 Elsevier Ltd. All rights reserved.",DEC 20,2019.0,10.1016/j.jclepro.2019.118397,0.0
20,J,"Rose, CM; Stegemann, JA",From Waste Management to Component Management in the Construction Industry,Article,reuse; building materials; construction and demolition waste; architecture; engineering; and construction (AEC) industry; end-of-waste; repurposing; upcycling; creativity; utility,STRUCTURAL-STEEL REUSE; DEMOLITION; BARRIERS; ENERGY; SYSTEM,"The construction industry uses more resources and produces more waste than any other industrial sector; sustainable development depends on the reduction of both, while providing for a growing global population. The reuse of existing building components could support this goal. However, it is difficult to reclaim components from demolition, and materials remain cheap compared with labour, so new approaches are needed for reuse to be implemented beyond niche projects. This study therefore reviews waste interventions. Multiple case studies, spanning new builds and refurbishment, were undertaken to examine systemic mechanisms that lead to components being discarded. Evidence from fieldwork observations, waste documentation, and interviews indicates that the generators of unwanted components effectively decide their fate, and a failure to identify components in advance, uncertainty over usefulness, the perception of cost and programme risk in reclamation, and the preferential order of the waste hierarchy mean that the decision to discard to waste management goes unchallenged. A triage process is proposed to capture timely information about existing building components to be discarded, make this information visible to a wide community, and determine usefulness by focusing creativity already present in the industry on an exhaustive examination of component reusability and upcyclability.",JAN,2018.0,10.3390/su10010229,0.0
35,C,"Garavaglia, E; Basso, N; Sgambi, L",Historic roof structures: Life-cycle assessment and selective maintenance strategies,Proceedings Paper,,CONSERVATION; REUSE,"Many industrial and military constructions built between the end of the IXX century and the first years of the XX century show long span roof structures constructed using slender steel truss members. This characteristic makes the structures almost invisible and the interior space appears larger than it is. After 100 years or more, structures like these are still in good conditions although they may have fallen into disuse and neglect. Usually these buildings are protected by Cultural Heritage regulations. Therefore, it would be interesting to define suitable intervention strategies to maintain, conserve and possibly reuse them. This paper compares three different steel roof trusses, covering some buildings of a military installation in Pavia (Northern Italy), built from the end of the IXX century. The residual capacity has been probabilistically evaluated in order to check the efficiency of the most vulnerable members of the structures and investigate systems' robustness in case of sudden failure of the critical components. The method proposed can be considered as a reliable approach to recognise which structural element is most like to fail, and schedule proper selective maintenance interventions.",,2019.0,,
15,J,"Zhang, CT; Jia, B; Wang, JJ",Influence of artificial cooling methods on post-fire mechanical properties of Q355 structural steel,Article,Q355 structural steel; Artificial cooling methods; Macroscopic fracture characteristics; Post-fire mechanical properties; Micro-fracture mechanism; Proposed equations,HIGH-STRENGTH STEEL; BEHAVIOR; EXPOSURE; S355; CORROSION; TEMPERATURES; PERFORMANCE; SYSTEMS; Q690,"The Chinese National Standard (GB/T 1591-2018) requires a replacement of Q345 steel to Q355 steel from February 1, 2019. As a new structural steel, the post-fire mechanical properties, regarded as a crucial indicator to assess structural damage and reusability after fire, need to be studied. Hence, a comprehensive experimental investigation on the influence of two artificial cooling methods on post-fire mechanical properties of Q355 steel is reported in this study. The specimens were first heated to target temperatures of 200 degrees C, 400 degrees C, 500 degrees C, 600 degrees C, 700 degrees C, 800 degrees C and 900 degrees C to simulate various fire conditions and then cooled by fire-extinguishing foam cooling and water cooling. Uniaxial tensile tests were performed on these fire-affected specimens to extract the stress-strain curves and associated post-fire mechanical properties. Additionally, fracture behavior of Q355 steel cooled by the two artificial cooling methods was also discussed from macroscopic and microscopic fracture morphology. For the two artificial cooling methods, it is explicitly found that the loss of mechanical properties of Q355 steel is negligible after exposure to temperatures below 600 degrees C. However, both cooling methods and elevated temperatures have significant effects on post-fire mechanical properties of Q355 steel after the exposure temperature exceeds 600 degrees C. In case of fire-extinguishing foam cooling, a dramatic decrease in yield strength and ultimate strength is observed, while the ductility is gradually increased with increasing temperature. In contrast, a sharp increase in yield strength and ultimate strength can be observed clearly, while the ductility is sharply reduced with increasing temperature. After exposure to the temperature of 900 degrees C, Q355 steel cooled by fire-extinguishing foam is able to retain 79% of its original ultimate strength, while Q355 steel cooled by water is able to gain 131% of its original ultimate strength in the as-received state. At last, new equations are developed to predict post-fire mechanical properties of Q355 steel for fire damage evaluation. (C) 2020 Elsevier Ltd. All rights reserved.",AUG 20,2020.0,10.1016/j.conbuildmat.2020.119092,0.0
19,J,"Zygomalas, I; Baniotopoulos, C",Life cycle assessment environmental data for structural steel construction in Greece,Article,environmental sustainability; sustainable development; steel construction; life cycle assessment; cold-formed steel,,"The construction industry is a critical sector in relation to sustainable development as its optimisation in terms of the consumption of resources can provide significant environmental benefits. To achieve this, a number of tools and methodologies have been developed to assist decision making. Life cycle assessment is one of the most acknowledged and widely used methodologies to assess the sustainability of construction works. Its efficient use, however, requires environmental data that in some cases are not yet available. Especially for sectors such as steel construction in which the potential for sustainable development is increased due to the recycling and reuse potential of the material, the lack of such data slows sustainability-related progress down. The current research addresses this issue by collecting primary environmental data for cold-formed structural steel and compiling the required data-sets. The data-sets are used to assess the environmental impact of an existing steel building and identify how and to what extent the environment is burdened by its construction. The findings of the research include the aforementioned environmental data which can be used in environmental analyses related to construction projects, while additional conclusions concerning the environmental impact of steel buildings in terms of quantity and type were also drawn.",,2014.0,10.1080/19397038.2012.756951,0.0
24,J,"Jimenez-Franco, MV; Martinez, JE; Calvo, JF","Lifespan Analyses of Forest Raptor Nests: Patterns of Creation, Persistence and Reuse",Article,,BUZZARD BUTEO-BUTEO; TERRITORIAL OCCUPANCY; HIERAAETUS-PENNATUS; CONSERVATION; COMPETITION; POPULATION; DEMOGRAPHY; FIDELITY; DENSITY; EAGLES,"Structural elements for breeding such as nests are key resources for the conservation of bird populations. This is especially true when structural elements require a specific and restricted habitat, or if the construction of nests is costly in time and energy. The availability of nesting-platforms is influenced by nest creation and persistence. In a Mediterranean forest in southeastern Spain, nesting-platforms are the only structural element for three forest-dwelling raptor species: booted eagle Aquila pennata, common buzzard Buteo buteo and northern goshawk Accipiter gentilis. From 1998 to 2013, we tracked the fate of 157 nesting-platforms built and reused by these species with the aim of determining the rates of creation and destruction of nesting-platforms, estimating nest persistence by applying two survival analyses, describing the pattern of nest reuse and testing the effects of nest use on breeding success. Nest creation and destruction rates were low (0.14 and 0.05, respectively). Using Kaplan Meier survival estimates and Cox proportional-hazards regression models we found that median nest longevity was 12 years and that this was not significantly affected by nest characteristics, nest-tree dimensions, nest-builder species, or frequency of use of the platform. We also estimated a transition matrix, considering the different stages of nest occupation (vacant or occupied by one of the focal species), to obtain the fundamental matrix and the average life expectancies of nests, which varied from 17.9 to 19.7 years. Eighty six percent of nests were used in at least one breeding attempt, 67.5% were reused and 17.8% were successively occupied by at least two of the study species. The frequency of nest use had no significant effects on the breeding success of any species. We conclude that nesting-platforms constitute an important resource for forest raptors and that their longevity is sufficiently high to allow their reuse in multiple breeding attempts.",APR 9,2014.0,10.1371/journal.pone.0093628,0.0
3,J,"Pongiglione, M; Calderini, C",Material savings through structural steel reuse: A case study in Genoa,Article,Sustainable design practices; Structural steel reuse; Material savings; Demolition waste reduction,,"One of the most challenging issues in the field of sustainable design is that of limiting the environmental impact of structural systems, as they contribute significantly to raw material consumption, global carbon emissions and solid waste production. This paper addresses the approach of the reuse of steel structure without melting which allows for savings in steel mass and the reduction of waste amounts offering moreover an opportunity to avoid environmental burdens related to the recycling process. Recent studies have stressed the technical feasibility of this strategy, which appears particularly effective in those countries in which a building's life is rather short, such as in Japan and US, though its application encounters more difficulties in most European countries, owing to longer building use. Besides stressing the architectural and structural feasibility of the above-mentioned strategy, this research work aims to quantify the mass savings that are achievable in this manner by presenting a real case study set in Italy. It consists in a railway station, which has been designed keeping in mind the partial employment of structural elements recovered from an old industrial building that is no longer in use. To estimate the amount of steel saved, two different structural models for the designed building have been carried out and compared. In the first one, the structure has been designed on the assumption of the reusing of recovered structural elements; in the second one, the same structure has been designed considering the use of new elements only. The final result of the analysis shows that steel reuse allowed for savings of up to 30% of steel. (C) 2014 Elsevier B.V. All rights reserved.",MAY,2014.0,10.1016/j.resconrec.2014.02.011,0.0
18,J,"Huang, R; Zhang, SS; Bai, XL; Xu, CH",Multi-level structuralized model-based definition model based on machining features for manufacturing reuse of mechanical parts,Article,Structuralized MBD model; Machining semantics; Feature interaction; Manufacturing reuse,AUTOMATIC RECOGNITION; PARTIAL RETRIEVAL; GENERATION; SURFACE,"Model-based definition (MBD) is a new strategy of managing engineering and business processes using 3D models as complete information sources. However, due to lack of feature-based data model representation approach, current MBD models cannot be applied well in manufacturing domain. In this paper, a new multi-level structuralized MBD model based on machining features for manufacturing reuse is presented to capture the abstract information, detailed feature interaction information, and machining semantics information involved. Firstly, the machining features are recognized from an MBD model, which are taken as the machining semantics carrier. Then, the coupled machining feature cluster is introduced to construct the greater granularity's independent structural element than machining feature, which describes the feature interactions. Finally, the MBD model is structured based on machining features and coupled machining feature clusters in a hierarchical way. In the experiments, some aircraft structural parts are utilized to verify our approach for manufacturing reuse, and the experimental results are analyzed at length to show the application effectiveness of the multi-level structuralized MBD model.",NOV,2014.0,10.1007/s00170-014-6183-y,0.0
5,J,"Lam, D; Yang, J; Wang, Y; Dai, XH; Sheehan, T; Zhou, K",New composite flooring system for the circular economy,Article,circular economy; demountable shear connectors; design for deconstruction; design to Eurocodes; composite beam tests; reusable composite floor system,SHEAR CONNECTORS; BEHAVIOR; BEAMS,"Circular economy is an economic system aimed at minimizing wastes and making the most of the current resources. This regenerative approach contrasts with the traditional linear economy, which has been adopted by the construction industry. Developing new construction technologies for sustainable built environment is a top priority for the construction industry throughout the world. Much of the environmental impact from the construction industry is associated with the consumption of resources and generation of waste. The construction industry in Europe consumes over 70,000 million tonnes of materials each year and generates over 250 million tonnes of waste. Composite flooring formed by connecting the concrete slabs to the supporting steel beams has been widely used for many years and is well established as one of the most efficient floor systems in multi-storey steel frame building structures. However, shear connectors are welded through the steel decking to the steel beams and cast into the concrete; this made deconstruction and reuse of these components almost impossible. A new composite flooring system which allows for the reuse of the steel beams and composite floor slabs is developed and tested to assess its potential and suitability for reuse. This paper presents the results of a series of full-scale beam tests and demonstrates the reusability of this new form of composite flooring systems. Simplified hand calculations are also provided and compared against beam tests.",SEP 10,2021.0,10.12989/scs.2021.40.5.649,0.0
34,C,"Fernandes, E; Vale, G; Sousa, L; Figueiredo, E; Garcia, A; Lee, J",No Code Anomaly is an Island Anomaly Agglomeration as Sign of Product Line Instabilities,Proceedings Paper,Code anomaly agglomeration; Software product line; Instability,SOFTWARE; STABILITY,"A software product line (SPL) is a set of systems that share common and varying features. To provide large-scale reuse, the components of a SPL should be easy to maintain. Therefore, developers have to identify anomalous code structures - i.e., code anomalies -that are detrimental to the SPL maintainability. Otherwise, SPL changes can eventually propagate to seemly-unrelated features and affect various SPL products. Previous work often assume that each code anomaly alone suffices to characterize SPL maintenance problems, though each single anomaly may represent only a partial, insignificant, or even inexistent view of the problem. As a result, previous studies have difficulties in characterizing anomalous structures that indicate SPL maintenance problems. In this paper, we study the surrounding context of each anomaly and observe that certain anomalies may be interconnected, thereby forming so-called anomaly agglomerations. We characterize three types of agglomerations in SPL: feature, feature hierarchy, and component agglomeration. Two or more anomalies form an agglomeration when they affect the same SPL structural element, i.e. a feature, a feature hierarchy, or a component. We then investigate to what extent non-agglomerated and agglomerated anomalies represent sources of a specific SPL maintenance problem: instability. We analyze various releases of four feature-oriented SPLs. Our findings suggest that a specific type of agglomeration indicates up to 89% of sources of instability, unlike non-agglomerated anomalies.",,2017.0,10.1007/978-3-319-56856-0_4,0.0
30,J,"Pantousa, D; Karavasilis, T; Maraveas, C",Numerical Investigation of the Post-Fire Performance of Steel Columns,Article,fire; earthquake; reuse; cyclic loading; steel columns; earthquake after fire; post-fire behaviour; numerical analysis,RESIDUAL MECHANICAL-PROPERTIES; STRUCTURAL-STEEL; PART 1; FIRE; EXPOSURE; BEHAVIOR; CAPACITY; REINSTATEMENT; DESIGN,"Research on the seismic performance of steel structures has led to the development of improved structures, which minimize structural and non-structural damage and can be reused immediately after an earthquake. Moreover, significant advances have been made for predicting the response of steel members, connections, and structural systems exposed to fire. Nevertheless, the research on the reuse of steel structures after a fire event is limited. A steel structure designed according to the current seismic codes can survive a fire without significant structural damage and may be repaired and reused. Therefore, it is of great importance to study whether the reuse of steel structures after a fire is safe in high seismicity areas. This paper investigates the seismic performance of steel columns that are pre-damaged due to fire. For this purpose, sophisticated finite element models have been developed and validated against experimental data. It was concluded that the models accurately predict the behaviour of beams-columns at elevated temperatures. First, the behaviour of the columns was studied using simplified boundary conditions; the surrounding structure was not included in the numerical model. Thermal-structural analyses were performed to determine the structural damage induced by the fire. Subsequently, the cyclic performance of the columns was investigated, considering both the residual post-fire deformations and the proper material properties. Aiming to obtain more realistic results, the complicated interaction between the heated columns and the surrounding structure was considered in the modelling. For this reason, the fire behaviour of a seismic resistant frame was simulated. Then, the behaviour of fire-damaged columns under cyclic loading was assessed. The analysis of the results demonstrates the effect of the post-fire damage on the cyclic behaviour of columns.",MAR,2022.0,10.3390/buildings12030288,0.0
10,J,"Dunant, CF; Drewniok, MP; Sansom, M; Corbey, S; Cullen, JM; Allwood, JM",Options to make steel reuse profitable: An analysis of cost and risk distribution across the UK construction value chain,Article,Steel reuse; Costs; Construction; Value chain,BUILDINGS; BARRIERS; ENERGY; SYSTEM,"Although steel reuse has been identified as an effective method to reduce the carbon and energy impact of construction, it is in effect only a marginal practice. A detailed analysis of the costs and risks of reuse in practice in the UK is lacking. We found that although there is a sufficient spread between the price of steel scrap and new steel, this difference cannot be captured by the demolition contractors. Rather, reused steel is somewhat more expensive than new elements, except in certain circumstances such as when the reused elements are available from a nearby site, or when testing elements can be avoided. Further, we show that neither the costs of steel reuse, nor the risks, nor its benefits are spread equitably throughout the construction industry supply chain: most of the substantial and capital-intensive changes required for the widespread adoption of steel reuse are concentrated on steelwork contractors and stockists. Based on this analysis, we suggest helping the emergence of a specialised stockist. (C) 2018 The Authors. Published by Elsevier Ltd. This is an open access article under the CC BY license.",MAY 10,2018.0,10.1016/j.jclepro.2018.02.141,0.0
13,J,"Hosseini, SM; Mashiri, F; Mirza, O",Parametric study of innovative bolted shear connectors using 3D fi nite element modelling,Article,Composite beam; Headed studs; Bolted shear connector; Direct shear tests; Finite element modelling,,"This paper describes an extensive numerical analysis and parametric studies conducted to evaluate the performance of shear connectors as a key component in the design of composite beams. The shear connector is essentially used to transfer shear forces across steel beams and concrete slabs in composite structures. However, conventional methods which rely mainly on the welded stud shear connector are not as efficient in terms of recycling and reusing building components. Therefore, to address the issues of deconstruction and materials reuse and to improve the structural performance of the composite beams, bolted shear connectors have been developed to replace the conventional welded stud. In order to further study their behaviour, the structural performance of the bolted shear connectors were simulated and compared with the welded studs using Abaqus software. A tridimensional numerical model was validated using previously conducted experimental tests and was used as a reference for the parametric study. Height to diameter ratio, friction coefficient of steel-concrete interface, and concrete strength were selected as the main variables for the parametric study, along with the effects of the bolt-hole clearance. The results of numerical simulation were used to develop shear stress and ductility criteria of the innovative shear connector for design rules. The results of parametric studies also showed that the load carrying capacity of composite beams using the bolted shear connectors is influenced by the bolt's height, the friction coefficient of contact surfaces and the concrete strength. Crown Copyright (c) 2021 Published by Elsevier Ltd. All rights reserved.",APR,2021.0,10.1016/j.jcsr.2021.106565,0.0
38,J,"Maraveas, C; Fasoulakis, Z; Tsavdaridis, KD",Post-fire assessment and reinstatement of steel structures,Article,Fire damage assessment; High-strength bolts; Post-fire material; Reinstatement; Steel structures; Structural steel,HIGH-STRENGTH STEEL; MECHANICAL-PROPERTIES; ELEVATED-TEMPERATURES; FIRE; EXPOSURE,"Purpose - This paper aims to present technical aspects of the assessment method and evaluation of fire damaged steel structures. The current work focuses on the behavior of structural normal steel (hot-rolled and cold-formed) and high-strength bolts after exposure to elevated temperatures. Information on stainless steel, cast iron and wrought iron is also presented. Design/methodology/approach - Because of the complexity of the issue, an elaborate presentation of the mechanical properties influencing factors is followed. Subsequently, a wide range of experimental studies is extensively reviewed in the literature while simplified equations for determining the post-fire mechanical properties are proposed, following appropriate categorization. Moreover, the reinstatement survey is also comprehensively described. Findings - Useful conclusions are drawn for the safe reuse of the structural elements and connection components. According to the parametric investigation of the aforementioned data, it can be safely concluded that the most common scenario of buildings after fire events, i.e. apart from excessively distorted structures, implies considerable remaining capacity of the structure, highlighting that subsequent demolition should not be the case, especially regarding critical infrastructure and buildings. Originality/value - The stability of the structure as a whole is addressed, with aim to establish specific guidelines and code provisions for the correct appraisal and rehabilitation of fire damaged structures.",,2017.0,10.1108/JSFE-03-2017-0028,0.0
4,J,"Rakhshan, K; Morel, JC; Daneshkhah, A",Predicting the technical reusability of load-bearing building components: A probabilistic approach towards developing a Circular Economy framework,Article,Reuse; Building structure; Supervised machine learning; Random forest; K-nearest neighbours; Gaussian process,STRUCTURAL-STEEL REUSE; MODELS; CONSTRUCTION; BARRIERS,"The construction sector is the largest consumer of raw materials and accounts for 25%-40% of the total CO2 emissions globally. Besides, construction activities produce the highest amount of waste among all other sectors. According to the waste hierarchies, reuse is preferred to recycling; however, most of the recovery of construction and demolition wastes happens in the form of recycling and not reuse. Part of the recent efforts to promote the reuse rates includes estimating the reusability of the load-bearing building components to assist the stakeholders in making sound judgements of the reuse potentials at the end-of-life of a building and alleviate the uncertainties and perceived risks. This study aims to develop a probabilistic model using advanced supervised machine learning techniques (including random forest, K-Nearest Neighbours algorithm, Gaussian process, and support vector machine) to predict the reuse potential of structural elements at the end-of-life of a building. For this purpose, using an online questionnaire, this paper seeks the experts' opinions with actual reuse experience in the building sector to assess the identified barriers by the authors in an earlier study. Furthermore, the results of the survey are used to develop an easy-to-understand learner for assessing the technical reusability of the structural elements at the end-of-life of a building. The results indicate that the most significant factors affecting the reuse of building structural components are design-related including, matching the design of the new building with the strength of the recovered element.",OCT,2021.0,10.1016/j.jobe.2021.102791,0.0
46,J,"Xin, HH; Correia, JAFO; Veljkovic, M; Zhang, YY; Berto, F; de Jesus, AMP",Probabilistic strain-fatigue life performance based on stochastic analysis of structural and WAAM-stainless steels,Article,Probabilistic fatigue behaviour; Latin hypercube sampling strategy; Structural steels; &nbsp; Coffin-Manson and Morrow's (CMM) equation; Wire arc additive manufacturing (WAAM) stainless steel,CRACK INITIATION; WIRE; GROWTH; MODEL; CONNECTIONS; RELIABILITY; DEFECTS; CURVES; S355,"Wire arc additive manufacturing (WAAM) has increasingly attracted attention in the construction sector because of its ability to produce large metallic structural parts in short times. In this paper, Coffin-Manson and Morrow (CMM) equation is employed to compare the fatigue life of WAAM stainless steel with the structural steels S355 and S690. The results showed that the fatigue performance of structural steel is better than the WAAM stainless steel, the fatigue performance vertical to printing direction (WAAM-900) is better than it along the printing direction (WAAM00). In addition, the fatigue cycle of the transition reversals of structural steel is much less than it of WAAM stainless. With the increasing the fatigue cycle, the maximum density of the strain amplitude ratio is gradually increased to 1.0. The probabilistic parameters of CMM equation were obtained by a stochastic analysis using Latin hypercube sampling strategies. The probabilistic strain-fatigue life behaviour obtained from the constant exponent sampling strategy is higher when compared with the varied exponent sampling strategy for both WAAM stainless and structural steels.",SEP,2021.0,10.1016/j.engfailanal.2021.105495,0.0
