,Authors,Title,Year,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type
284,"Ahmed F., Bouktif S., Serhani A., Khalil I.",Integrating function point project information for improving the accuracy of effort estimation,2008,10.1109/ADVCOMP.2008.42,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650098211&doi=10.1109%2fADVCOMP.2008.42&partnerID=40&md5=5e36ad8c882dc8bff6d83ea02ec843f5,Software organizations are putting efforts to improve the accuracy of the project cost estimation. This in turn helps them to allocate resources. Software cost estimation has been an area of key interest in software engineering community. Many estimation models divided among various categories have been proposed over a period of time. Function Point (FP) is one of the useful software cost estimation methodology that was first proposed twenty-five years ago using the project repository that contained information about various aspects of software project. In the last twenty five years software development productivity has grown rapidly but the complexity weight metrics values assigned to count standard FP still remain same. This fact raises critical questions about the validity of the complexity weight values and accuracy of the estimation process. The objective of this work is to present a genetic algorithm based approach to calibrate the complexity weight metrics of FP using the project repository of International Software Benchmarking Standards Group (ISBSG) dataset. The contribution of this work shows that information reuse and integration of past project's function-point structural elements improves the accuracy of software estimation process. © 2008 IEEE.,,Critical questions; Data sets; Effort Estimation; Engineering community; Estimation models; Estimation process; Function point; Information reuse; International Software Benchmarking Standards Group; Project cost estimation; Project informations; Software cost estimations; Software development; Software estimation; Software organization; Software project; Structural elements; Weight values; Computer aided engineering; Estimation; Integration; Software engineering; Standardization; Computer software reusability,Conference Paper
103,Tang P.,Integrating knowledge-based engineering in body-in-white lightweight design,2019,10.1088/1757-899X/563/4/042034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071850664&doi=10.1088%2f1757-899X%2f563%2f4%2f042034&partnerID=40&md5=53abb0af0d8a74bf6f72c64b73f48822,"During the vehicle design process, the body-in-white (BIW) lightweight design needs to consider factors from multiple aspects, such as topology, mechanical properties of the material, thickness parameters, BIW stiffness, modality and crashworthiness. At present, the commonly used BIW lightweight technology around the world includes the application of high-strength lightweight material, the optimization of vehicle structure as well as application of new molding and connection technology. The optimization of vehicle structure changes the mechanical properties of the components by selecting shape parameters of the components (such as the geometric characteristics of the components), in order to achieve lightweight design or performance optimization design. Since BIW contains a large number of structural components and design variables, designing BIW is always time-consuming and knowledgeable-extensive, which requires the collaboration of multidisciplinary engineers. This paper reviews the main methods of lightweight design of BIW and focuses on the application of knowledge engineering. Additionally, the paper introduces the effectiveness of knowledge reuse in practical cases. © 2019 Published under licence by IOP Publishing Ltd.",,Accidents; Automobile bodies; Crashworthiness; Knowledge based systems; Product design; Stiffness; Structural optimization; Effectiveness of knowledge; Geometric characteristics; Knowledge-based engineering; Lightweight materials; Lightweight technology; Performance optimizations; Structural component; Thickness parameters; Computer programming,Conference Paper
257,[No author name available],"Intelligent Technologies in Logistics and Mechatronics Systems, ITELMS 2011 - Proceedings of the 6th International Conference",2011,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905841723&partnerID=40&md5=18430d99b8f4cc99e6d72220e48d86dc,The proceedings contain 20 papers. The topics discussed include: on liquid physical properties influence for laminar film thickness; selection of steel type for NPP units various equipment; providing of the cold resistance 09Mn2Si?-? steel welded joints for the containers with spent nuclear fuel; interrelation between parameters of structural degradation and fracture toughness of heat-resistant steel; reuse-oriented and Internet-based collaborative framework for transport logistics service providers; tribologic methods used for an engine diagnostics; behaviour of structural steels used in nuclear industry for Lwr designed in Russia at long influence of operational temperatures; control of robot with hand gestures; selection of steel type for NPP units various equipment; moisture motion kinetics in floor structures on the ground; and intelligent applications in the development of sustainable leadership in statutory organizations.,,,Conference Review
20,Zhao Y.,Interaction Design System for Artificial Intelligence User Interfaces Based on UML Extension Mechanisms,2022,10.1155/2022/3534167,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133202403&doi=10.1155%2f2022%2f3534167&partnerID=40&md5=b56792e37d0f9370e1a4b4dd2efab161,"With the rapid development of computer network technology in recent years, more and more demands have been placed on the functionality and attributes of the user interface. In the development of many computer projects, the variability and flexibility of user interface requirements have greatly increased the complexity of program development for researchers. In addition, the poor reusability of page access control writing has created a pressing need for a highly standardized and flexible way of developing software. Thus, the development and design of user interfaces for application software systems occupy an important position and have been a hot topic of research in the field of human-computer interaction. The traditional methods of describing user interaction, such as state transitions and data flow diagrams, are not based on global and intuitive concepts. Moreover, there is little support for the design of user interface interaction behavior, resulting in user interfaces being ignored at design time and left to implementers to grasp at coding time. It is therefore an issue that needs to be addressed in order to integrate traditional methods and intuitive descriptions from the user's perspective into a new interface development model and methodology. This research creates a user interface framework based on interaction behavior from the user's perspective. Furthermore, UML extension mechanisms are used to enable the user interface framework to better support UML-based modelling environments. In addition, the UML is structured and extended to include structural elements that support interface generation, and a structured use case model is proposed, which drives the analysis and design of the individual submodels. The extracted abstract interface elements and their mapping to concrete interface elements are documented in a way that explores the generation of different target languages under different platforms. This study incorporates user requirements and provides a scientific reference for the development and design of user interfaces. © 2022 Yiyi Zhao.",,Access control; Application programs; Behavioral research; Digital storage; Human computer interaction; Reusability; Computer network technology; Design systems; Extension mechanisms; Interaction behavior; Interaction design; Interface elements; Program development; UML extension; User interface requirements; Users perspective; User interfaces,Article
193,"Urrego-Giraldo G., Giraldo G.-L., Urrego-Giraldo O.-E.",Introduction of a goals and characteristics model for implementing the product line concepts: An application in civil engineering,2016,10.3233/978-1-61499-703-0-778,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994048840&doi=10.3233%2f978-1-61499-703-0-778&partnerID=40&md5=eba4244427cfa7680a21ff6a98c48f22,"The introduction of new products is a critical aspect for the survival, growth, and rentability of enterprises. Mass customization has aided to decreasing the production costs and the time to reach the final consummator. But, the rapid change in technology and in social and individual expectative, as well as, the explosion of the concurrence demand new and efficient methods for products development. In order to assume these challenges, products lines approach looks for the reuse of common characteristics of products and the harnessing of the variability of other characteristics useful to satisfy exigencies of customers. The features model, widely used in the development of products lines, has limitations to treat the complexity of domains, to adopt standard guides to construction and segmentation of domain models. In our research, domain knowledge is organized in different ways, in order to represent tangible and intangible realities using mathematical, conceptual, and physical models. Traditional engineering, as mechanical, civil, materials, and hydraulic has important applications in automotive, and aerospace industry, and in the construction of ships, buildings, railways, roads, among others. There, it is easy to appreciate the common use of ideal, conceptual, and physical models in projects development. In civil engineering, for example, new structural elements, their conceptual representations, mathematical models, software systems for analysis and design, and physical models use concepts of a domain model, which depict common and variable characteristics of a products line. In this work, we model domain in terms of goals and characteristics, highlighting the reusable part of products and the variability. This domain model allows the application of products line concepts to the analysis, design and construction of structural elements in civil engineering. We apply proposed products lines models in the analysis and design of coupled structural walls. © 2016 The authors and IOS Press.",Domain model; Goals and characteristic model; Products line,Aerospace industry; Computer software reusability; Customer satisfaction; Query languages; Structural analysis; Characteristic model; Design and construction; Domain model; Features modeling; Mass customization; Products line; Structural elements; Traditional engineerings; Product design,Conference Paper
59,"Teng S., Maejima T.",Introduction of the Recycling and Reusing Method of Screw Steel Pile EAZET,2021,10.1007/978-981-16-0077-7_50,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104472880&doi=10.1007%2f978-981-16-0077-7_50&partnerID=40&md5=5eb8da130b7fc160de83c2006dc92fd2,"EAZET pile is a type of screw steel pile which consists of a pile shaft and a helical plate attached to the bottom. It is commonly known as an environmentally friendly pile method. It generates no surplus soil nor muddy water during installation by screwing the pile into the ground with its helical plate at pile tip. On the other hand, by rotating reversely, it can be pulled out and retrieved, thus also be recycled and reused if necessary. This article presents the recycling and reusing procedure and criteria of screw steel pile EAZET based on experience. For safe and smooth retrieval, capable machine should be chosen carefully in advance. The capacity of the machine and the torque during retrieval should be constantly noticed, especially when the retrieval is conducted long time after installation. The reason is that the ground disturbed by the pile installation has recovered, where it requires larger torque for pulling out. Retrieved piles will be examined via visual check, dimension check, and bending test of the pile shaft. After that, they will be divided into reusable members and non-reusable members. Reusable members can be repaired for future reuse. On the other hand, non-reusable members are recycled as reproduction materials for components in recycling factory. Recyclable and reusable features of EAZET enable it to be further adopted by temporary structures besides its original market. It can contribute to the transformation from economical society to recycling society where the efficient usage and recycling are emphasized. © 2021, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",Environmental friendly method; Recycle; Reuse; Screw steel pile; Sustainable society,Cell proliferation; Plates (structural components); Recycling; Screws; Muddy waters; Pile installation; Pile shaft; Pulling out; Recycling factories; Reusable member; Steel piles; Temporary structures; Piles,Conference Paper
65,"Coelho J.G.M., Amarante Mesquita A.L., Dias C.G.B.T.",Investigation of hardwood/rubber modified asphalt: Experimental track implementation in Macapá-AP,2020,10.1016/j.cscm.2020.e00382,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085487875&doi=10.1016%2fj.cscm.2020.e00382&partnerID=40&md5=69db498f3a02576eb7401b1c5e34f1e8,"The use of wood residue in asphalt pavements is not common yet, but it is attributed to the gain of structural strength and the reuse of this material discarded in nature. The main objective of this work is the evaluation of asphalt coatings with hardwood residue and ground tire rubber. The methodology follows the steps of preparation and mechanical analysis of the asphalt compound, initially the shear of the mixture of ground rubber tire with sand and hardwood residue. Soon after, the mixture was made of composite with asphalt in the dry process, then the rheological characterization of these samples by means of the parallel plate rheometer, plate to plate of 35 mm in diameter. Then samples of hot mixed asphalt (HMA) made according to Marshall's dosage, modified and unmodified concretes with the compound under study. Micrograph tests were performed using optical microscopy and scanning electron microscopy (SEM). Finally, mechanical tests on Marshall specimens. The material under study was applied on the track, and this asphalt was monitored for 50 months. The results showed that hardwood residue was compatible with rubber residue and efficient in the rheological properties of petroleum asphalt cement. In mechanical tests, there was a gain of stability, a 15 % higher result for asphalt with wood and rubber residue and at 10 % higher values ​​of the empty asphalt bitumen-compost ratio compared to conventional asphalt concrete. Thus, the applicability of the studied composite is satisfactory and environmentally correct, when it comes to the reuse of materials that replace materials from natural deposits. © 2020",Asphalt cement; Crumb rubber; Hardwood; Hot mix asphalt; Marshall method; Optical microscopy; Rheology; Scanning electron microscope,Composting; Hardwoods; Mixtures; Plates (structural components); Rubber; Scanning electron microscopy; Shotcreting; Tire industry; Ground tire rubbers; Hot mixed asphalts; Mechanical analysis; Parallel plate rheometers; Petroleum asphalt; Rheological characterization; Rheological property; Structural strength; Asphalt,Article
143,"Ciardiello R., Martorana B., Lambertini V.G., Brunella V.",Iron-based reversible adhesives: Effect of particles size on mechanical properties,2018,10.1177/0954406217736552,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045421100&doi=10.1177%2f0954406217736552&partnerID=40&md5=582d9a0d6aabe2d9b2095473e9b87659,"A hot melt adhesive – mainly used for bonding plastic component in automotive field – was modified with different iron-based particles to give it a reversible behaviour. Mechanical and physical properties of these reversible adhesives were experimentally assessed in the work. The modified adhesives, coupled with electromagnetic induction, are able to guarantee separation of the joints without any damage to the substrates for recycling, reuse or repairing of components. Single lap joint specimens were prepared using epoxy/glass fibres substrates and tests were carried out on neat and modified adhesive with 5% weight of iron and iron oxide. Three different Fe particles size were tested: 450 µm, 60 µm and 1–6 µm. The particles size of iron oxide was 50 nm. Separation was studied using single lap joint specimens under electro-magnetic induction. Experimental results showed that the maximum peak load decreases when the average particles sizes increase. The peak loads of the smallest particles were equal to the ones of the pristine adhesive. The elongation of the adhesives increases when the adhesive is modified with both iron and iron oxide particles. Finally, experimental tests on single lap joints coupled with electro-magnetic induction showed that separation of the substrates is possible using iron oxide particles. Electro-magnetic tests conducted on particles alone, helped to understand that bigger particles are able to overcome the melting temperature of the adhesive but hot-melt adhesives modified with these particles are not able to reach the melting. These tests showed that the number of particles into the adhesive matrix is very important for this kind of tests. © 2017, © IMechE 2017.",Adhesive; disbonding; hot-melt; iron oxide particles; iron particles; recyclability; single lap joint,Adhesives; Electromagnetic induction; Iron oxides; Joints (structural components); Melting; Separation; Testing; disbonding; Hot melt; Iron oxide particles; Iron Particles; Recyclability; Single lap joints; Hot melt adhesives,Article
200,"Shariat M., Pateromichelakis E., Quddus A.U., Tafazolli R.",Joint TDD Backhaul and Access Optimization in Dense Small-Cell Networks,2015,10.1109/TVT.2014.2379013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947771275&doi=10.1109%2fTVT.2014.2379013&partnerID=40&md5=62aec1b4fb30d911c54166cd99dc24b8,"This paper addresses the problem of joint backhaul (BH) and access link optimization in dense small-cell networks with a special focus on time-division duplexing (TDD) mode of operation in BH and access link transmission. Here, we propose a framework for joint radio resource management, where we systematically decompose the problem in BH and access links. To simplify the analysis, the procedure is tackled in two stages. At the first stage, the joint optimization problem is formulated for a point-to-point scenario where each small cell is simply associated with a single user. It is shown that the optimization can be decomposed into separate power and subchannel allocation in both BH and access links, where a set of rate-balancing parameters in conjunction with duration of transmission governs the coupling across both links. Moreover, a novel algorithm is proposed based on grouping the cells to achieve rate balancing in different small cells. Next, in the second stage, the problem is generalized for multiaccess small cells. Here, each small cell is associated with multiple users to provide the service. The optimization is similarly decomposed into separate subchannel and power allocation by employing auxiliary slicing variables. It is shown that similar algorithms, as in the previous stage, are applicable by a slight change with the aid of slicing variables. Additionally, for the special case of line-of-sight BH links, simplified expressions for subchannel and power allocation are presented. The developed concepts are evaluated by extensive simulations in different case studies from full orthogonalization to dynamic clustering and full reuse in the downlink, and it is shown that the proposed framework provides significant improvement over the benchmark cases. © 1967-2012 IEEE.",Downlink; Interference; Joints; Optimization; Relays; Resource management; Vectors,Algorithms; Cells; Cytology; Joints (structural components); Natural resources management; Radio links; Resource allocation; Telecommunication links; Vectors; Wave interference; Downlink; Extensive simulations; Joint radio resource managements; Relays; Resource management; Simplified expressions; Subchannel allocation; Time division duplexing; Optimization,Article
270,"Lukaszewska E., Fragiacomo M., Johnsson H.",Laboratory tests and numerical analyses of prefabricated timber-concrete composite floors,2010,10.1061/(ASCE)ST.1943-541X.0000080,https://www.scopus.com/inward/record.uri?eid=2-s2.0-73449091543&doi=10.1061%2f%28ASCE%29ST.1943-541X.0000080&partnerID=40&md5=fc0257ed68c4dd460b32029f43419555,"This paper describes tests on a novel composite floor system constructed by connecting prefabricated concrete slabs to timber joists. Seven types of shear connectors have been developed and tested: lag screws, either alone or combined with a notch cut from each timber joist; metal plates embedded in the concrete slab and either nailed or glued to the joists; dowels embedded in the concrete and glued to the timber; and toothed metal plates embedded in the concrete and pressed into the timber. Four-point bending tests to failure were performed on five, full-scale, 4.8 m long specimens connected with lag screws or metal plates nailed to the timber. Values of deflection and relative slip between the concrete slab and the timber obtained in these tests showed high correspondence with values obtained from a uniaxial finite element model developed for nonlinear analyses of composite beams. The model was also used to perform a numerical analysis to failure of composite beams with the other four connection systems that were developed but not tested on full-scale specimens. The outcomes of the experimental tests and numerical analyses show that the newly developed system can provide good structural performance, especially if connections with coach screws and notches in the timber are used. The economic advantages of prefabrication and the possibility to disassemble the structure and reuse the timber beams and concrete panels at the end of the service life make the proposed floor system very promising. © 2010 ASCE.",Composite structures; Connectors; Precast concrete; Prefabrication; Timber construction; Wood,Composite beam; Composite floors; Concrete panels; Economic advantages; Experimental test; Finite element models; Floor systems; Four-point bending test; Laboratory test; Metal plates; Prefabricated concrete slabs; Relative slip; Shear connector; Structural performance; Timber beam; Timber construction; Timber joists; Timber-concrete composites; Bending tests; Composite beams and girders; Concrete blocks; Concrete slabs; Failure analysis; Floors; Gluing; Numerical analysis; Plates (structural components); Precast concrete; Quality assurance; Screws; Structure (composition); Testing; Wooden construction; Timber,Article
262,"Rivera-Aguilera A., Téllez-Bertadillo J.J., Harari-Betancourt V.M.",Learning materials reusability in higher education: Elements for designing digital collections from a knowledge management perspective,2010,10.1002/meet.14504701260,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861426971&doi=10.1002%2fmeet.14504701260&partnerID=40&md5=00fffa9f9a69904d3456be7b3bb0f33e,"This paper reports on an exploratory reusability study of digital learning material. Materials from eight university professors and the corresponding chat interviews were collected and analyzed from a qualitative inquiry perspective and using the grounded theory method. Sensitizing initial concepts from education, design, computer and information science were used in the initial approach to collect data, but the analysis results were rooted in actual material and chat texts. Interviews with university professors and the analysis of different digital learning materials led the research team to define eight categories or code families which are related to reusability. Such code families are: (1) learning promotion, (2) access, (3) emotional appeal, (4) technical suitability, (5) effective graphical and textual communication, (6) creativity, (7) collaboration, and (8) subject authority and the y offer the structural elements for designing and implementing collections of digital learning material. The latter are the basis for knowledge management oriented systems aimed at sharing and preserving digital learning materials.",Digital collections; Digital learning materials; Knowledge management,,Conference Paper
232,"Zygomalas I., Baniotopoulos C.",Life cycle assessment environmental data for structural steel construction in Greece,2014,10.1080/19397038.2012.756951,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893815432&doi=10.1080%2f19397038.2012.756951&partnerID=40&md5=4de1b3f60bf723aaa102f35f87f883ee,"The construction industry is a critical sector in relation to sustainable development as its optimisation in terms of the consumption of resources can provide significant environmental benefits. To achieve this, a number of tools and methodologies have been developed to assist decision making. Life cycle assessment is one of the most acknowledged and widely used methodologies to assess the sustainability of construction works. Its efficient use, however, requires environmental data that in some cases are not yet available. Especially for sectors such as steel construction in which the potential for sustainable development is increased due to the recycling and reuse potential of the material, the lack of such data slows sustainability-related progress down. The current research addresses this issue by collecting primary environmental data for cold-formed structural steel and compiling the required data-sets. The data-sets are used to assess the environmental impact of an existing steel building and identify how and to what extent the environment is burdened by its construction. The findings of the research include the aforementioned environmental data which can be used in environmental analyses related to construction projects, while additional conclusions concerning the environmental impact of steel buildings in terms of quantity and type were also drawn. © 2014 © 2013 Taylor & Francis.",cold-formed steel; environmental sustainability; life cycle assessment; steel construction; sustainable development,Cold-formed steel; Construction projects; Construction works; Environmental analysis; Environmental benefits; Environmental data; Environmental sustainability; Life Cycle Assessment (LCA); Building materials; Construction industry; Environmental impact; Life cycle; Planning; Steel construction; Sustainable development,Article
213,"Jiménez-Franco M.V., Martínez J.E., Calvo J.F.","Lifespan analyses of forest raptor nests: Patterns of creation, persistence and reuse",2014,10.1371/journal.pone.0093628,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899536547&doi=10.1371%2fjournal.pone.0093628&partnerID=40&md5=d111c74482aebfe18c69e8bf53effda0,"Structural elements for breeding such as nests are key resources for the conservation of bird populations. This is especially true when structural elements require a specific and restricted habitat, or if the construction of nests is costly in time and energy. The availability of nesting-platforms is influenced by nest creation and persistence. In a Mediterranean forest in southeastern Spain, nesting-platforms are the only structural element for three forest-dwelling raptor species: booted eagle Aquila pennata , common buzzard Buteo buteo and northern goshawk Accipiter gentilis. From 1998 to 2013, we tracked the fate of 157 nesting-platforms built and reused by these species with the aim of determining the rates of creation and destruction of nesting-platforms, estimating nest persistence by applying two survival analyses, describing the pattern of nest reuse and testing the effects of nest use on breeding success. Nest creation and destruction rates were low (0.14 and 0.05, respectively). Using Kaplan Meier survival estimates and Cox proportional-hazards regression models we found that median nest longevity was 12 years and that this was not significantly affected by nest characteristics, nest-tree dimensions, nest-builder species, or frequency of use of the platform. We also estimated a transition matrix, considering the different stages of nest occupation (vacant or occupied by one of the focal species), to obtain the fundamental matrix and the average life expectancies of nests, which varied from 17.9 to 19.7 years. Eighty six percent of nests were used in at least one breeding attempt, 67.5% were reused and 17.8% were successively occupied by at least two of the study species. The frequency of nest use had no significant effects on the breeding success of any species. We conclude that nesting-platforms constitute an important resource for forest raptors and that their longevity is sufficiently high to allow their reuse in multiple breeding attempts. © 2014 Jiménez-Franco et al.",,Accipiter gentilis; Aquila pennata; article; breeding success; Buteo buteo; controlled study; forest; life expectancy; lifespan; longevity; mathematical analysis; nesting; nonhuman; raptor; species difference; animal; breeding; female; nesting; physiology; proportional hazards model; raptor; Southern Europe; time; Animals; Breeding; Female; Forests; Mediterranean Region; Nesting Behavior; Proportional Hazards Models; Raptors; Species Specificity; Time Factors,Article
18,"Fiumarella D., Belingardi G., Boria S., Castorani V., Nardinocchi A., Scattina A.",Lightweight Components Manufactured with In-Production Composite Scraps: Mechanical Properties and Application Perspectives,2022,10.4271/2022-37-0027,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137152123&doi=10.4271%2f2022-37-0027&partnerID=40&md5=10e9956b0b0320785c477ee3e6950964,"In the last years, the design in the automotive sector is mainly led by emission reduction and circular economy. To satisfy the first perspective, composites materials are being increasingly used to produce lightweight structural and semi-structural components. However, the automotive mass production arises the problem of the end-of-life disposal of the vehicle and the reduction of the wastes environmental impact. The circular economy of the composite materials has therefore become a challenge of primary importance for car manufacturers and tier 1 suppliers. It is necessary to pursue a different economic model, combining traditional raw materials with the intensive use of materials from recycling processes. New technologies are being studied and developed concerning the reuse of in-line production scraps with out-of-autoclave process that makes them desirable for high production rate applications. In this frame, a methodology for the reuse of prepreg cutouts coming from in-line ply cutting process is proposed. Production cutouts (scraps, or chops) are used as a charge to manufacture components through the compression molding process. The structure of the final part keeps in meso-scale the same orthotropic orientation of the chops, although it is quasi-isotropic from a macroscopic point of view. Accordingly, standard three-point bending, and tensile mechanical tests were performed to characterize the mechanical behavior of the material. Failure modes and fracture propagation were analyzed too. The chop interface resulted to affect the mechanical performance. Before material failure, multiple damage precursor sites nucleated, generally in correspondence of the chop interfaces. Delamination, brittle fracture of the matrix and debonding between the chops were the main failure modes. The results of the standard coupon tests evidenced good performance of the material in terms of strength and stiffness, despite lower than standard 2x2 twill structure, making the studied material suitable for semi-structural purposes. Accordingly, a prototype of an accelerator pedal frame was produced, in order to evaluate the feasibility, the potential limitations and the aspects to be optimized for the manufacturing of a more complex component. ©",,Automotive industry; Bending tests; Compression molding; Emission control; Waste disposal; Automotive sector; Automotives; Circular economy; Composites material; Emission reduction; End of lives; Lightweight components; Mass production; Reuse; Structural component; Interfaces (materials),Conference Paper
198,"Martins C., Santos P., Da Silva L.S.",Lightweight steel-framed thermal bridges mitigation strategies: A parametric study,2016,10.1177/1744259115572130,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949683997&doi=10.1177%2f1744259115572130&partnerID=40&md5=79c35b1aa727a10bbd75296c17ca2341,"In building applications (e.g. industrial, offices and residential), the use of lightweight steel-framed structural elements is increasing given its advantages, such as exceptional strength-to-weight relation, great potential for recycling and reuse, humidity shape stability, easy prefabrication and rapid on-site erection. However, the high thermal conductivity of steel presents a drawback, which may lead to thermal bridges if not well designed and executed. Furthermore, given the high number of steel profiles and its reduced thickness, it is not an easy task to accurately predict its thermal performance in laboratory and even less in situ. In a previous article, the authors studied the importance of flaking heat loss in lightweight steel-framed walls. This article discusses several thermal bridges mitigation strategies to improve a lightweight steel-framed wall model, which increase its thermal performance and reduce the energy consumption. The implementation of those mitigation strategies leads to a reduction of 8.3% in the U-value, comparatively to the reference case. An optimization of the wall module insulation layers is also performed (e.g. making use of new insulation materials: aerogel and vacuum insulation panels), which combined with the mitigation approaches allows a decrease of 68% in the U-value, also relatively to the reference case. Some design rules for lightweight steel-framed elements are also presented. © The Author(s) 2014 Reprints and permissions.",design rules; Lightweight steel frame; lightweight steel-framed walls; mitigation strategies; parametric study; thermal bridges; thermal transmittance,Bridges; Energy utilization; Insulation; Thermal insulation; Vacuum applications; Walls (structural partitions); Design rules; Light-weight steels; Lightweight steel framed walls; Mitigation strategy; Parametric study; Thermal bridge; Thermal transmittance; Thermal conductivity,Article
24,"Webster M.D., Wang L., Hajjar J.F.",Longitudinal shear resistance of Comflor 210,2017,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089240782&partnerID=40&md5=39bfaefa925a80ff9bac1c59a5d7055a,"This paper presents the behavior of a sustainable composite steel/concrete floor system under gravity and seismic loading. In this system, precast concrete planks are attached to steel beams using deconstructable clamping connectors, enabling reuse of the structural components and reducing the energy consumption related to material fabrication and waste disposal. The results of several composite beam tests are presented along with the companion pushout tests. In the pushout tests, both monotonic and cyclic load-slip curves were established for the clamping connectors. Full-scale composite beams were then designed and tested to investigate the flexural behavior of the system under gravity loading. © 2020, American Institute of Steel Construction, AISC. All rights reserved.",,Composite beams and girders; Composite materials; Concrete slabs; Energy utilization; Precast concrete; Waste disposal; Composite steel; Flexural behavior; Gravity loading; Load slip curve; Longitudinal shear resistances; Material fabrication; Seismic loadings; Structural component; Vanadium steel,Conference Paper
332,"Gokhale Maya, Kaba James, Marks Aaron, Kim Jang",Malleable architecture generator for FPGA computing,1996,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030372454&partnerID=40&md5=c446d01120cf4f475ef0ab31b7c2bbd9,"The malleable architecture generator (MARGE) is a tool set that translates high-level parallel C to configuration bit streams for field-programmable logic based computing systems. MARGE creates an application-specific instruction set and generates the custom hardware components required to perform exactly those computations specified by the C program. In contrast to traditional fixed-instruction processors, MARGE's dynamic instruction set creation provides for efficient use of hardware resources. MARGE processes intermediate code in which each operation is annotated by the bit lengths of the operands. Each basic block (sequence of straight line code) is mapped into a single custom instruction which contains all the operations and logic inherent in the block. A synthesis phase maps the operations comprising the instructions into register transfer level structural components and control logic which have been optimized to exploit functional parallelism and function unit reuse. As a final stage, commercial technology-specific tools are used to generate configuration bit streams for the desired target hardware. Technology- specific pre-placed, pre-routed macro blocks are utilized to implement as much of the hardware as possible. MARGE currently supports the Xilinx-based Splash-2 reconfigurable accelerator and National Semiconductor's CLAy-based parallel accelerator, MAPA. The MARGE approach has been demonstrated on systolic applications such as DNA sequence comparison.",,Field programmable logic; Malleable architecture generators; C (programming language); Computer architecture; Computer hardware; DNA sequences; High level languages; Logic devices; Computer programming,Article
312,"Marks J.S., Zadoroznyj M.",Managing sustainable urban water reuse: Structural context and cultures of trust,2005,10.1080/08941920590947995,https://www.scopus.com/inward/record.uri?eid=2-s2.0-22244460530&doi=10.1080%2f08941920590947995&partnerID=40&md5=ad01b48f7363b5f58fa4226c1b478e4e,"Water scarcity in urban environments is an issue of increasing concern in Australia and many other parts of the world. Technological solutions include recycling municipal effluent, which can be treated to a standard suitable for nonpotable uses such as garden watering and toilet flushing. Successful operation of such solutions requires institutional arrangements for long-term management, as well as public awareness and cooperation to establish safe practices. This article reports on research undertaken at four case study sites in Australia and the United States and identifies the social and management issues important to the success of water reuse projects. The cross-national findings demonstrate that best practice in residential water reuse technology should be coupled with institutional and structural arrangements that inform and involve the public and provide transparent governance. It is suggested that this combination of technical and social structural elements will facilitate a sustained trust in, and acceptance of water reuse. Copyright © 2005 Taylor & Francis Inc.",Community; Public acceptance; Recycled water; Risk; Trust; Water reuse,recycling; water management; water supply; Australasia; Australia; Eastern Hemisphere; World,Article
239,"Wang H.-J., Zhang L.-Q., Jing S.-K.",Manufacturability analysis modeling techniques based on model integration and mapping parts,2013,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886818071&partnerID=40&md5=6c5e0e31b2fc15890f713d96c36c4b88,"To set up manufacturability analysis model, three technologies for constructing manufacturing analysis model were extracted: model reuse technology, multi-dimensional modeling techniques, model integration and mapping technology. Model reuse technology was used to establish manufacturing feature template library, and reference template was applied to set up the design model. By using multi-dimensional modeling techniques, the design model was decomposed into manufacturing object model, manufacturing process mode, manufacturing resource model and features relational model, and these models were assembled into logical completed manufacturability analysis model by model integration and mapping technology. In Flange manufacturing case studies, parts manufacturing features were extracted through the proposed three technologies, and improvements on structural components of the process and process were recommended so as to realize the design spiral cycle with design, proposal and modified design.",Manufacturability analysis; Manufacturing features; Model integration; Model mapping; Model reuse,Manufacturability analysis; Manufacturing features; Model integration; Model mappings; Model re-use; Design; Integration; Mapping; Technology; Manufacture,Article
