Authors,Title,Year,Source title,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Source
"Ndong Engone J.G., Vanhove Y., Djelal C., Kada H.","Optimizing mortar extrusion using poplar wood sawdust for masonry building block",2018,"International Journal of Advanced Manufacturing Technology","10.1007/s00170-017-1323-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038632186&doi=10.1007%2fs00170-017-1323-9&partnerID=40&md5=45e74e13c59ecf059fa7f8846ea05a45","The wood industry generates some 12 million tons of waste in France, 60% of which basically stems from sawmills. The reuse of this waste in the most common construction materials (e.g., concrete) may offer a sustainable solution. In the literature, the optimization of composites formulations generally focuses on aggregates plant pretreatment regardless of classical optimization parameters and the implementation process that can afford to get a high strength composite. The work presented herein is intended to optimize the mix design of a mortar made from poplar wood by-products, without involving any pretreatment. The conventional mix design parameters (i.e., paste volume, W/C ratio) have been varied. An optimal implementation technique (i.e., extrusion) was used. The wood mortar mix designs have been optimized in order to obtain composites compliant with French standard NF EN 771-3/CN, with respect to criteria regarding both dimensional tolerance and mechanical strength for structural elements (i.e., above 8 MPa at 7 days).A mortar mix design, optimized by means of extrusion, has been used as a reference. Poplar wood particles have been introduced through substitution for the sand volume. Test results indicate that the blocks produced from two wood mortar mixes with 60 and 70% wood aggregate-for-sand substitution rates are in line with the normative requirements relative to dimensional tolerances and mechanical strength. This material compliance underscores the potential use of such blocks as load-bearing masonry elements, thus facilitating the building of structures with a limited environmental impact. © 2017, Springer-Verlag London Ltd., part of Springer Nature.","Buildingblocks; Cement-based composites; Extrusion; Poplar wood; Sand mortars; Sawdust","Aggregates; Building materials; Cements; Environmental impact; Extrusion; Fits and tolerances; Masonry materials; Mortar; Product design; Sawdust; Wood; Wood products; Building blockes; Cement based composites; Classical optimization; Dimensional tolerance; High-strength composites; Implementation process; Implementation techniques; Poplar woods; Strength of materials",Article,Scopus
"Wu Y., Yang F., Liu X., Tan G., Xiao D.","Fabrication of N, P-codoped reduced graphene oxide and its application for organic dye removal",2018,"Applied Surface Science","10.1016/j.apsusc.2017.10.118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036611616&doi=10.1016%2fj.apsusc.2017.10.118&partnerID=40&md5=f0627741c823e7de47579247c5189eca","N, P-codoped reduced graphene oxide (PA-RGO) was synthesized from graphene oxide (GO) and phytic acid (PA) mixture with the reductant of hydrazine hydrate (N 2 H 4 ) via one-pot solution method. PA can modify the surface of RGO to enhance the hydrophilicity of RGO, and supply anionic functional groups, which can complex with cationic dye via anion-cation interaction. PA-RGO with different amount doped PA were used to remove multiple organic dyes from aqueous solution. The adsorption properties of the PA-RGO-2.0 towards Rhodamine B (RhB) were investigated under various parameters such as different pH of initial solution, different dosage of the PA-RGO-2.0, shaking speed and temperature. To study structural and chemical characterization of PA-RGO-2.0, Scanning electron microscopy (SEM), Fourier transform infrared spectroscopy (FTIR), X-ray diffraction (XRD), atomic force microscope (AFM), X-ray photoelectron and spectroscopy (XPS) were used, and UV–vis spectrum was used to monitor the absorbance of adsorbate. The batch adsorption experiments of RhB on PA-RGO-2.0 showed that the RhB equilibrium capacity was about 149 mg/g. In addition, the adsorption process was well-matched with the pseudo-second-order rate model. The as-prepared composites were found to be highly selective for cationic organic dyes. The good reusability of PA-RGO indicated that the adsorbent possessed potential practical application. © 2017 Elsevier B.V.","Adsorption; Dyes removal; Phytic acid; Reduced graphene oxide","Atomic force microscopy; Composite films; Doping (additives); Dyes; Fourier transform infrared spectroscopy; Graphene; Hydrophilicity; Nitrogen compounds; Photoelectron spectroscopy; Reusability; Rhodium compounds; Scanning electron microscopy; Solutions; Stripping (dyes); X ray diffraction; Adsorption properties; Batch adsorption experiments; Cation interactions; Chemical characterization; Phytic acids; Pseudo second order rate model; Reduced graphene oxides; X-ray photoelectrons; Adsorption",Article,Scopus
"Hasnain H., Mohseni F.","Creative ideation and adaptive reuse: A solution to sustainable urban heritage conservation",2018,"IOP Conference Series: Earth and Environmental Science","10.1088/1755-1315/126/1/012075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044423221&doi=10.1088%2f1755-1315%2f126%2f1%2f012075&partnerID=40&md5=4102afa675c6306541f6701e8d4c20a5","The rapid phenomenon of urbanization in the last century has resulted in abandonment of historic urban centers and still today attracting people to suburbs and newly developed districts. This urban expansion poses a serious threat to historic properties when people opt to move away leaving behind their heritage. The adaptive reuse of heritage is considered to be a dominant strategy for handling this issue bypassing demolition of heritage properties. However, the adaptive reuse cannot only consider the preservation of the heritage as the structural retrofit or functional revitalization but rather it needs to enunciate the image and the creative ideation that reflect upon the future of heritage. Consequently, this paper aims to examine the role of branding as an innovative source of ideation in the implication of adaptive reuse on heritage. In this regards, the case study of Zalando outlet store in Berlin is selected, which is an old building situated in the commercial district of the city in a wide range of styles and heritage buildings from the middle ages. This research uses semi-structured interviews to examine the significance of Brand making in a successful adaptive reuse process. The findings indicate that the importance of the outlet building lies not only in its physical fabric or commercial aspects, but the spirit of the place that lies in the magical essence of big labels as emblems. This underlying essence of place stimulated the adaptation of building in a way that it surpasses the physical and functional aspect of a building and makes it merge in new times and new sustainable development. © Published under licence by IOP Publishing Ltd.",,"Sustainable development; Adaptation of buildings; Adaptive re use; Dominant strategy; Functional aspects; Heritage buildings; Heritage conservation; Semi structured interviews; Urban expansion; Buildings",Conference Paper,Scopus
"Zhou X., Lai C., Huang D., Zeng G., Chen L., Qin L., Xu P., Cheng M., Huang C., Zhang C., Zhou C.","Preparation of water-compatible molecularly imprinted thiol-functionalized activated titanium dioxide: Selective adsorption and efficient photodegradation of 2, 4-dinitrophenol in aqueous solution",2018,"Journal of Hazardous Materials","10.1016/j.jhazmat.2017.12.032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038029124&doi=10.1016%2fj.jhazmat.2017.12.032&partnerID=40&md5=b0ca97906a5b29a9079942f17e629c78","A novel water-compatible surface molecularly imprinted thiol-functionalized titanium dioxide (TiO 2 ) material (CMIP-coated TiO 2 ) was prepared in water, using 2, 4-dinitrophenol (2, 4-DNP) as template molecule and o-phenylenediamine (OPDA) as both functional monomer and cross-linker. The as-synthesized materials were characterized by FESEM, FTIR, XRD, BET and UV–vis DRS. Moreover, we have investigated the adsorption capacity, adsorption selectivity and photodegradation activity of the CMIP-coated TiO 2 and non-molecular imprinted materials (CNIP-coated TiO 2 ). Additionally, the effects of pH and concentration of 2, 4-DNP on the degradation rate of 2, 4-DNP were also investigated. Results showed that CMIP-coated TiO 2 exhibited higher adsorption capacity, greater selectivity and faster photodegradation activity for 2, 4-DNP compared with the CNIP-coated TiO 2 . Meanwhile, the specific selectivity to 2, 4-DNP over its structural analogue 4-nitrophenol (4-NP) and the enhanced photodegradation capacity were mainly attributed to the imprinted cavities on the surface of CMIP-coated TiO 2 . Taking advantage of efficient removal capacity, high reusability and no-additional chemicals in imprinted process, the prepared materials can be potentially applied to “green” removal of 2, 4-DNP in wastewater. © 2017 Elsevier B.V.","2, 4-Dinitrophenol; Molecular imprinting; Photocatalysis; Synthesis; Thiol-functionalized TiO 2","Adsorption; Coated materials; Degradation; Oxides; Photocatalysis; Reusability; Solutions; Synthesis (chemical); 2 ,4-Dinitrophenol; Adsorption capacities; Adsorption selectivity; Functionalized; Molecular imprinting; Photodegradation activity; Synthesized materials; Titanium dioxides (TiO2); Titanium dioxide; 2,4 dinitrophenol; 4 nitrophenol; monomer; phenylenediamine; thiol; titanium dioxide; water; adsorption; aqueous solution; catalysis; chemical compound; concentration (composition); inorganic compound; molecular analysis; pH; photodegradation; photolysis; pollutant removal; wastewater; wastewater treatment; absorption spectroscopy; adsorption; aqueous solution; Article; concentration response; infrared spectroscopy; isotherm; material coating; molecular imprinting; pH; photocatalysis; photodegradation; scanning electron microscopy; synthesis; X ray diffraction",Article,Scopus
"López-Alba E., Schmeer S., Díaz F.","Energy absorption capacity in natural fiber reinforcement composites structures",2018,"Materials","10.3390/ma11030418","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044048475&doi=10.3390%2fma11030418&partnerID=40&md5=8be71a11ffe484f812f236bac9e6b12c","The study of natural fiber reinforcement composite structures has focused the attention of the automobile industry due to the new regulation in relation to the recyclability and the reusability of the materials preserving and/or improving the mechanical characteristics. The influence of different parameters on the material behavior of natural fiber reinforced plastic structures has been investigated, showing the potential for transport application in energy absorbing structures. Two different woven fabrics (twill and hopsack) made of flax fibers as well as a non-woven mat made of a mixture of hemp and kenaf fibers were employed as reinforcing materials. These reinforcing textiles were impregnated with both HD-PE (high-density polyethylen) and PLA (polylactic acid) matrix, using a continuous compression molding press. The impregnated semi-finished laminates (so-called organic sheets) were thermoformed in a second step to half-tubes that were assembled through vibration-welding process to cylindric crash absorbers. The specimens were loaded by compression to determine the specific energy absorption capacity. Quasi-static test results were compared to dynamic test data obtained on a catapult arrangement. The differences on the specific energies absorption (SEA) as a function of different parameters, such as the wall thickness, the weave material type, the reinforced textiles, and the matrix used, depending on the velocity rate application were quantified. In the case of quasi-static analysis it is observed a 20% increment in the SEA value when wove Hopsack fabric reinforcement is employed. No velocity rate influence from the material was observed on the SEA evaluation at higher speeds used to perform the experiments. The influence of the weave configuration (Hopsack) seems to be more stable against buckling effects at low loading rates with 10% higher SEA values. An increase of SEA level of up to 72% for PLA matrix was observed when compared with HD-PE matrix. © 2018 by the authors.","Crash absorption; Impact behavior; Natural fiber; Specific energy absorption; Structural material","Automobile materials; Automotive industry; Building materials; Compression molding; Energy absorption; Fabrics; Fiber reinforced plastics; Fibers; Hemp; Hemp fibers; Kenaf fibers; Mechanical properties; Natural fibers; Reinforcement; Reusability; Sea level; Textile finishing; Textiles; Energy absorbing structure; Energy absorption capacity; Fiber-reinforcement composites; Impact behavior; Mechanical characteristics; Natural fiber reinforced; Specific energy absorption; Transport applications; Weaving",Article,Scopus
"Qu B., Liu X., Hou H., Qiu C., Hu D.","Testing of Buckling-Restrained Braces with Replaceable Steel Angle Fuses",2018,"Journal of Structural Engineering (United States)","10.1061/(ASCE)ST.1943-541X.0001985","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040188273&doi=10.1061%2f%28ASCE%29ST.1943-541X.0001985&partnerID=40&md5=6ab83002a5b68cdf853ae73823efa653","This research focuses on a new type of buckling-restrained brace (BRB) with replaceable steel angle fuses. The proposed BRB offers ease of postearthquake examination of fuse damage, convenient and prompt replacement of damaged fuses, and reuse of the buckling restraining elements. To investigate seismic behavior of the proposed BRB, seven brace specimens are tested. The test parameters varied in these specimens include fuse design, fuse material, debonding material, and loading protocol. Test results show that the proposed BRB can exhibit stable hysteretic behavior up to fairly high fuse strain levels. Failure modes of the specimens are found to be ruptures of the angle fuses, as expected. The compression strength adjustment factors and the cumulative plastic deformations of the specimens are found to satisfy the requirements specified by the current U.S. seismic design provisions for structural steel buildings. Moreover, the authors demonstrate that specimens repaired through fuse replacement remain satisfactory in following tests. Furthermore, rupture failures of the proposed BRB can be captured by the modified Park-Ang damage measure. © 2018 American Society of Civil Engineers.","Buckling-restrained brace; Cyclic test; Energy dissipation; Replaceable structural fuse; Seismic effects","Buckling; Building materials; Damage detection; Energy dissipation; Hysteresis; Seismology; Steel testing; Adjustment factors; Buckling restrained braces; Compression strength; Cyclic tests; Hysteretic behavior; Loading protocols; Seismic effect; Structural steel buildings; Seismic design",Article,Scopus
"Ahmad R., Khare S.K.","Immobilization of Aspergillus niger cellulase on multiwall carbon nanotubes for cellulose hydrolysis",2018,"Bioresource Technology","10.1016/j.biortech.2017.12.082","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040009587&doi=10.1016%2fj.biortech.2017.12.082&partnerID=40&md5=d3a2fd4b0b7c8a8a1f853bfbffbaa665","In present study, Aspergillus niger cellulase was immobilized onto functionalized multiwalled carbon nanotubes (MWCNTs) via carbodiimide coupling. MWCNTs offer unique advantages including enhanced electronics properties, a large edge to basal plane ratio, rapid electrode kinetics and it's possess higher tensile strength properties due to their structural arrangements. The immobilization was confirmed by FTIR (Fourier transform infrared spectroscopy) and SEM (scanning electron microscope). The bionanoconjugates prepared under optimized condition retained 85% activity with improved pH and thermal stability. The t1/2 of immobilized cellulase at 70 °C was four fold higher than free enzyme. The Km value indicates that affinity of bionanoconjugates towards substrate has increased by two times. The preparation could be reused ten times without much loss in enzyme activity. The enhanced catalytic efficiency, stability and reusability makes it useful for efficient cellulose hydrolysis. © 2017 Elsevier Ltd","Aspergillus niger; Cellulase; Immobilization; Multiwalled carbon nanotube","Aspergillus; Catalyst activity; Cellulose; Enzyme activity; Fourier transform infrared spectroscopy; Hydrolysis; Radioactive waste vitrification; Reusability; Scanning electron microscopy; Tensile strength; Yarn; Aspergillus niger; Carbodiimide couplings; Catalytic efficiencies; Cellulase; Cellulose hydrolysis; Functionalized multi-walled carbon nanotubes; Structural arrangement; Tensile strength properties; Multiwalled carbon nanotubes (MWCN); cellulase; cellulose; cyanamide; multi walled nanotube; carbon nanotube; cellulose; immobilized enzyme; carbon nanotube; catalysis; cellulose; electrical property; electrode; enzyme activity; fungus; hydrolysis; immobilization; pH; reaction kinetics; tensile strength; Article; Aspergillus niger; catalytic efficiency; enzyme activity; Fourier transform infrared photoacoustic spectroscopy; hydrolysis; kinetics; nonhuman; priority journal; scanning electron microscopy; tensile strength; thermostability; enzyme stability; Carbon Fibers; Cellulase; Cellulose; Electrodes; Hydrolysis; Immobilization; Thermal Stability; Aspergillus niger; Aspergillus niger; Cellulase; Cellulose; Enzyme Stability; Enzymes, Immobilized; Hydrolysis; Nanotubes, Carbon",Article,Scopus
"Chen C., Feng N., Guo Q., Li Z., Li X., Ding J., Wang L., Wan H., Guan G.","Template-directed fabrication of MIL-101(Cr)/mesoporous silica composite: Layer-packed structure and enhanced performance for CO2 capture",2018,"Journal of Colloid and Interface Science","10.1016/j.jcis.2017.12.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037542142&doi=10.1016%2fj.jcis.2017.12.014&partnerID=40&md5=0a4041505b1bc59665d003c309c02164","A novel hybrid material constituted of MIL-101(Cr) and mesoporous silica was successfully assembled through an in-situ hydrothermal method. The MCM−41 with well-ordered mesopores acted as the structure-directing agent, which regulated the growth of MIL-101(Cr) crystals along a certain direction and restricted the expansion of framework. Meanwhile, the hydroxyl groups existed in MCM−41 preferentially coordinated with the Cr3+ centers in MOF, followed by the layer-packed arrangement of MIL-101(Cr) nanocrystals on the surface of matrix. The structural characterizations further revealed that the introduction of MCM−41 could increase the micropore volume and specific surface area. The MIL-101(Cr)@MCM−41 exhibited higher CO2 uptake capacity and adsorption rate compared with the original MIL-101(Cr) at 298 K and 1 bar. Via ideal adsorbed solution theory (IAST), it could be further predicted that the composite was more inclined to adsorb CO2 than N2. The calculated isosteric heats of CO2 adsorption and desorption activation energy demonstrated that the interaction between CO2 molecules and the composite was also enhanced. The as-prepared MIL-101(Cr)@MCM−41 showed good reusability and could be easily regenerated without any reduction in its CO2 adsorption capacity. Hence, this study opened up a new pathway for designing hierarchical porous structured MOF-based materials with advanced gas separation performance. © 2017 Elsevier Inc.","CO2 capture; Composite material; MCM−41; Micro-mesoporous; MIL-101(Cr); Template-directed synthesis","Activation energy; Adsorption; Characterization; Composite materials; Crystal structure; Hybrid materials; Reusability; Silica; CO2 capture; Gas separation performance; Ideal adsorbed solution theories (IAST); Mesoporous; MIL-101(Cr); Structural characterization; Structure directing agents; Template-directed synthesis; Carbon dioxide; carbon dioxide; hydroxyl group; mesoporous silica nanoparticle; nanocomposite; nanocrystal; nitrogen; adsorption; Article; chemical structure; desorption; infrared spectroscopy; molecular dynamics; nanofabrication; priority journal; scanning electron microscopy; separation technique; surface property; theory; volume; X ray powder diffraction",Article,Scopus
"Zhang X., Yang Y., Huang W., Yang Y., Wang Y., He C., Liu N., Wu M., Tang L.","g-C3N4/UiO-66 nanohybrids with enhanced photocatalytic activities for the oxidation of dye under visible light irradiation",2018,"Materials Research Bulletin","10.1016/j.materresbull.2017.11.028","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034657157&doi=10.1016%2fj.materresbull.2017.11.028&partnerID=40&md5=75a38bc9d0271e5a5f37798ce2b3122a","In this study, g-C3N4 nanosheets coated UiO-66 nanohybrids were fabricated via a simple solvothermal method. The physicochemical parameters, structural and electrochemical properties of g-C3N4/UiO-66 nanohybrids (CNUO-x) were investigated. The nanohybrids were systematically characterized by XRD, FT-IR, TGA, TEM, SEM, EDS elemental mappings, XPS, N2 adsorption-desorption isotherms, PL and DRS. It was found that the addition of moderate g-C3N4 could enhance the separation and migration rate of photo-induced charges, consequently leading to the increase of photocatalytic efficiency. The CNUO-1 nanohybrid exhibited better photocatalytic activity for the oxidation of Rh B under visible light irradiation, and displayed about 6.0 and 3.3 times faster than that of g-C3N4 and UiO-66, respectively. Meanwhile, the nanohybrid showed excellent stability and reusability in four cyclic experiments. Finally, the increased photocatalytic reaction mechanism was also proposed. [rad]O2−, h+ and [rad]OH were further found to be the main active contributors. © 2017 Elsevier Ltd","g-C3N4; Photocatalysis; Rhodamine B; UiO-66; Visible light","Image enhancement; Irradiation; Nanostructured materials; Photocatalysis; Photodegradation; Reusability; g-C3N4; Photocatalytic activities; Photocatalytic efficiency; Physicochemical parameters; Rhodamine B; UiO-66; Visible light; Visible-light irradiation; Light",Article,Scopus
"Zhang H., Zhang Q., Zhang L., Pei T., Dong L., Zhou P., Li C., Xia L.","Acidic polymeric ionic liquids based reduced graphene oxide: An efficient and rewriteable catalyst for oxidative desulfurization",2018,"Chemical Engineering Journal","10.1016/j.cej.2017.10.042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033486508&doi=10.1016%2fj.cej.2017.10.042&partnerID=40&md5=adf990ecefb86dcfb49d83f6323f2df5","A new type of graphene-based catalyst with rewriteable function was designed and synthesized based on poly(1-vinyl-3-ethylimidazolium bromide) modified and reduced graphene oxide (denoted as poly[ViEtIm]Br-rGO). The modified polymeric ionic liquid poly[ViEtIm]Br not only acted as interlink between the polar catalytic anion and the non-polar graphene substrate, but also endowed the favorable dispersibility of poly[ViEtIm]Br-rGO in ionic liquid, leading to the adequate exposure of immobilized catalytic sites during the process of desulfurization. Moreover, due to the reversible anion-exchange property of the modified poly[ViEtIm]Br, various anions of Brønsted acids or heteropolyacids could be sequentially ‘written in’ or ‘erased’ on the nanosheets of rGO for desulfurization, thus establishing a green model for screening suitable catalysts based only on the limits of the same carrier. Such a rewriteable cycle was confirmed and monitored by characterization of TEM, FTIR spectroscopy and X-ray photoelectron spectroscopy (XPS). Based on this catalyst screening process of a rewriteable cycle, poly[ViEtIm][PW12O40]-rGO, a heteropolyanoin modified rGO, was selected as the optimized catalyst. Benefiting from the synergistic effects between rGO and acidic anions, together with the large surface area and open two-dimensional structure of rGO, poly[ViEtIm][PW12O40]-rGO was found to exhibit an excellent catalytic performance toward various sulfur-containing compounds. Furthermore, the outstanding reusability of poly[ViEtIm][PW12O40]-rGO was also displayed owing to its structural stability. It was found that the sulfur removal efficiency of DBT could still reach 98.0% after the catalyst poly[ViEtIm][PW12O40]-rGO had even been recycled eight times. © 2017 Elsevier B.V.","Desulfurization; Graphene-based catalyst; Polymeric ionic liquids; Reversible anion-exchange; Rewriteable function","Catalysis; Catalysts; Desulfurization; Fourier transform infrared spectroscopy; Ion exchange; Ionic liquids; Ions; Liquids; Negative ions; Polymers; Reusability; Stability; Sulfur; Sulfur compounds; X ray photoelectron spectroscopy; Anion exchange; Anion-exchange properties; Oxidative desulfurization; Polymeric ionic liquids; Reduced graphene oxides; Sulfur containing compound; Sulfur removal efficiency; Two-dimensional structures; Graphene",Article,Scopus
"Ponnaiah S.K., Periakaruppan P., Vellaichamy B., Nagulan B.","Efficacious separation of electron–hole pairs in CeO2-Al2O3 nanoparticles embedded GO heterojunction for robust visible-light driven dye degradation",2018,"Journal of Colloid and Interface Science","10.1016/j.jcis.2017.10.058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032853743&doi=10.1016%2fj.jcis.2017.10.058&partnerID=40&md5=069035f62cf577626c645ecf7a216c82","Herein, we have developed a facile and one pot synthesis of ternary CeO2-Al2O3@GO nanocomposite via wet chemical method. The structural and morphological characteristics of the synthesized nanocomposite was investigated using UV–DRS, FT-IR, XRD, FE-SEM, HR-TEM, EDX and TGA analysis. The CeO2-Al2O3@GO composite was tested for its ability to photocatalytically degrade Rhodamine B (RhB) under visible light illumination. The influence of various operational parameters such as pH, catalyst dosage and initial dye concentration on the photo degradation was investigated in detail. The synthesized CeO2-Al2O3@GO composite shows greater photocatalytic degradation of RhB (99.0%) under visible light irradiation than the raw CeO2, Al2O3, and GO catalysts and any other reported nanocomposite materials. The recyclability results also demonstrate the excellent stability and reusability of the CeO2-Al2O3@GO nanocomposite. This work will be beneficial in the field of industrial and engineering applications in the degradation of organic pollutants. Also, a study of this kind will definitely stimulate many researches in the recently emerging field of solar-driven water splitting. © 2017 Elsevier Inc.","Nanocomposite; Photocatalytic activity; Rhodamine B; Synthesis; Visible light","Aluminum compounds; Catalysts; Cerium compounds; Heterojunctions; Nanocomposites; Organic pollutants; Photodegradation; Reusability; Rhodium compounds; Synthesis (chemical); Water treatment; Engineering applications; Initial dye concentration; Morphological characteristic; Photo catalytic degradation; Photocatalytic activities; Rhodamine B; Visible light; Visible-light irradiation; Light; aluminum oxide; cerium oxide nanoparticle; dye; graphene oxide; nanocomposite; rhodamine B; Article; catalyst; chemical structure; degradation; diffuse reflectance spectroscopy; electron; field emission scanning electron microscopy; illumination; infrared spectroscopy; light; morphological trait; one pot synthesis; pH; photocatalysis; photodegradation; pollutant; priority journal; thermogravimetry; transmission electron microscopy; ultraviolet spectrophotometry; X ray diffraction",Article,Scopus
"Mohamed G., Djamila B.","Properties of dune sand concrete containing coffee waste",2018,"MATEC Web of Conferences","10.1051/matecconf/201714901039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042409508&doi=10.1051%2fmatecconf%2f201714901039&partnerID=40&md5=60be1c6e0d09f4080d3abc2500bbdd41","In the last years, an increase of coffee beverages consumption has been observed all over the world; and its consumption increases the waste coffee grounds which will become an environmental problems. Recycling of this waste to produce new materials like sand concrete appears as one of the best solutions for reduces the problem of pollution. This work aims to study the possibility of recycling waste coffee grounds (Spent Coffee Grounds (SCG)) as a fine aggregate by replacing the sand in the manufacturing of dune sand concrete. For this; sand concrete mixes were prepared with substitution of sand with the spent coffee grounds waste at different percentage (0%, 5%, 10%, 15% and 20% by volume of the sand) in order to study the influence of this wastes on physical (Workability, bulk density and porosity), mechanical (compressive and flexural strength) and Thermal (Thermal conductivity and thermal diffusivity) properties of dune sand concrete. The results showed that the use of spent coffee grounds waste as partial replacement of natural sand contributes to reduce workability, bulk density and mechanical strength of sand concrete mixes with an increase on its porosity. However, the thermal characteristics are improved and especially for a level of 15% and 20% of substitution. So, it is possible to obtain an insulating material which can be used in the various types of structural components. This study ensures that reusing of waste coffee grounds in dune sand concrete gives a positive approach to reduce the cost of materials and solve some environmental problems. © The Authors, published by EDP Sciences, 2018.",,"Concrete mixers; Concretes; Mechanical properties; Porosity; Problem solving; Recycling; Stability; Thermal conductivity; Coffee beverages; Compressive and flexural strengths; Environmental problems; Partial replacement; Reusing of wastes; Spent coffee grounds; Structural component; Thermal characteristics; Sand",Conference Paper,Scopus
"Kesawan S., Mahendran M.","Post-fire mechanical properties of cold-formed steel hollow sections",2018,"Construction and Building Materials","10.1016/j.conbuildmat.2017.11.077","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034966931&doi=10.1016%2fj.conbuildmat.2017.11.077&partnerID=40&md5=cdf5b7e509f597d0d0b38f6c489865da","Cold-formed steel hollow sections are extensively used in building construction due to their potential benefits over hot-rolled and open cold-formed steel sections. Their performance in fire is important for successful structural applications while their post-fire residual capacities are also important to assess the extent of their fire damage and reusability with and without strength enhancing techniques. This paper presents the details of an experimental investigation on the post-fire mechanical properties of cold-formed steel hollow sections. Tensile tests were performed on coupons exposed to elevated temperatures varying from 100 to 800 °C and then cooled down to room temperature. These coupons were cut from cold-formed steel square and rectangular hollow sections with varying thicknesses and grades. The results from this investigation provided post-fire stress-strain curves, yield strengths, ultimate strengths and elastic modulus, and their reduction pattern. They show that the post-fire mechanical properties of cold-formed steel hollow sections are different to those of open cold-formed channel and hot-rolled sections. New predictive equations were proposed to determine the post-fire mechanical property reduction factors. Post-fire mechanical properties were also compared with their elevated temperature mechanical properties to evaluate their strength gain after cooling down. This paper also evaluates various strength enhancement techniques for use with fire damaged cold-formed steel hollow sections. © 2017 Elsevier Ltd","Cold-formed steel structures; Fire damaged structures; Hollow sections; Mechanical properties; Post-fire behaviour","Mechanical properties; Reusability; Stainless steel; Stress-strain curves; Studs (structural members); Tensile testing; Yield stress; Cold formed steel section; Cold-formed steel structures; Elevated temperature mechanical property; Experimental investigations; Fire-damaged structure; Hollow section; Post-fire; Square and rectangular hollow sections; Fires",Article,Scopus
"Lu P., Chen W., Fan J., Ghaban R., Zhu M.","Thermally Triggered Nanocapillary Encapsulation of Lauric Acid in Polystyrene Hollow Fibers for Efficient Thermal Energy Storage",2018,"ACS Sustainable Chemistry and Engineering","10.1021/acssuschemeng.7b04259","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041480244&doi=10.1021%2facssuschemeng.7b04259&partnerID=40&md5=ab6d3ffaa85ec85a60f4639ac22c24f3","This article describes a green approach to the transportation and encapsulation of lauric acid (LA), a natural food-grade phase change material (PCM), in polystyrene (PS) hollow fibers. By simply tuning the temperature, the obtained LAPS composite fibers achieved an unprecedented thermal energy storage capacity up to 81.6% of pristine LA. This capacity was higher than the reported values in the literature which were generally less than 50%. The thermally triggered nanocapillary transportation and encapsulation of LA did not alter the size and morphology of PS hollow fibers. Furthermore, the LA was contained inside PS hollow fibers, leaving the interfiber space and surface free of LA. Direct SEM observation, IR spectra, Raman spectra, XRD diffractograms, and simultaneous TGA-DSC thermograms of LAPS composite fibers proved that the amount of encapsulated LA declined with the elevation of temperature. The distribution of LA in PS hollow fibers was found to be homogeneous across the membrane by TGA and SEM. Further, the LAPS composite fibers demonstrated a robust cycling stability and reusability without notable deterioration of thermal storage capacity during 100 continuous heating-cooling cycles. Also, the composite fibers showed excellent structural stability without any fiber rupture or LA leakage during prolonged and repeated heating-cooling cycles. © 2017 American Chemical Society.","Capillary force; Lauric acid; Phase change material; Polystyrene hollow fibers; Thermal energy storage","Energy storage; Food storage; Heat storage; Materials handling; Phase change materials; Polystyrenes; Reusability; Saturated fatty acids; Stability; Storage (materials); Thermal energy; Capillary force; Continuous heating; Cycling stability; Heating-cooling cycle; Hollow fiber; Interfiber spaces; Lauric acid; Structural stabilities; Fibers",Article,Scopus
