Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Opelt C.V., Souza C.S.R., Marlet J.M.F., Cândido G.M., Rezende M.C.","37093642900;57162250700;57194179179;57211220626;7005426532;","Compression failure modes of carbon fiber fabric scraps - Epoxy laminates",2015,"ICCM International Conferences on Composite Materials","2015-July",,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053116436&partnerID=40&md5=530b063ea795e7f74d5319ab425d5b5d","Department of Aeronautical and Mechanical Engineering, Technological Institute of Aeronautics Praça Marechal, Eduardo Gomes 50, São José dos Campos - SP, 12228-900, Brazil; Embraer S.A. - Matriz, Avenida Brigadeiro Faria Lima 2170, São José dos Campos, SP  12227-901, Brazil; Graduate Program in Materials Science and Engineering, São Paulo Federal University - UNIFESP, Rua Talim 330, São José dos Campos, SP  12247-014, Brazil","Opelt, C.V., Department of Aeronautical and Mechanical Engineering, Technological Institute of Aeronautics Praça Marechal, Eduardo Gomes 50, São José dos Campos - SP, 12228-900, Brazil; Souza, C.S.R., Department of Aeronautical and Mechanical Engineering, Technological Institute of Aeronautics Praça Marechal, Eduardo Gomes 50, São José dos Campos - SP, 12228-900, Brazil, Embraer S.A. - Matriz, Avenida Brigadeiro Faria Lima 2170, São José dos Campos, SP  12227-901, Brazil; Marlet, J.M.F., Embraer S.A. - Matriz, Avenida Brigadeiro Faria Lima 2170, São José dos Campos, SP  12227-901, Brazil; Cândido, G.M., Graduate Program in Materials Science and Engineering, São Paulo Federal University - UNIFESP, Rua Talim 330, São José dos Campos, SP  12247-014, Brazil; Rezende, M.C., Department of Aeronautical and Mechanical Engineering, Technological Institute of Aeronautics Praça Marechal, Eduardo Gomes 50, São José dos Campos - SP, 12228-900, Brazil, Graduate Program in Materials Science and Engineering, São Paulo Federal University - UNIFESP, Rua Talim 330, São José dos Campos, SP  12247-014, Brazil","The composite prepreg waste is still an environmental challenge. In the last decade, several researchers have been studying the recycling and reuse processes of composite components, mainly to use in secondary (non-structural) components. In this paper, uncured aerospace grade prepreg scraps resulted from the production waste were used to manufacture laminates. The carbon reinforcement of the prepreg presented plain weave style fabric. The manufacture used was hand lay-up process positioning the scraps randomly without respecting the preferred directions of the warp and weft. Therefore, the resulting laminate is multidirectional (in the plane) and orthotropic. The cure was performed in autoclave at the maximum temperature of (180 ± 1)°C and pressure of 100 psi. This laminate was tested in compression according to standard SACMA SEM 1R-94. The results show an average compression resistance equivalent to that of laminates produced with continuous layers, although with a higher dispersion. In order to understand this variation, the fracture surfaces of the laminates were analyzed by scanning electron microscopy (SEM) in order to identify the failure modes. The specimens present shear and interlaminar failure modes, in addition to a mixed mode of failure (a transition between the shear and interlaminar failures). For the same specimen, the analysis of the internal arrangement of the fibers shows that changes in failure modes occur in regions where the carbon fabric is not continuous, i.e. there are junctions of scraps. It was also observed that none of the compression tests resulted in catastrophic failure of the specimens, possibly due to a greater resistance to fracture growth in the presence of mixed failure mode. © 2015 International Committee on Composite Materials. All rights reserved.","Carbon fiber; Compression testing; Epoxy; Failure modes",,Conference Paper,"Final","",Scopus,2-s2.0-85053116436
"Traykova M., Metalkova-Markova M.","56646438100;57189462764;","Potential for an adaptive reuse of a national cultural property building-case study of a former sugar factory in Sofia, Bulgaria",2015,"IABSE Conference, Geneva 2015: Structural Engineering: Providing Solutions to Global Challenges - Report",,,,"451","457",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971290240&partnerID=40&md5=a33d15756f1325b7eb332f0906f9b6a9","University of Architecture, Civil Engineering and Geodesy, Faculty of Civil Engineering, Sofia, Bulgaria; University of Architecture, Civil Engineering and Geodesy, Faculty of Architecture, Sofia, Bulgaria","Traykova, M., University of Architecture, Civil Engineering and Geodesy, Faculty of Civil Engineering, Sofia, Bulgaria; Metalkova-Markova, M., University of Architecture, Civil Engineering and Geodesy, Faculty of Architecture, Sofia, Bulgaria","This paper addresses a possibility for an adaptive reuse of the historic compound known as the ""Sugar Factory"" (""Zaharna Fabrika"") in Sofia city, the capital of Bulgaria. The compound consists of several buildings and it is a national cultural property of Bulgaria. The main buildings are ""Big Factory Building"" and ""Small Factory Building"". Both buildings are typical representative of an industrial construction system and architecture from the end of the 19th century. This paper will try to draw a possible positive future scenario of this national cultural treasure (at present a private property) where an adaptive reuse of the existing buildings would take into account the actual conditions of its structural elements, reconsider a large palette of new type of mixed use functions in order to transform the historic compound into a new ""cultural heart"" of the city of Sofia.","Adaptive reuse; Historic buildings; Structural preservation","Buildings; Structural design; Sugar factories; Actual conditions; Adaptive re use; Cultural properties; Factory building; Historic buildings; Industrial construction; Private property; Structural elements; Historic preservation",Conference Paper,"Final","",Scopus,2-s2.0-84971290240
"Wang L., Webster M.D., Hajjar J.F.","56642669400;7202298585;34769569000;","Behavior of deconstructable steel-concrete shear connection in composite beams",2015,"Structures Congress 2015 - Proceedings of the 2015 Structures Congress",,,,"876","887",,10,"10.1061/9780784479117.075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929242318&doi=10.1061%2f9780784479117.075&partnerID=40&md5=b11dc1b1454abb8f80fdf4723e4c18ea","Department of Civil and Environmental Engineering, Northeastern University, Boston, MA  02115, United States; Senior Staff II-Structures, Simpson Gumpertz and Heger Inc., Waltham, MA  02453, United States","Wang, L., Department of Civil and Environmental Engineering, Northeastern University, Boston, MA  02115, United States; Webster, M.D., Senior Staff II-Structures, Simpson Gumpertz and Heger Inc., Waltham, MA  02453, United States; Hajjar, J.F., Department of Civil and Environmental Engineering, Northeastern University, Boston, MA  02115, United States","A new deconstructable composite floor system consisting of precast concrete planks and deconstructable clamping connections is proposed to promote sustainable design of composite floor systems within steel buildings through comprehensive reuse of all key structural components. A pushout test setup has been developed to study the clamping connector behavior experimentally. Finite element analysis results are presented to investigate the strength and ductility of the deconstructable shear connectors and study the effects of the analysis parameters. The scope of the project also includes beam and diaphragm tests to study the flexural and in-plane behavior of the structural system.",,"Concretes; Finite element method; Floors; Precast concrete; Shear flow; Sustainable development; Composite floor systems; Shear connections; Shear connector; Steel buildings; Strength and ductilities; Structural component; Structural systems; Sustainable design; Structural design",Conference Paper,"Final","",Scopus,2-s2.0-84929242318
"Bures M.","14015114200;","Model for evaluation and cost estimations of the automated testing architecture",2015,"Advances in Intelligent Systems and Computing","353",,,"781","787",,7,"10.1007/978-3-319-16486-1_77","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926344201&doi=10.1007%2f978-3-319-16486-1_77&partnerID=40&md5=263a76320e284d4e478d7e94817920f0","Department of Computer Science, Czech Technical University in Prague Prague, Czech Republic","Bures, M., Department of Computer Science, Czech Technical University in Prague Prague, Czech Republic","In the automated testing, finding an optimal architecture of the scripts and level of structuring to reusable objects from an economic point of view could become a challenging task. The optimality of the architecture of automated test scripts is context dependent and many factors are playing role in the final economics of the test automation project. To support this task with an exact method, we propose a model for evaluation of the automated testing architecture. This model is based on principal structural elements, which can be identified in the automated test scripts. Elements are then composed the particular architecture and for each of them, a set of properties and metrics are defined. Using the proposed metrics, more accurate estimations of implementation and maintenance costs can be performed for the particular architecture and test automation case, especially reflecting duplicity and reuse ratio of the code. © Springer International Publishing Switzerland 2015.","Architecture of Automated Test Scripts; Economics; Estimations; Implementation Costs; Maintenance; Model; Reusable Objects; Test Automation","Architecture; Costs; Economics; Estimation; Information systems; Maintenance; Models; Testing; Accurate estimation; Automated test; Automated testing; Implementation cost; Optimal architecture; Reusable Objects; Structural elements; Test Automation; Automation",Conference Paper,"Final","",Scopus,2-s2.0-84926344201
"Whelan M.J., Tempest B.Q., Scott D.B.","7103060850;36141369700;57217667820;","Influence of fire damage on the modal parameters of a prestressed concrete double-tee joist roof",2014,"Structural Control and Health Monitoring","21","11",,"1335","1346",,5,"10.1002/stc.1651","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908069040&doi=10.1002%2fstc.1651&partnerID=40&md5=d0c983f4aacb5fcbcc26c9b4c704e50f","Department of Civil and Environmental Engineering, University of North Carolina at Charlotte, 9201 University City Boulevard, Charlotte, NC  28223-0001, United States","Whelan, M.J., Department of Civil and Environmental Engineering, University of North Carolina at Charlotte, 9201 University City Boulevard, Charlotte, NC  28223-0001, United States; Tempest, B.Q., Department of Civil and Environmental Engineering, University of North Carolina at Charlotte, 9201 University City Boulevard, Charlotte, NC  28223-0001, United States; Scott, D.B., Department of Civil and Environmental Engineering, University of North Carolina at Charlotte, 9201 University City Boulevard, Charlotte, NC  28223-0001, United States","This paper examines the influence of fire damage on experimentally measurable modal parameters to explore the potential role of vibration-based structural identification in post- fire condition assessment. Experimental modal analysis of a precast, prestressed concrete roof comprised of modular double-tee joists was performed following exposure to an accidental fire. Empirical evidence of localized structural degradation is identified in the mode shapes, which suggests that modal parameters are sensitive to fire-induced damage in prestressed concrete members. Additionally, measured out-of-plane global modes are correlated with finite element simulations using a model of the as-built roof as well as a model updated using a large set of impact-echo measurements across the double-tee roof to spatially map localized reductions in stiffness. The comparisons support the experimental conclusions and further demonstrate that, by coupling nondestructive techniques, it is possible to construct a validated analytical model of structural components with sufficient fidelity to assess suitability for rehabilitation and reuse. With further development, vibration-based monitoring and structural identification may be an attractive alternative to physical load testing, particularly when the risk of structural collapse under proof testing loads is high. Copyright © 2014 John Wiley & Sons, Ltd.","Experimental modal analysis; Fire damage; Risk monitoring; Structural identification; Vibration monitoring","Composite beams and girders; Damage detection; Fire hazards; Fires; Load testing; Modal analysis; Precast concrete; Prestressed concrete; Risk assessment; Roofs; Structural analysis; Structural panels; Experimental modal analysis; Fire damages; Risk monitoring; Structural identification; Vibration monitoring; Vibration analysis",Article,"Final","",Scopus,2-s2.0-84908069040
"Huang R., Zhang S., Bai X., Xu C.","56506045900;35147458400;7201892916;56306756900;","Multi-level structuralized model-based definition model based on machining features for manufacturing reuse of mechanical parts",2014,"International Journal of Advanced Manufacturing Technology","75","5-8",,"1035","1048",,50,"10.1007/s00170-014-6183-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911005067&doi=10.1007%2fs00170-014-6183-y&partnerID=40&md5=15969f3bbe6b3195bef91a7685b3b180","The Key Laboratory of Contemporary Designing and Integrated Manufacturing Technology, Ministry of Education of China, Northwestern Polytechnical University, Xi’an, 710072, China","Huang, R., The Key Laboratory of Contemporary Designing and Integrated Manufacturing Technology, Ministry of Education of China, Northwestern Polytechnical University, Xi’an, 710072, China; Zhang, S., The Key Laboratory of Contemporary Designing and Integrated Manufacturing Technology, Ministry of Education of China, Northwestern Polytechnical University, Xi’an, 710072, China; Bai, X., The Key Laboratory of Contemporary Designing and Integrated Manufacturing Technology, Ministry of Education of China, Northwestern Polytechnical University, Xi’an, 710072, China; Xu, C., The Key Laboratory of Contemporary Designing and Integrated Manufacturing Technology, Ministry of Education of China, Northwestern Polytechnical University, Xi’an, 710072, China","Model-based definition (MBD) is a new strategy of managing engineering and business processes using 3D models as complete information sources. However, due to lack of feature-based data model representation approach, current MBD models cannot be applied well in manufacturing domain. In this paper, a new multi-level structuralized MBD model based on machining features for manufacturing reuse is presented to capture the abstract information, detailed feature interaction information, and machining semantics information involved. Firstly, the machining features are recognized from an MBD model, which are taken as the machining semantics carrier. Then, the coupled machining feature cluster is introduced to construct the greater granularity’s independent structural element than machining feature, which describes the feature interactions. Finally, the MBD model is structured based on machining features and coupled machining feature clusters in a hierarchical way. In the experiments, some aircraft structural parts are utilized to verify our approach for manufacturing reuse, and the experimental results are analyzed at length to show the application effectiveness of the multi-level structuralized MBD model. © 2014, Springer-Verlag London.","Feature interaction; Machining semantics; Manufacturing reuse; Structuralized MBD model","Semantics; Aircraft structural parts; Complete information; Feature interactions; Manufacturing domains; Model representation; Model-based definitions; Semantics Information; Structural elements; Manufacture",Article,"Final","",Scopus,2-s2.0-84911005067
"Jiménez-Franco M.V., Martínez J.E., Calvo J.F.","36651039700;7404311984;7202535029;","Lifespan analyses of forest raptor nests: Patterns of creation, persistence and reuse",2014,"PLoS ONE","9","4","e93628","","",,14,"10.1371/journal.pone.0093628","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899536547&doi=10.1371%2fjournal.pone.0093628&partnerID=40&md5=d111c74482aebfe18c69e8bf53effda0","Departamento de Ecología e Hidrología, Universidad de Murcia, Murcia, Spain; Bonelli's Eagle Study and Conservation Group, Murcia, Spain","Jiménez-Franco, M.V., Departamento de Ecología e Hidrología, Universidad de Murcia, Murcia, Spain; Martínez, J.E., Departamento de Ecología e Hidrología, Universidad de Murcia, Murcia, Spain, Bonelli's Eagle Study and Conservation Group, Murcia, Spain; Calvo, J.F., Departamento de Ecología e Hidrología, Universidad de Murcia, Murcia, Spain","Structural elements for breeding such as nests are key resources for the conservation of bird populations. This is especially true when structural elements require a specific and restricted habitat, or if the construction of nests is costly in time and energy. The availability of nesting-platforms is influenced by nest creation and persistence. In a Mediterranean forest in southeastern Spain, nesting-platforms are the only structural element for three forest-dwelling raptor species: booted eagle Aquila pennata , common buzzard Buteo buteo and northern goshawk Accipiter gentilis. From 1998 to 2013, we tracked the fate of 157 nesting-platforms built and reused by these species with the aim of determining the rates of creation and destruction of nesting-platforms, estimating nest persistence by applying two survival analyses, describing the pattern of nest reuse and testing the effects of nest use on breeding success. Nest creation and destruction rates were low (0.14 and 0.05, respectively). Using Kaplan Meier survival estimates and Cox proportional-hazards regression models we found that median nest longevity was 12 years and that this was not significantly affected by nest characteristics, nest-tree dimensions, nest-builder species, or frequency of use of the platform. We also estimated a transition matrix, considering the different stages of nest occupation (vacant or occupied by one of the focal species), to obtain the fundamental matrix and the average life expectancies of nests, which varied from 17.9 to 19.7 years. Eighty six percent of nests were used in at least one breeding attempt, 67.5% were reused and 17.8% were successively occupied by at least two of the study species. The frequency of nest use had no significant effects on the breeding success of any species. We conclude that nesting-platforms constitute an important resource for forest raptors and that their longevity is sufficiently high to allow their reuse in multiple breeding attempts. © 2014 Jiménez-Franco et al.",,"Accipiter gentilis; Aquila pennata; article; breeding success; Buteo buteo; controlled study; forest; life expectancy; lifespan; longevity; mathematical analysis; nesting; nonhuman; raptor; species difference; animal; breeding; female; nesting; physiology; proportional hazards model; raptor; Southern Europe; time; Animals; Breeding; Female; Forests; Mediterranean Region; Nesting Behavior; Proportional Hazards Models; Raptors; Species Specificity; Time Factors",Article,"Final","",Scopus,2-s2.0-84899536547
"Nagler L., Rong P., Schanz M., Von Estorff O.","36009162900;55832628300;7003395582;7004252354;","Sound transmission through a poroelastic layered panel",2014,"Computational Mechanics","53","4",,"549","560",,2,"10.1007/s00466-013-0916-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899442052&doi=10.1007%2fs00466-013-0916-x&partnerID=40&md5=107798905581e1cb714184aef0a9006d","Institute of Applied Mechanics, Graz University of Technology, Graz, Austria; Department of Acoustics and Vibrations, BMW Group, Munich, Germany; Institute of Modelling and Computation, Hamburg University of Technology, Hamburg, Germany","Nagler, L., Institute of Applied Mechanics, Graz University of Technology, Graz, Austria; Rong, P., Department of Acoustics and Vibrations, BMW Group, Munich, Germany; Schanz, M., Institute of Applied Mechanics, Graz University of Technology, Graz, Austria; Von Estorff, O., Institute of Modelling and Computation, Hamburg University of Technology, Hamburg, Germany","Multi-layered panels are often used to improve the acoustics in cars, airplanes, rooms, etc. For such an application these panels include porous and/or fibrous layers. The proposed numerical method is an approach to simulate the acoustical behavior of such multi-layered panels. The model assumes plate-like structures and, hence, combines plate theories for the different layers. The poroelastic layer is modelled with a recently developed plate theory. This theory uses a series expansion in thickness direction with subsequent analytical integration in this direction to reduce the three dimensions to two. The same idea is used to model either air gaps or fibrous layers. The latter are modeled as equivalent fluid and can be handled like an air gap, i.e., a kind of 'air plate' is used. The coupling of the layers is done by using the series expansion to express the continuity conditions on the surfaces of the plates. The final system is solved with finite elements, where domain decomposition techniques in combination with preconditioned iterative solvers are applied to solve the final system of equations. In a large frequency range, the comparison with measurements shows very good agreement. From the numerical solution process it can be concluded that different preconditioners for the different layers are necessary. A reuse of the Krylov subspace of the iterative solvers pays if several excitations have to be computed but not that much in the loop over the frequencies. © 2013 Springer-Verlag Berlin Heidelberg.","Iterative solver with recycling subspace; Multilayered panels; Plate; Poroelasticity; Sound transmission","Acoustic wave transmission; Air; Architectural acoustics; Domain decomposition methods; Iterative methods; Numerical methods; Plating; Transmissions; Analytical integration; Comparison with measurements; Continuity conditions; Domain decomposition techniques; Iterative solvers; Multilayered panels; Poro-elasticity; Sound transmission; Plates (structural components)",Article,"Final","",Scopus,2-s2.0-84899442052
"Augelli F., Mastropirro R., Ronchi L., Amigoni C.","6505605337;57205560650;55900957700;55901405900;","Conservation actions for wooden building elements in Multan",2014,"Research for Development",,,,"225","239",,,"10.1007/978-3-319-02117-1_18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060554638&doi=10.1007%2f978-3-319-02117-1_18&partnerID=40&md5=ddad40ebb4c985a29477fd7b1252ea59","Department of Architecture and Urban Studies, Politecnico di Milano, Milan, Italy; Amigoni’s Engineering Studio, Lecco, Italy","Augelli, F., Department of Architecture and Urban Studies, Politecnico di Milano, Milan, Italy; Mastropirro, R., Department of Architecture and Urban Studies, Politecnico di Milano, Milan, Italy; Ronchi, L., Department of Architecture and Urban Studies, Politecnico di Milano, Milan, Italy; Amigoni, C., Amigoni’s Engineering Studio, Lecco, Italy","In the guidelines for maintenance, conservation, and reuse in the Walled City of Multan, there are also the descriptions of the wooden elements, their decay, and structural phenomena, the best practices and bad practices for the preservation, and a technical sheet for interventions for wooden elements. Throughout the Walled City many wooden elements in the building can be seen. This material is also used in structural elements of the building. It is not unusual to see continuous street facades of pure timber curtain walling with vertically sliding shutters. These shutters are used both externally for climate control and as partitions for interior spaces. The facades of buildings can be characterized by different and important wooden architectural elements. In the glossary of materials, the wood elements are divided into these categories and the categories are further subdivided to explain the differences and varieties of these elements. The elements present different types of decay or defects, so the guidelines provide a glossary of these phenomena. Every defect or decay is described and illustrated. The best practices and bad practices for intervention with wooden elements are explained and the rules and method of inspecting wooden structures are described. In addition, the principal interventions are organized and explained in the technical sheet, where problems are identified along with their corresponding solutions. The phases of intervention are described in a step-by-step manner with accompanying drawings and important prescriptions are highlighted. Finally, the guidelines present a checklist for the inhabitants titled, “Has Your Home a Wood Structure?” This document can help inhabitants to recognize the principal problems of the wooden elements and structures. © 2014, Springer International Publishing Switzerland.","Building facade; Ground floor; Reuse design; Walled city; Wooden frame",,Book Chapter,"Final","",Scopus,2-s2.0-85060554638
"Abeyruwan S., Vempati U.D., Küçük-McGinty H., Visser U., Koleti A., Mir A., Sakurai K., Chung C., Bittker J.A., Clemons P.A., Brudz S., Siripala A., Morales A.J., Romacker M., Twomey D., Bureeva S., Lemmon V., Schürer S.C.","41260953700;7801663231;57008334100;55903031000;56155490700;57202423794;57007688300;23102709100;6507338242;57204601145;23476824800;15838027500;57007698300;6701413027;57007969600;8851659300;7005523554;6506130708;","Evolving BioAssay Ontology (BAO): Modularization, integration and applications",2014,"Journal of Biomedical Semantics","5",,"S5","","",,58,"10.1186/2041-1480-5-S1-S5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938093882&doi=10.1186%2f2041-1480-5-S1-S5&partnerID=40&md5=a150338ba38be1512276677be39d789e","Department of Computer Science, University of Miami, 1365 Memorial Drive, Coral Gables, FL  33146, United States; Center for Computational Science, University of Miami, 1320 S. Dixie Highway, Gables One Tower, Coral Gables, FL  33146, United States; The Miami Project to Cure Paralysis, 1095 NW 14th Terrace, Miami, FL  33136, United States; Department of Molecular and Cellular Pharmacology, University of Miami School of Medicine, 1120 NW 14th Street, CRB 650 (M-857), Miami, FL  33136, United States; Cambridge Center, Cambridge, MA  02142, United States; Novartis Institutes for BioMedical Research, 250 Massachusetts Avenue, Cambridge, MA  02139, United States; Thomson Reuters, 5901 Priestly Drive, Suite 200, Carlsbad, CA  92008, United States","Abeyruwan, S., Department of Computer Science, University of Miami, 1365 Memorial Drive, Coral Gables, FL  33146, United States; Vempati, U.D., Center for Computational Science, University of Miami, 1320 S. Dixie Highway, Gables One Tower, Coral Gables, FL  33146, United States; Küçük-McGinty, H., Department of Computer Science, University of Miami, 1365 Memorial Drive, Coral Gables, FL  33146, United States; Visser, U., Department of Computer Science, University of Miami, 1365 Memorial Drive, Coral Gables, FL  33146, United States; Koleti, A., Center for Computational Science, University of Miami, 1320 S. Dixie Highway, Gables One Tower, Coral Gables, FL  33146, United States; Mir, A., Center for Computational Science, University of Miami, 1320 S. Dixie Highway, Gables One Tower, Coral Gables, FL  33146, United States; Sakurai, K., The Miami Project to Cure Paralysis, 1095 NW 14th Terrace, Miami, FL  33136, United States; Chung, C., Center for Computational Science, University of Miami, 1320 S. Dixie Highway, Gables One Tower, Coral Gables, FL  33146, United States; Bittker, J.A., Cambridge Center, Cambridge, MA  02142, United States; Clemons, P.A., Cambridge Center, Cambridge, MA  02142, United States; Brudz, S., Cambridge Center, Cambridge, MA  02142, United States; Siripala, A., Novartis Institutes for BioMedical Research, 250 Massachusetts Avenue, Cambridge, MA  02139, United States; Morales, A.J., Novartis Institutes for BioMedical Research, 250 Massachusetts Avenue, Cambridge, MA  02139, United States; Romacker, M., Novartis Institutes for BioMedical Research, 250 Massachusetts Avenue, Cambridge, MA  02139, United States; Twomey, D., Novartis Institutes for BioMedical Research, 250 Massachusetts Avenue, Cambridge, MA  02139, United States; Bureeva, S., Thomson Reuters, 5901 Priestly Drive, Suite 200, Carlsbad, CA  92008, United States; Lemmon, V., Center for Computational Science, University of Miami, 1320 S. Dixie Highway, Gables One Tower, Coral Gables, FL  33146, United States, The Miami Project to Cure Paralysis, 1095 NW 14th Terrace, Miami, FL  33136, United States; Schürer, S.C., Center for Computational Science, University of Miami, 1320 S. Dixie Highway, Gables One Tower, Coral Gables, FL  33146, United States, Department of Molecular and Cellular Pharmacology, University of Miami School of Medicine, 1120 NW 14th Street, CRB 650 (M-857), Miami, FL  33136, United States","The lack of established standards to describe and annotate biological assays and screening outcomes in the domain of drug and chemical probe discovery is a severe limitation to utilize public and proprietary drug screening data to their maximum potential. We have created the BioAssay Ontology (BAO) project (http:// bioassayontology.org) to develop common reference metadata terms and definitions required for describing relevant information of low-and high-throughput drug and probe screening assays and results. The main objectives of BAO are to enable effective integration, aggregation, retrieval, and analyses of drug screening data. Since we first released BAO on the BioPortal in 2010 we have considerably expanded and enhanced BAO and we have applied the ontology in several internal and external collaborative projects, for example the BioAssay Research Database (BARD). We describe the evolution of BAO with a design that enables modeling complex assays including profile and panel assays such as those in the Library of Integrated Network-based Cellular Signatures (LINCS). One of the critical questions in evolving BAO is the following: how can we provide a way to efficiently reuse and share among various research projects specific parts of our ontologies without violating the integrity of the ontology and without creating redundancies. This paper provides a comprehensive answer to this question with a description of a methodology for ontology modularization using a layered architecture. Our modularization approach defines several distinct BAO components and separates internal from external modules and domain-level from structural components. This approach facilitates the generation/extraction of derived ontologies (or perspectives) that can suit particular use cases or software applications. We describe the evolution of BAO related to its formal structures, engineering approaches, and content to enable modeling of complex assays and integration with other ontologies and datasets. © 2014 Abeyruwan et al.",,,Article,"Final","",Scopus,2-s2.0-84938093882
"McConnell J., Wennick T., Schumacher T., Keller P., Thostenson E.T.","24921704800;56646496600;57208170429;56645800300;6602260529;","Evaluating structural steel for reuse through field monitoring",2014,"Engineering for Progress, Nature and People",,,,"3174","3181",,1,"10.2749/222137814814069985","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929441226&doi=10.2749%2f222137814814069985&partnerID=40&md5=c4d97728726340771b9f78fb2b6d3488","University of Delaware, Newark, DE, United States","McConnell, J., University of Delaware, Newark, DE, United States; Wennick, T., University of Delaware, Newark, DE, United States; Schumacher, T., University of Delaware, Newark, DE, United States; Keller, P., University of Delaware, Newark, DE, United States; Thostenson, E.T., University of Delaware, Newark, DE, United States","While reuse of structural steel would greatly reduce the environmental impact associated with civil construction, this practice is rare. The research described in this paper is aimed at addressing one of the primary reasons for this: uncertainty regarding the structural integrity of reused members. Specifically, in addition to providing an overview of the environmental benefits of reusing structural steel, this paper will review the components of a wireless instrumentation plan of a steelframed building, which includes traditional strain gauges as well as innovative carbon nanotubebased sensing skins with the intended capability of recording the full strain history of a member from its arrival at the construction site through a significant portion of its service life. The design of the instrumentation plan is motivated by the premise that the greatest concerns regarding future structural integrity in a reuse application are during construction and in the vicinity of connections.","Carbon nanotubes; Construction; Field testing; Laboratory testing; Residual stress; Reuse; Strain; Structural steel; Sustainable buildings; Wireless sensor network","Building materials; Carbon nanotubes; Construction; Environmental impact; Intelligent buildings; Nanotubes; Residual stresses; Steel construction; Strain; Structural integrity; Sustainable development; Field testing; Laboratory testing; Reuse; Structural steels; Sustainable building; Wireless sensor networks",Conference Paper,"Final","",Scopus,2-s2.0-84929441226
"Stroetmann R., Podgorski C.","6505823602;56115323600;","Sustainable design of office buildings in steel composite construction",2014,"Engineering for Progress, Nature and People",,,,"3134","3141",,,"10.2749/222137814814069976","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929429200&doi=10.2749%2f222137814814069976&partnerID=40&md5=57f41cc128c2bdda4234717829c4dcbc","Technische Universität, Dresden, Germany","Stroetmann, R., Technische Universität, Dresden, Germany; Podgorski, C., Technische Universität, Dresden, Germany","The issue of sustainability becomes more and more important in the building industry. Within the scope of the German FOSTA research project P881 ""Sustainable office buildings in steel composite construction"" [1] recommendations and planning tools for slabs and columns in consideration of structural and technical as well as economic and ecological requirements were developed. In this paper, firstly, the requirement profiles of ceiling systems and columns are demonstrated. Deepened discussed are the possibilities of an environmentally compliant design for structural components, which includes optimisations of static, ecological and economical aspects. For the purpose of reuse and considering deconstruction a systematisation of structural components as well as the environmentally compliant design are implemented. Furthermore, concepts for the increase of resource efficiency are demonstrated.","Life cycle assessment; Office buildings; Steel composite construction; Sustainability","Composite materials; Construction industry; Ecodesign; Ecology; Life cycle; Office buildings; Sustainable development; Building industry; Compliant designs; Ecological requirements; Economical aspects; Life Cycle Assessment (LCA); Resource efficiencies; Steel composites; Structural component; Construction",Conference Paper,"Final","",Scopus,2-s2.0-84929429200
