,Authors,Title,Year,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type
382,Ley D.,Forgetting postmodernism? Recuperating a social history of local knowledge,2003,10.1191/0309132503ph448oa,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141906918&doi=10.1191%2f0309132503ph448oa&partnerID=40&md5=fc3f6a4e79701c49e7c790b2bac3ae8e,"After making a substantial impact across the social sciences and humanities for more than a decade, interest in postmodernism is waning, creating an opportunity to reassess this theoretical programme free of the hyperbole that frequently surrounded discussion in the past. In its contextualism and critique of metanarratives, I approach postmodernism as a form of local knowledge, characterized as knowledge inevitably framed through the here of our collective presence and the now of our collective interests. Knowledge in short is group-centred, and chronocentric in its privileging of the current. This argument is extended to the idea and practice of modernism in the built environment, and contrasted with a postmodernism that reflexively works from an epistemology and ontology of the local. I suggest that lessons drawn from a critical postmodernism, emanating from the social movements of the 1965-75 period, have had constructive results in the built environment. As such, the legacy of postmodernism should not be forgotten as its life cycle seemingly draws to a close.",Built environment; Chronocentricity; Localism; Modernism; Postmodernism; Social space,human geography; post-modernism; social movement,Article
77,"Liu J.N.K., Wang K., He Y.-L., Wang X.-Z.",Formal representation and verification of ontology using state controlled Coloured Petri Nets,2012,10.1007/978-1-4614-1903-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897424892&doi=10.1007%2f978-1-4614-1903-7&partnerID=40&md5=c98b3def6a9badfaf1bf277f3ba1d5c2,"Ontologies are widely used in many areas. Different automatic or semiautomatic extraction techniques have been proposed for building domain ontology in recent years. The correctness of the extracted ontology, however, has often been ignored or not verified formally. With increasingly complex and sophisticated realworld domains, the issue of correctness and verification of ontology is becoming more important. This chapter proposes a formal technique for ontology representation and its verification, based on State Controlled Coloured Petri Net (SCCPN), which is a high level net combining Coloured Petri Net and State Controlled Petri Net. It provides the capability of detection and identification of potential anomalies in ontology. We first describe the formal representation of ontology by SCCPN. The definition of SCCPN for modeling ontologies and the mapping between them are presented in detail. Moreover, the ontology inference in SCCPN is also formulated with specified inference mechanisms. After modeling ontology by SCCPN, the formal verification of potential anomalies (including redundancy, circularity and contradiction) is discussed. It is based on the reachable markings generated by transition firings in the Petri nets. © Springer Science+Business Media, LLC 2012. All rights reserved.",,Formal verification; Petri nets; Software agents; Capability of detection; Coloured Petri Nets; Extraction techniques; Formal representations; Inference mechanism; Ontology representations; Real world domain; Transition firings; Ontology,Book Chapter
85,"Loebe F., Herre H.",Formal semantics and ontologies: Towards an ontological account of formal semantics,2008,10.3233/978-1-58603-923-3-49,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875951179&doi=10.3233%2f978-1-58603-923-3-49&partnerID=40&md5=1acc2737ce54797779d58ec5bee7e2e0,"Formal ontology relies on representation languages for expressing ontologies. This involves the formal semantics of these languages which is typically based on a limited set of abstract mathematical notions. In this paper, we discuss the interplay between formal semantics and the intended role of ontologies as semantic foundation. In this connection a circularity is identified if ontologies are to determine the conceptual equivalence of expressions. This is particularly relevant for ontologies which are to be provided in multiple formalisms. In order to overcome this situation, ontological semantics is generally defined as a novel kind of semantics which is purely and directly based on ontological entities. We sketch a specific application of this semantics to the syntax of first order logic. In order to beneficially rely on theoretical results and reasoning systems, an approximation of the proposed semantics in terms of the conventional approach is established. This results in a formalization method for first order logic and a translation-based variant of ontological semantics. Both variants involve an ontology for their application. In the context of developing a top-level ontology, we outline an ontology which serves as a meta-ontology in applying ontological semantics to the formalization of ontologies. Finally, resolved and remaining issues as well as related approaches are briefly discussed. © 2008 The authors and IOS Press. All rights reserved.",first order logic; formal semantics; ontological semantics; ontology,Computational linguistics; Formal logic; Ontology; Semantics; Conventional approach; First order logic; Formal Semantics; Formalization method; Mathematical notion; Reasoning system; Representation languages; Semantic foundation; Formal methods,Conference Paper
271,"Pradhan A., Akinci B., Haas C.T.",Formalisms for query capture and data source identification to support data fusion for construction productivity monitoring,2011,10.1016/j.autcon.2010.11.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954575334&doi=10.1016%2fj.autcon.2010.11.009&partnerID=40&md5=953056a7e0b42811209175d2f414e20a,"Productivity monitoring, which involves frequent monitoring and analysis of on-going construction activities, helps in assessing a project's performance and in enabling identification of opportunities for improvement. It often involves finding answers for dynamic user queries that require data to be fused from different combinations of heterogeneous data sources having different levels of detail, representations and reference systems. Digital elements of these sources are expanding exponentially, and yet fusing and processing them manually remains a challenging problem. In this paper, the authors present a formal approach for capturing dynamic user queries and identifying applicable sets of data sources from a given set of available data sources to answer such queries. This approach is an important step to enable automated and efficient multi-source data fusion. © 2010 Elsevier B.V. All rights reserved.",Computer language; Construction management; Information management; Ontology; Productivity,Computer language; Construction activities; Construction management; Construction productivity; Data source; Digital elements; Formal approach; Heterogeneous data sources; Levels of detail; Monitoring and analysis; Multisource data; Reference systems; User query; Construction industry; Data fusion; Information fusion; Information management; Ontology; Productivity; Project management; Query processing,Article
331,"Koo B., Fischer M., Kunz J.",Formalization of construction sequencing rationale and classification mechanism to support rapid generation of sequencing alternatives,2007,10.1061/(ASCE)0887-3801(2007)21:6(423),https://www.scopus.com/inward/record.uri?eid=2-s2.0-35348819914&doi=10.1061%2f%28ASCE%290887-3801%282007%2921%3a6%28423%29&partnerID=40&md5=4ce4a04fb7716510882e87ef51bb73ca,"Resequencing construction activities is a critical task for project planners for effective project control. Resequencing activities require planners to determine the impact or ""role"" an activity has on successor activities. They also need to determine the status of activities, i.e., which activities may or may not be delayed. Distinguishing the role and status of activities in turn requires planners to understand the rationale for activity sequences. The current critical path method (CPM) framework, however, represents sequencing rationale using precedence relationships and distinguishes activities only with respect to their time-criticality. Thus, planners find it difficult to keep track of individual sequencing logic, and manually inferring the role and status of activities becomes practically prohibitive in complex project schedules. The research presented in this paper addressed this limitation of the CPM framework by formalizing a constraint ontology and classification mechanism. The ontology allows planners to describe their rationale for activity sequences in a consistent and intuitive way, whereas the classification mechanism leverages the ontology to automatically infer the role and status of activities. The ontology and mechanisms were implemented in a prototype tool. With this tool, users can quickly verify which activities to delay to expedite critical milestone or bottleneck activities, thus making it possible to quickly evaluate and generate sequencing alternatives in CPM-based schedules. © 2007 ASCE.",Computer Aided Scheduling; Constraints; Construction management; Critical Path Methods,Complex project schedules; Construction managements; Critical Path Methods; Successor activities; Computer aided software engineering; Constraint theory; Critical path analysis; Engineering research; Formal logic; Ontology; Project management; Software prototyping; Construction industry,Article
194,"Han K.K., Cline D., Golparvar-Fard M.",Formalized knowledge of construction sequencing for visual monitoring of work-in-progress via incomplete point clouds and low-LoD 4D BIMs,2015,10.1016/j.aei.2015.10.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960881324&doi=10.1016%2fj.aei.2015.10.006&partnerID=40&md5=503400d5361f48d159101d38ca4e4c0d,"Over the last few years, new methods that detect construction progress deviations by comparing laser scanning or image-based point clouds with 4D BIM are developed. To create complete as-built models, these methods require the visual sensors to have proper line-of-sight and field-of-view to building elements. For reporting progress deviations, they also require Building Information Modeling (BIM) and schedule Work-Breakdown-Structure (WBS) with high Level of Development (LoD). While certain logics behind sequences of construction activities can augment 4D BIM with lower LoDs to support making inferences about states of progress under limited visibility, their application in visual monitoring systems has not been explored. To address these limitations, this paper formalizes an ontology that models construction sequencing rationale such as physical relationships among components. It also presents a classification mechanism that integrates this ontology with BIM to infer states of progress for partially and fully occluded components. The ontology and classification mechanism are validated using a Charrette test and by presenting their application together with BIM and as-built data on real-world projects. The results demonstrate the effectiveness and generality of the proposed ontology. It also illustrates how the classification mechanism augments 4D BIM at lower LoDs and WBS to enable visual progress assessment for partially and fully occluded BIM elements and provide detailed operational-level progress information. © 2015 Elsevier Ltd. All rights reserved.",Building information modeling; Sequencing knowledge; Visual construction monitoring,Classification (of information); Construction industry; Information theory; Building Information Model - BIM; Classification mechanism; Construction activities; Construction monitoring; Construction sequencing; Sequencing knowledge; Visual monitoring systems; Work breakdown structure; Architectural design,Article
72,"Fierro G., Koh J., Nagare S., Zang X., Agarwal Y., Gupta R.K., Culler D.E.",Formalizing Tag-Based Metadata With the Brick Ontology,2020,10.3389/fbuil.2020.558034,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092310442&doi=10.3389%2ffbuil.2020.558034&partnerID=40&md5=1481596d9f9fc9b06d102c1fad1111c8,"Current efforts establishing semantic metadata standards for the built environment span academia, industry and standards bodies. For these standards to be effective, they must be clearly defined and easily extensible, encourage consistency in their usage, and integrate cleanly with existing industrial standards, such as BACnet. There is a natural tension between informal tag-based systems that rely upon idiom and convention for meaning, and formal ontologies amenable to automated tooling. We present a qualitative analysis of Project Haystack, a popular tagging system for building metadata, and identify a family of inherent interpretability and consistency issues in the tagging model that stem from its lack of a formal definition. To address these issues, we present the design and implementation of the Brick+ ontology, a drop-in replacement for Brick with clear formal semantics that enables the inference of a valid Brick model from an informal Haystack model, and demonstrate this inference across five Haystack models. © Copyright © 2020 Fierro, Koh, Nagare, Zang, Agarwal, Gupta and Culler.",Brick; building management; metadata; ontologies; OWL; Project Haystack; RDF; smart buildings,,Article
297,"Ramaprasad A., Prakash A.N.",Fostering knowledge sharing in project management,2009,10.1109/HICSS.2009.222,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650760329&doi=10.1109%2fHICSS.2009.222&partnerID=40&md5=0a0fe3fe218909428f580be44bea3787,"We present an ontological analysis of the problem of fostering knowledge sharing in project management. The ontology has five dimensions derived by parsing the problem statement, namely: (a) fostering methods, (b) fostering factors, (c) fostering functions, (d) knowledge types, and (e) knowledge sharing methods. Each dimension is a taxonomy of discrete categories. The exhaustive set of combinations of categories across the five dimensions, together with appropriate connecting words and phrases, constitutes a closed description of the problem. We map (a) the extant literature on knowledge sharing, and (b) the extensive experience of one of the authors in construction project management, to these combinations to synthesize (a) the current state-of-the-knowledge on the topic, (b) the gaps in it, and (c) an agenda for further research. The method is systematic, logical, repeatable, and extensible. © 2009 IEEE.",,Construction project managements; Knowledge types; Knowledge-sharing; Ontological analysis; Problem statements; Construction industry; Ontology; Taxonomies; Project management,Conference Paper
13,"Kim J., de Leeuw E., Harris-Roxas B., Sainsbury P.",Four urban health paradigms: The search for coherence,2022,10.1016/j.cities.2022.103806,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132422663&doi=10.1016%2fj.cities.2022.103806&partnerID=40&md5=0820a7a3e4e9dbc8cedbcdbd5292c9c8,"Scholars, practitioners and policymakers view urban health based on their foundational ontologies, or paradigms, which provide a framework of norms that specifies the policy goals or research questions, the preferred policy instruments or research methodologies, and defines the nature of the urban health issue. This paper identifies four paradigms in current research and practice that address the links between the urban built environment and human health: the ‘medical-industrial city’, ‘urban health science’, ‘healthy built environment’ and ‘health social movement’ paradigms. We argue that scholars, practitioners and policymakers must recognise their diverse and sometimes contradictory views in order to create an opportunity for coherence in understanding knowledge generated from different paradigms. © 2022 The Authors",Health social movements; Healthy cities; Healthy urban planning; Medical-industrial complex; Paradigms; Urban health,model test; planning practice; planning process; policy approach; policy making; research work; social movement; urban area; urban planning,Article
250,"Mutis I., Issa R.R.A.",Framework for semantic reconciliation of construction project information,2012,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856994994&partnerID=40&md5=4d425acd1f86f461222cc6fac76f7ca4,"The characterization of the AEC domain through the employment of conceptual schemas and standards is challenged with significant problems for exchanging, sharing and integrating information between actors. Semantic gaps or lack of meaning definition at the conceptual and technical level, for example, are problems fundamentally originated through the employment of representations to map the 'world' into models in an endeavor to anticipate other actors' views, vocabulary, and even motivations. In this paper, the role of information technologies, actors, and representations is first presented within a framework of communication with the purpose of further illustrating the encountered problems in interrelating sources of information. Secondly, interoperability is examined within the context of interrelating sources of information. This explanation supports the claim that the description of concepts into some form of representation does not guarantee the understanding by other members of the community of what is described. Thirdly, an illustration of semantic reconciliation is presented through an engineering example. An approach to semantically reconcile representations is proposed through the study of the internal role of the representations. The research assumption is that if the internal role of a representation is recognized, the treatment of the conveyed semantics can be facilitated, revealing important aspects of the meanings to provide proper understanding during the transition from the source to the interpreter. Particularly, this investigation searches for the fundamental problems of semantically reconciling sources, and introduces theoretical notions from other disciplines to suggest alternative approaches for the encountered problems. Our contribution is to provide clarification of the challenge of reconciling information and to bring attention to the need for further research on the relationship of actors as social subjects and on the representation of information to the community. We anticipate the inclusion of this relationship in the research efforts will lead to a more effective sharing, exchanging, integrating, and communication of information among actors through the employment of IT. © 2011 The authors.",Communication; Conceptual models; Conceptual role semantics; Ontology; Semantics,Alternative approach; Conceptual model; Conceptual schemas; Construction projects; Fundamental problem; Integrating information; Research efforts; Semantic gap; Semantic reconciliation; Technical levels; Communication; Construction industry; Employment; Information technology; Ontology; Research; Semantics,Article
52,"Belaud J.-P., Prioux N., Vialle C., Buche P., Destercke S., Barakat A., Sablayrolles C.",Framework for sustainable management of agricultural byproduct valorization,2019,10.3303/CET1974210,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066993685&doi=10.3303%2fCET1974210&partnerID=40&md5=4c4ca31431ef95654077880292368b6d,"With the increase of the world population, waste production and its impact on the environment increase. Wastes can be an opportunity for the development of a circular economy and an industrial ecology. This paper proposes a framework based on KE, sustainability engineering and life cycle thinking for supporting decisions on agricultural by-product valorization dedicated to engineers, academics, managers and policy decision makers. Five steps describe the framework: the definition of the goal and the scope, the extraction of the relevant information from heterogeneous data source feeding ontologies, the life cycle inventory, the impact calculation assessment and the results ranking. A case study related to agricultural by-product valorization, in the biorefinery area, allows to validate the approach and the associated framework. Rice straw is transformed in glucose for bio-carburant production. Four different rice straw pretreatment processes are analyzed using a collection of data sources. The framework calculates sustainability indicators and allows to ranking the four technologies of case study supply chain. Copyright © 2019, AIDIC Servizi S.r.l.",,,Article
62,Lorenzon M.,From architectural analysis to architectural theory: City Gates as Public Spaces in Syro-Anatolian Urban Centers,2021,10.5325/JEASMEDARCHERSTU.9.3.0225,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113249524&doi=10.5325%2fJEASMEDARCHERSTU.9.3.0225&partnerID=40&md5=2146fad3ba9b1e70e147902a326b6539,"Elite and imperial architecture is usually associated with public buildings, as these structures are the more accurately designed reflection of empires’ intentions to forge identities and craft narratives through the creation and use of public spaces. In the Middle East, the urban built environment of the Iron Age is characterized by a lack of stereotypical public spaces, creating a challenge for historians and archaeologists who study architecture to determine the sociocultural impact of public buildings on communities. Thus, materiality and morphology become two important architectural features to assess architectural ontology and to understand the complex community relationship with architecture. This contribution focuses on investigating public space in the Syro-Anatolian urban centers as a concrete example of community engagement with public architecture to forge and maintain identities. © 2021 The Pennsylvania State University, University Park, PA.",Assyrian Empire; City gate; Public spaces; Syro-Anatolian kingdoms; Urban planning,,Article
136,"Calafiore A., Boella G., van der Torre L.",From georeferenced data to socio-spatial knowledge. Ontology design patterns to discover domain-specific knowledge from crowdsourced data,2018,10.1007/978-3-030-03667-6_3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067586797&doi=10.1007%2f978-3-030-03667-6_3&partnerID=40&md5=660861be0bf74b7703aa28d18a029d73,"So far, ontologies developed to support Geographic Information science have been mostly designed from a space-centered rather than a human-centered and social perspective. In the last decades, a wealth of georeferenced data is collected through sensors, mobile and web platforms from the crowd, providing rich information about people’s collective experiences and behaviors in cities. As a consequence, these new data sources require models able to make machine-understandable the social meanings and uses people commonly associate with certain places. This contribution proposes a set of reusable Ontology Design Patterns (ODP) to guide a data mining workflow and to semantically enrich the mined results. The ODPs explicitly aim at representing two facets of the geographic knowledge-the built environment and people social behavior in cities-as well as the way they interact. Modelling the interplay between the physical and the human aspects of the urban environment provides an ontology representation of the socio-spatial knowledge which can be used as baseline domain knowledge for analysing and interpreting georeferenced data collected through crowdsourcing. An experimentation using a TripAdvisor data sample to recognize food consumption practices in the city of Turin is presented. © Springer Nature Switzerland AG 2018.",Crowdsourced data; Ontology Design Pattern; Social behaviour; Socio-spatial knowledge Data mining,Crowdsourcing; Food supply; Knowledge engineering; Knowledge management; Ontology; Crowdsourced data; Data mining workflow; Domain-specific knowledge; Geographic information science; Ontology design; Ontology representations; Social behaviour; Spatial knowledge; Data mining,Conference Paper
168,"Shi L., Roman D.",From standards and regulations to executable rules: A case study in the Building Accessibility domain,2017,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027883114&partnerID=40&md5=1e71c6dbce0fe118ff6590001a23220c,Regulatory compliance check in the building industry is a complex task that involves cross-domain national and international standards and regulations. This paper introduces a refined approach to extract SWRL rules from building accessibility regulatory texts and then to transform them into executable rules for semi-automatic compliance checking of Building Information Models. The domain ontology model is a key input to the approach and is enriched by new knowledge extracted from the regulatory text. This semantic technology enhanced rule extraction approach standardized the rule extraction process by covering the whole lifecycle from regulatory text to executable rules. It is based on the open standards and applies open source tools and thereby portable and extendable. It conforms to the open BIM principle to support knowledge sharing cross domains and disciplines. The approach is also adaptable to other types of regulatory rules in the building industry.,BIM; Ontology; OWL; Regulatory compliance check; Rule extraction; Semantic annotation; SWRL,Architectural design; Building codes; Buildings; Compliance control; Computer programming languages; Construction industry; Extraction; Ontology; Semantics; Standards; Transportation; Building Information Model - BIM; Compliance checking; International standards; Rule extraction; Rule extraction process; Semantic annotations; Semantic technologies; SWRL; Regulatory compliance,Conference Paper
245,[No author name available],"Geographic Information Science - 7th International Conference, GIScience 2012, Proceedings",2012,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867611129&partnerID=40&md5=19d05f4561b37b490c4f13ec152b4f27,The proceedings contain 26 papers. The topics discussed include: automated centerline delineation to enrich the national hydrography dataset; evolution strategies for optimizing rectangular cartograms; context-aware similarity of trajectories; generating named road vector data from raster maps; an ordering of convex topological relations; toward web mapping with vector data; quantifying resolution sensitivity of spatial autocorrelation: a resolution correlogram approach; high-level event detection in spatially distributed time series; measuring the influence of built environment on walking behavior: an accessibility approach; investigations into the cognitive conceptualization and similarity assessment of spatial scenes; dynamic refuse collection strategy based on adjacency relationship between Euler cycles; ontology for the engineering of geospatial systems; and preserving detail in a combined land use ontology.,,,Conference Review
28,"Isailović D., Hajdin R.",Geometry as a common ground for BMS and BIM,2022,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133555493&partnerID=40&md5=3c3b37c3bae1e8e641692394e33bf130,"Bridge Management Systems (BMSs) are sophisticated software tools, widely used for managing bridges. Comprising a centralized database of all relevant information for the entire bridge stock and analytics to forecast bridges' condition and maintenance cost, BMSs are irreplaceable tools, used by all the National Road Authorities (NRAs) around the world. These powerful tools, although different from one another, all lack adequate visualization of bridges. Recently, numerous researcher proposed using the Building Information Models (BIMs) to address this issue. This paper presents the geometric approach of introducing BIM to BMS. Rather than trying to thoroughly connect these two robust systems on the object definition level, this approach focuses on geometry. The paper firstly shows how all the inventory information from BMS can be associated with corresponding BIM objects. Afterward, the ways to include the condition assessment data into BIM are proposed. Once the basics of the geometric approach are explained, the example of connecting BIM with BMS is presented. The example is based on KUBA, the Swiss BMS. Finally, the feasibility, as well as the challenges of the presented approach are analyzed. The analysis focused on two important questions. Firstly, it considered if BIM is capable of making workflow changes in the Infrastructure Asset Management (IAM) the same way it did it in the construction industry. Secondly, it evaluated the BIM capability to describe all the condition assessment information relevant to IAM. © 2022 IABSE Symposium Prague, 2022: Challenges for Existing and Oncoming Structures - Report. All rights reserved.",BIM; BMS; Catalog; Decomposition; IAM; Ontology,Architectural design; Bridges; Condition based maintenance; Construction industry; Bridge management system; Building Information Modelling; Catalog; Centralized data-base; Common ground; Condition assessments; Geometric approaches; Infrastructure asset management; Ontology's; Software-tools; Geometry,Conference Paper
47,"Neidhöfer C., Buechler C., Neidhöfer G., Bierbaum G., Hannet I., Hoerauf A., Parčina M.",Global Distribution Patterns of Carbapenemase-Encoding Bacteria in a New Light: Clues on a Role for Ethnicity,2021,10.3389/fcimb.2021.659753,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110080617&doi=10.3389%2ffcimb.2021.659753&partnerID=40&md5=747115df55c000cd61f0b21442a6dc3c,"Antibiotic resistance represents a major global concern. The rapid spread of opportunistically pathogenic carbapenemase-encoding bacteria (CEB) requires clinicians, researchers, and policy-makers to swiftly find solutions to reduce transmission rates and the associated health burden. Epidemiological data is key to planning control measures. Our study aims to contribute by providing an analysis of 397 unique CEB isolates detected in a tertiary hospital in Germany. We propose new findings on demographic variables to support preventive sanitary precautions in routine clinical practice. Data on detected CEB was combined with patient’s demographic and clinical information for each isolate. Multiple regression techniques were applied to estimate the predictive quality of observed differences. Our findings confirm the role of age and gender in CEB colonization patterns and indicate a role for ethnicity and domicile. Also, carbapenemase-encoding A. baumannii was most frequently introduced to the hospital, while the risk of colonization with VIM-encoding P. aeruginosa rose with the length of hospital stay. P. aeruginosa remains an important complication of prolonged hospital stays. The strong link to hospital-wastewater may have implications for hospital-built environments. A. baumannii can be efficiently controlled from spreading at hospital admission. OXA-encoding CEB being harder to detect in routine screening, targeted preventive measures, such as culture media selective for carbapenem-resistant bacteria, would be opportune for patients from selected regions. The CEB differences linked to ethnicity found in our study may further be supporting the tailoring of diagnostic approaches, as well as health policies upon confirmation by other studies and a better understanding of their global distribution. © Copyright © 2021 Neidhöfer, Buechler, Neidhöfer, Bierbaum, Hannet, Hoerauf and Parčina.",antibiotic resistance screening; carbapenem-resistant Acinetobacter baumannii; carbapenem-resistant Enterobacterales; carbapenem-resistant Enterobacteriaceae; carbapenem-resistant Gram negative bacteria; carbapenem-resistant Pseudomonas aeruginosa; carbapenemases,antibiotic agent; bacterial enzyme; beta lactamase AmpC; carbapenemase; quinolone derivative; antiinfective agent; bacterial protein; beta lactamase; carbapenemase; adult; age; antibiotic resistance; antibiotic sensitivity; Article; bacterial colonization; bacterium culture; bacterium identification; bacterium isolate; carbapenemase producing Enterobacteriaceae; clinical practice; controlled study; ethnicity; female; gender; gene ontology; geographic distribution; health care policy; hospital; hospital admission; human; Klebsiella oxytoca; Klebsiella pneumoniae; length of stay; major clinical study; male; methicillin resistant Staphylococcus aureus; middle aged; molecular epidemiology; multidrug resistance; nonhuman; prevalence; Pseudomonas aeruginosa; pulsed field gel electrophoresis; risk factor; Staphylococcus aureus; tertiary care center; Acinetobacter baumannii; epidemiology; ethnic group; genetics; Germany; microbial sensitivity test; Acinetobacter baumannii; Anti-Bacterial Agents; Bacterial Proteins; beta-Lactamases; Ethnic Groups; Germany; Humans; Microbial Sensitivity Tests; Pseudomonas aeruginosa,Article
341,"Kraft B., Retkowitz D.",Graph transformations for dynamic knowledge processing,2006,10.1109/HICSS.2006.200,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749656486&doi=10.1109%2fHICSS.2006.200&partnerID=40&md5=feafbdc4ce8cf889b0e3ab04cf7489c9,"The conceptual design phase at the beginning of the building construction process is not adequately supported by any CAD-tool. Conceptual design support needs regarding two aspects: first, the architect must be able to develop conceptual sketches that provide abstraction from constructive details. Second, conceptually relevant knowledge should be available to check these conceptual sketches. The paper deals with knowledge to formalize for conceptual design. To enable domain experts formalizing knowledge, a graph-based specification is presented that allows the development of a domain ontology and design rules specific for one class of buildings at runtime. The provided tool support illustrates the introduced concepts and demonstrates the consistency analysis between knowledge and conceptual design. © 2006 IEEE.",,Building construction; Conceptual design phase; Graph transformations; Knowledge processing; Computer aided design; Construction industry; Data processing; Graph theory; Mathematical transformations; Structural design; Knowledge engineering,Conference Paper
100,"Kamsu-Foguem B., Abanda F.H., Doumbouya M.B., Tchouanguem J.F.",Graph-based ontology reasoning for formal verification of BREEAM rules,2019,10.1016/j.cogsys.2018.12.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059774838&doi=10.1016%2fj.cogsys.2018.12.011&partnerID=40&md5=a723cf26dd7d441e0c7d29f9fcae80ad,"Globally, the need to check regulation compliance for sustainability has become central in the delivery of construction projects. This is partly due to policies by various governments requiring existing and new buildings to comply with certain standards or regulations. However, the verification of whether a building complies with any particular standard or regulation has proven challenging in practice. The purpose of formal verification is to prove that under a certain set of assumptions, a building will adhere to a certain set of requirements, for example the minimum performance standards of key environmental issues. Compliance checking requires different criteria often difficult to straightforwardly define and combine in an integrated fashion for providing holistic interpretation to facilitate easy decision-making. Such criteria, their various flows and combinations can easily be dealt with using conceptual graph theories and Semantic Web concepts which allow rules to be imbued to facilitate reasoning. The aim of this study is to tap on conceptual graphs and Semantic Web concepts to develop a system for checking Building Research Establishment Environmental Assessment Methodology (BREEAM) sustainability standard compliance in the French construction industry. A conceptual graph-based framework that formally describes BREEAM requirements and visually analyse compliance checking processes has been proposed. When implemented in a software that integrates conceptual graphs and Semantic Web knowledge, automatic reasoning allows both the logical specification and the visual interpretation to be displayed and further provides a semantic support for compliance checking information. © 2018 Elsevier B.V.",Building; Data; Information; Knowledge; Reasoning; Sustainability,Buildings; Construction industry; Decision making; Flow graphs; Formal verification; Graph theory; Graphic methods; Regulatory compliance; Semantic Web; Sustainable development; Building research establishment environmental assessments; Construction projects; Data; Information; Knowledge; Logical specifications; Performance standards; Reasoning; Compliance control; article; building industry; decision making; ontology; semantic web; software,Article
310,"Al Nakib M.A., Jackson C.",HSE philosophies innovative approach to project design,2008,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-52349105937&partnerID=40&md5=39f10924fc19bc14b9b92c00f7f566b9,"Abu Dhabi Company for Onshore Oil Operations (ADCO) is part of the Abu Dhabi National Oil Company (ADNOC) group of companies in the United Arab Emirates. ADCO's basis for developing oil and gas facilities used to be site/field specific. This resulted in inconsistencies in plants' operating and maintenance requirements, as part of ADCO's continual improvement process it was decided to develop a document that reflects the basis for future developments. ADCO therefore developed HSE Philosophy guidelines for engineering design and construction contractors on the over-arching principles to be included in preparing a project specific HSE Philosophy covering operation, maintenance and abandonment plans of any facility. Each project must have a specific HSE Philosophy developed by project teams at conceptual stages outlining the basic corporate philosophies to be adopted. The design contractors further expand and detail the Project HSE Philosophy, incorporating their strategy based upon the generic and corporate philosophies. The principal objectives of an HSE Philosophy are to: Define the basis for a project to ensure a safe, risk based approach to design is achieved, thus minimizing the possibility of injury to personnel and public from the consequences of an accidental event. Provide guidance in selection of equipment and design. Define the design approach to be followed in accordance with Best Available Techniques (BAT) with pollution prevention controls. Control environmental impacts of projects. Optimize usage of natural resources on a sustainable basis. Ensure design achieves demonstrable levels of As Low As Reasonably Practicable 'ALARP'. Ensure compliance with relevant HSE regulations, standards and codes of practice. By following the HSE Philosophy all new ADCO facilities are being developed and operated to a consistent standard. The HSE Philosophy approach has now been adopted by all ADNOC group companies. Copyright 2008, Society of Petroleum Engineers.",,"Abu Dhabi Company for Onshore Oil Operations; Abu Dhabi National Oil Company; Best available techniques; Codes of practice; Design approaches; Engineering designs; Future developments; Health , safety and environment; In plants; Innovative approaches; International conferences; Low as reasonably practicable; Maintenance requirements; Oil and gas; Oil and gas exploration; Pollution prevention; Project designs; Project teaming; Risk based approaches; Society of Petroleum Engineers; United Arab Emirates; Accident prevention; Codes (standards); Construction industry; Contractors; Contracts; Energy resources; Environmental impact; Environmental protection; Geological surveys; Health; Health risks; Industrial engineering; Maintenance; Natural resources exploration; Ontology; Petroleum deposits; Petroleum engineering; Petroleum industry; Petroleum prospecting; Petroleum reservoirs; Pollution control; Regulatory compliance; Safety engineering; Standards; Technology; Weight control; Philosophical aspects",Conference Paper
